N	2gram	Bakhtin_Pr	TeoriaLi
1	в качестве	1	33
2	в мире	10	26
3	не только	26	24
4	и в	59	24
5	в частности	2	23
6	то есть	64	22
7	может быть	38	22
8	при этом	5	20
9	в том	17	20
10	тогда как	1	18
11	я в	1	18
12	и не	66	17
13	а в	9	15
14	но и	22	14
15	а не	30	14
16	так и	13	14
17	в себе	9	14
18	в рамках	2	13
19	такого рода	1	13
20	но не	13	13
21	в этом	40	12
22	но в	7	12
23	в его	44	12
24	то же	15	12
25	своего рода	1	11
26	том что	15	11
27	точки зрения	36	11
28	и его	21	11
29	что в	14	10
30	по отношению	17	10
31	как это	2	10
32	лишь в	4	10
33	отношению к	17	10
34	в душе	1	9
35	только в	15	9
36	в данном	3	9
37	с другой	3	9
38	в искусстве	2	9
39	не в	10	9
40	в то	15	9
41	в своей	17	8
42	же время	10	8
43	как бы	40	8
44	по своей	1	8
45	не может	31	8
46	в самом	19	7
47	не столько	3	7
48	или иной	3	7
49	и т.п	8	7
50	в отличие	3	7
51	в своем	12	7
52	себя в	5	7
53	мы имеем	2	7
54	отличие от	3	7
55	во второй	1	7
56	отношение к	4	7
57	однако в	2	7
58	место в	2	7
59	в области	3	7
60	в нем	38	7
61	другой стороны	3	6
62	более или	1	6
63	как и	21	6
64	не менее	3	6
65	приводит к	4	6
66	еще не	11	6
67	в основе	6	6
68	то что	21	6
69	со стороны	6	6
70	уже не	14	6
71	с его	14	6
72	в ее	4	6
73	с другими	11	6
74	между ними	4	6
75	или менее	1	6
76	героя и	11	6
77	в русской	3	6
78	того или	1	6
79	тем самым	3	6
80	в первой	3	6
81	или иного	1	6
82	художественного творчества	3	5
83	ни в	5	5
84	в виду	2	5
85	и одновременно	5	5
86	не предполагает	1	5
87	как в	10	5
88	в художественном	5	5
89	можно сказать	3	5
90	не является	2	5
91	того чтобы	5	5
92	для того	3	5
93	литературных произведений	1	5
94	жизни как	1	5
95	как правило	1	5
96	за пределами	2	5
97	на почве	5	5
98	как к	3	5
99	по преимуществу	3	5
100	данном случае	3	5
101	для него	23	5
102	а и	2	5
103	того что	4	5
104	в себя	3	5
105	между тем	5	5
106	он не	11	5
107	и тем	2	5
108	в пределах	13	5
109	и о	5	5
110	могут быть	5	5
111	художественного произведения	1	5
112	порядка в	3	4
113	в отношении	3	4
114	не на	6	4
115	не следует	1	4
116	и сам	5	4
117	в этих	5	4
118	отношения к	4	4
119	что он	16	4
120	в слове	1	4
121	художественного восприятия	1	4
122	совпадает с	3	4
123	входит в	11	4
124	в другом	1	4
125	говорить о	3	4
126	отношении к	3	4
127	и т.д	2	4
128	сказать что	9	4
129	в нашем	3	4
130	к тому	1	4
131	этого слова	3	4
132	во времени	4	4
133	никогда не	19	4
134	или иным	1	4
135	и того	1	4
136	это не	13	4
137	хотя и	1	4
138	в литературе	7	4
139	слова в	4	4
140	в их	5	4
141	его в	6	4
142	но он	3	4
143	не знает	5	4
144	или даже	2	4
145	так в	1	4
146	мира и	8	4
147	со своей	1	4
148	а только	3	4
149	личности в	7	4
150	личности и	1	4
151	в свою	1	4
152	и что	2	4
153	самим собой	1	4
154	в форме	8	4
155	далеко не	3	4
156	того же	1	4
157	художественного мира	5	4
158	одного и	2	4
159	с ее	5	4
160	в целом	8	4
161	и ее	5	4
162	и к	5	3
163	во втором	1	3
164	в таком	2	3
165	в момент	4	3
166	для себя	5	3
167	с этой	1	3
168	даже в	7	3
169	была бы	5	3
170	только не	1	3
171	подобно тому	5	3
172	если бы	12	3
173	оказывается в	1	3
174	может выступать	1	3
175	все эти	12	3
176	а именно	4	3
177	в романе	12	3
178	именно в	8	3
179	например в	5	3
180	в жизни	7	3
181	к его	1	3
182	их в	8	3
183	художественного мышления	2	3
184	роль в	2	3
185	в иной	1	3
186	из которого	2	3
187	тем не	1	3
188	перед нами	8	3
189	но их	1	3
190	в противоположность	3	3
191	потому что	20	3
192	причастности к	1	3
193	искусства и	1	3
194	или иных	1	3
195	в одном	14	3
196	вслед за	1	3
197	не обязательно	1	3
198	имеем в	2	3
199	известной степени	1	3
200	на две	1	3
201	во всей	2	3
202	не все	2	3
203	от себя	2	3
204	и внешней	1	3
205	из этих	2	3
206	и для	5	3
207	к содержанию	1	3
208	таким образом	22	3
209	и то	1	3
210	на языке	2	3
211	с одной	1	3
212	и вот	4	3
213	том числе	1	3
214	в произведении	4	3
215	авторской позиции	8	3
216	в художественной	4	3
217	и потому	9	3
218	с точки	21	3
219	к которому	1	3
220	как раз	9	3
221	есть в	10	3
222	прежде всего	17	3
223	иного рода	1	3
224	а на	1	3
225	и притом	3	3
226	связи с	1	3
227	или в	2	3
228	и позволяет	1	3
229	одним из	11	3
230	в контексте	2	3
231	и как	10	3
232	в сторону	1	3
233	вовсе не	13	3
234	той или	3	3
235	во всех	8	3
236	а с	4	3
237	тому как	5	3
238	принадлежит к	1	3
239	в которой	6	3
240	не будет	1	3
241	он должен	1	3
242	не с	1	3
243	нового времени	4	3
244	к области	1	3
245	этом смысле	12	3
246	человека с	1	3
247	в этой	5	3
248	одного сознания	10	3
249	и др	1	3
250	человеческой жизни	4	3
251	и по	4	3
252	тех или	1	3
253	в точке	5	3
254	как совокупность	1	3
255	герой не	2	3
256	мира в	6	3
257	в той	9	2
258	о жизни	1	2
259	ведет к	1	2
260	мире и	1	2
261	и другие	4	2
262	обращены к	1	2
263	образом и	1	2
264	однако с	1	2
265	один из	4	2
266	и здесь	5	2
267	и мира	1	2
268	и на	15	2
269	русской литературе	2	2
270	жизни а	2	2
271	которая в	1	2
272	на второй	1	2
273	оказывается уже	1	2
274	строго говоря	1	2
275	жить и	1	2
276	на этом	1	2
277	из которых	3	2
278	окружающей его	1	2
279	в году	1	2
280	внутреннюю свободу	1	2
281	но чтобы	1	2
282	по себе	13	2
283	не могут	6	2
284	в них	5	2
285	оно не	2	2
286	и даже	4	2
287	а напротив	1	2
288	этой точки	3	2
289	здесь мы	3	2
290	самом деле	9	2
291	героя как	2	2
292	на мир	10	2
293	заключается в	3	2
294	на свою	1	2
295	одно слово	1	2
296	к более	2	2
297	во множестве	1	2
298	из тех	3	2
299	в одно	1	2
300	с ними	3	2
301	к нам	2	2
302	позиция автора	5	2
303	вместе с	2	2
304	сознания при	1	2
305	жизни в	3	2
306	себя и	4	2
307	отличается от	3	2
308	собою в	2	2
309	вследствие этого	2	2
310	в известном	1	2
311	в каком	2	2
312	жизни на	1	2
313	к другому	2	2
314	своей жизни	2	2
315	к своему	1	2
316	о том	5	2
317	в аспекте	1	2
318	не входит	3	2
319	казалось бы	1	2
320	при всей	1	2
321	это и	10	2
322	как художественное	1	2
323	в диалоге	3	2
324	для автора	6	2
325	при условии	1	2
326	совершенно иной	1	2
327	чужого я	1	2
328	высказывания и	1	2
329	к нему	13	2
330	в значительной	1	2
331	но во	1	2
332	времени в	2	2
333	сознания в	2	2
334	и больше	1	2
335	для меня	2	2
336	не могло	1	2
337	только на	1	2
338	весь целиком	1	2
339	вступает в	5	2
340	может служить	1	2
341	о своем	2	2
342	между внутренней	1	2
343	и это	5	2
344	превращается в	4	2
345	времени и	1	2
346	значительной степени	1	2
347	перед ним	2	2
348	самом начале	3	2
349	видим в	1	2
350	если мы	1	2
351	тем же	1	2
352	что отличает	1	2
353	что она	6	2
354	для понимания	5	2
355	который в	2	2
356	до известной	1	2
357	здесь не	2	2
358	в противном	1	2
359	в структуре	1	2
360	на котором	3	2
361	в произведениях	5	2
362	он и	9	2
363	лишь один	2	2
364	видения мира	1	2
365	в самой	10	2
366	чем это	1	2
367	для такого	2	2
368	повесть о	1	2
369	мир все	1	2
370	бы то	3	2
371	то в	1	2
372	что они	3	2
373	но на	2	2
374	к герою	6	2
375	на вопрос	2	2
376	материала в	1	2
377	одной из	1	2
378	искусстве слова	1	2
379	несмотря на	7	2
380	ни было	4	2
381	что такое	1	2
382	ее в	2	2
383	все это	12	2
384	что и	10	2
385	у нас	2	2
386	что каждый	1	2
387	с их	9	2
388	слова не	1	2
389	у него	9	2
390	внешнего мира	3	2
391	даже самая	1	2
392	от всех	1	2
393	дело в	1	2
394	каждая из	1	2
395	на себя	3	2
396	не могли	3	2
397	в конце	9	2
398	я и	2	2
399	сама по	3	2
400	тому что	3	2
401	случае не	1	2
402	в какой	2	2
403	я не	7	2
404	противном случае	1	2
405	не от	2	2
406	зрения и	2	2
407	только и	1	2
408	это было	3	2
409	в чем	2	2
410	делает его	1	2
411	об этом	4	2
412	должен быть	1	2
413	это тоже	1	2
414	такова например	1	2
415	тем более	2	2
416	а для	1	2
417	к одному	1	2
418	могли бы	3	2
419	о себе	12	2
420	но как	4	2
421	как уже	1	2
422	одну из	1	2
423	то ни	3	2
424	в рассказе	3	2
425	в случае	1	2
426	есть как	1	2
427	быть и	1	2
428	в первом	3	2
429	свою жизнь	2	2
430	одно и	1	2
431	и является	1	2
432	автора и	7	2
433	за пределы	10	2
434	от своего	1	2
435	во мне	2	2
436	человека и	2	2
437	в большинстве	3	2
438	всей его	2	2
439	тем или	2	2
440	жизнь личности	2	2
441	идет о	5	2
442	могла бы	1	2
443	так же	10	2
444	числе и	1	2
445	человеческих отношений	1	2
446	что может	2	2
447	известном смысле	1	2
448	и особенно	2	2
449	роман и	1	2
450	нас самих	1	2
451	это делает	2	2
452	к чужому	2	2
453	и прежде	2	2
454	как будто	4	2
455	автора как	3	2
456	события в	1	2
457	может и	1	2
458	ни был	2	2
459	в пространстве	3	2
460	самим собою	3	2
461	мира с	1	2
462	в особенности	2	1
463	различных художественных	1	1
464	с которыми	2	1
465	к такому	1	1
466	вопрос кто	3	1
467	пределы всего	1	1
468	том чем	1	1
469	от него	3	1
470	определить и	1	1
471	является в	1	1
472	один голос	1	1
473	в последующих	2	1
474	все что	6	1
475	первой и	1	1
476	и против	1	1
477	ядру личности	3	1
478	каждой из	1	1
479	случае в	1	1
480	можно говорить	2	1
481	бы несколько	1	1
482	художественном мире	3	1
