N	2gram	Voloshinov	SlovoVZh
1	не может	30	16
2	может быть	28	14
3	точки зрения	31	14
4	как бы	19	13
5	и его	22	13
6	таким образом	34	12
7	и в	28	12
8	отношению к	11	11
9	по отношению	13	11
10	в нашем	3	11
11	и не	34	10
12	так как	15	9
13	если бы	4	9
14	прежде всего	26	8
15	для нас	2	7
16	сказать что	11	7
17	все время	4	6
18	в ней	8	6
19	слова и	4	6
20	с помощью	20	6
21	в том	10	6
22	в процессе	5	6
23	только в	11	6
24	в нем	7	6
25	при этом	8	6
26	к содержанию	1	6
27	и др	9	5
28	можно сказать	6	5
29	что мы	3	5
30	хотя бы	7	5
31	должна быть	2	5
32	то же	12	5
33	художественной формы	2	5
34	а не	9	5
35	в виду	4	5
36	то что	17	5
37	мы ни	1	5
38	в жизни	7	5
39	как и	13	5
40	как в	4	5
41	отнюдь не	5	5
42	том что	12	5
43	и следовательно	3	5
44	но в	13	5
45	никогда не	10	5
46	в самом	12	4
47	и к	7	4
48	и на	9	4
49	свое выражение	2	4
50	не только	10	4
51	ни было	2	4
52	социального общения	3	4
53	и является	3	4
54	на самом	6	4
55	за пределы	10	4
56	от того	5	4
57	его в	11	4
58	мы все	1	4
59	с другой	2	4
60	не в	10	4
61	дело в	2	4
62	отношение к	7	4
63	так и	14	4
64	уже не	9	4
65	жизни и	7	4
66	в этом	28	4
67	все же	8	4
68	зависимости от	4	4
69	к нему	9	4
70	бы то	3	3
71	как к	2	3
72	и с	10	3
73	только ему	1	3
74	ее и	1	3
75	находит свое	1	3
76	до сих	3	3
77	это как	4	3
78	в котором	4	3
79	жизненного высказывания	1	3
80	и по	5	3
81	и пр	29	3
82	является продуктом	1	3
83	так называемой	1	3
84	мы не	9	3
85	то ни	4	3
86	или не	1	3
87	между тем	3	3
88	для него	12	3
89	отношении к	1	3
90	с ним	14	3
91	того что	7	3
92	быть и	7	3
93	и уже	2	3
94	когда он	3	3
95	тем не	4	3
96	в некоторых	2	3
97	все это	12	3
98	он должен	2	3
99	отражает в	1	3
100	ни в	12	3
101	в пределах	6	3
102	конечно не	10	3
103	по себе	4	3
104	так же	4	3
105	в них	3	3
106	в каком	7	3
107	самом деле	14	3
108	социальных оценок	1	3
109	только на	4	3
110	но для	3	3
111	в себе	7	3
112	двух направлениях	1	3
113	слово в	1	3
114	ясно что	2	3
115	все эти	15	3
116	о том	3	3
117	социальной группы	3	3
118	в своей	14	3
119	воздействует на	1	3
120	здесь не	1	3
121	не менее	6	3
122	из этого	2	3
123	художественного творчества	1	3
124	в такой	2	3
125	нуждается в	3	3
126	да и	2	3
127	но и	10	3
128	ведь и	3	3
129	и для	7	3
130	точек зрения	1	3
131	точка зрения	15	3
132	на границе	1	3
133	и ее	7	3
134	и наконец	12	3
135	сих пор	3	3
136	и вообще	4	3
137	формы и	3	3
138	не к	2	3
139	внутренней речи	5	3
140	еще не	8	3
141	в особенности	1	2
142	что в	7	2
143	этих двух	3	2
144	все они	2	2
145	наиболее яркое	1	2
146	нет ничего	1	2
147	но это	4	2
148	не так	3	2
149	и потому	12	2
150	действия и	1	2
151	и другие	2	2
152	смысл и	2	2
153	ни на	3	2
154	какой степени	3	2
155	и то	3	2
156	выражение в	4	2
157	социальной жизни	2	2
158	мы можем	20	2
159	влияние на	4	2
160	и самое	2	2
161	в данном	4	2
162	в душе	13	2
163	в то	7	2
164	которые мы	2	2
165	разрыв между	2	2
166	на один	2	2
167	данном случае	4	2
168	в момент	2	2
169	высказывания с	1	2
170	со всех	1	2
171	в основном	4	2
172	зависит от	2	2
173	с одной	2	2
174	уже в	3	2
175	там где	2	2
176	в его	25	2
177	она не	6	2
178	это не	5	2
179	идеологического творчества	1	2
180	одной стороны	2	2
181	относится к	2	2
182	как уже	1	2
183	довлеет себе	1	2
184	дело с	1	2
185	с точки	15	2
186	мы имеем	6	2
187	и дает	1	2
188	была бы	1	2
189	является попытка	1	2
