N	4gram	Bakhtin_Pr	Marksizm
1	в то же время	3	15
2	бы то ни было	2	12
3	но в то же	1	9
4	на самом же деле	1	5
5	и не может быть	1	5
6	одной из важнейших проблем	1	3
7	с одной стороны и	1	3
8	с точки зрения самого	2	3
9	именно в том что	1	2
10	ни в коем случае	2	2
11	отнюдь не может быть	1	2
12	несмотря на то что	1	2
13	только по отношению к	4	2
14	только при этом условии	1	2
15	едва ли может быть	1	1
16	то что не имеет	1	1
17	притом не только в	1	1
18	в таком положении находится	1	1
19	не может обойтись без	1	1
20	никогда не может быть	1	1
21	и вот на почве	1	1
22	не что иное как	1	1
23	и в другом направлении	1	1
24	вообще не имеет дела	1	1
25	не выходит за пределы	1	1
26	мы можем сказать что	1	1
27	строгом смысле этого слова	1	1
28	из всего сказанного нами	1	1
29	не может быть признано	1	1
30	познания должна опираться на	1	1
31	дело в том что	1	1
32	психология познания должна опираться	1	1
33	не говоря уже о	1	1
34	ни к чему не	1	1
35	не чем иным как	1	1
36	бы они ни были	1	1
37	отнюдь не следует что	1	1
38	право говорить об особой	1	1
39	с другой же стороны	2	1
40	все то что не	1	1
41	позиции по отношению к	1	1
42	в противном случае оно	1	1
43	ни в какой мере	1	1
44	в большинстве случаев он	1	1
45	как бы они ни	1	1
46	в строгом смысле этого	1	1
47	по отношению к нему	1	1
48	как бы ничего не	2	1
49	конечно не следует что	1	1
50	такова в основных чертах	1	1
51	это и есть та	1	1
52	в коем случае не	2	1
53	мы здесь не касаемся	1	1
54	и с точки зрения	1	1
55	или хотя бы только	1	1
