N	4gram	Vygotskiy_	Vladivir
1	дело в том что	2	11
2	в то же время	1	9
3	в том что в	2	5
4	в то время как	4	5
5	не что иное как	2	4
6	и в этом смысле	1	4
7	а с другой стороны	3	3
8	о том что он	2	3
9	в том что он	2	3
10	заключается в том что	6	3
11	том и заключается что	2	2
12	и в том что	1	2
13	с его точки зрения	1	2
14	все дело в том	1	2
15	до тех пор пока	2	2
16	на то что в	2	2
17	один и тот же	1	2
18	с одной стороны и	1	2
19	сводится к тому что	3	2
20	свидетельствуют о том что	1	2
21	в том и заключается	3	2
22	но все дело в	1	2
23	одно и то же	3	2
24	бы то ни было	1	2
25	но вместе с тем	1	2
26	если иметь в виду	1	2
27	с точки зрения того	1	2
28	и то обстоятельство что	1	2
29	до сих пор не	1	2
30	с этой точки зрения	3	1
31	ни в каком случае	1	1
32	состоит в том что	2	1
33	сам по себе как	1	1
34	каждый из этих элементов	1	1
35	в такой мере что	1	1
36	вместе с тем и	1	1
37	мнение о том что	1	1
38	для этого нужно было	1	1
39	этого нужно было бы	1	1
40	указывает на то что	3	1
41	если бы мы имели	1	1
42	в том что с	1	1
43	видит в том что	1	1
44	находим мы и в	1	1
45	означает не что иное	1	1
46	в том что даже	1	1
47	ясно что в этом	1	1
48	одной и той же	4	1
49	то что в этом	1	1
50	в собственном смысле слова	2	1
51	с другой стороны мы	2	1
52	том что он не	1	1
53	о чем главным образом	1	1
54	так как это делает	1	1
55	ни в каких внешних	1	1
56	указанием на то что	1	1
57	мы имеем дело с	1	1
58	есть нечто такое что	2	1
59	не в том чтобы	1	1
60	с самого начала в	1	1
61	бы если бы мы	1	1
62	в конце концов только	2	1
63	ни в чем не	1	1
64	заключается в том чтобы	2	1
65	по одному тому что	1	1
66	другое не может быть	1	1
67	и то что в	2	1
68	мы никак не можем	1	1
69	какой бы то ни	1	1
70	так же как и	1	1
71	на другой день после	1	1
72	в самом деле если	2	1
73	привело к тому что	1	1
74	так же невозможно как	1	1
