N	2gram	Ircho_Kome	Analitik
1	не только	12	71
2	и в	40	66
3	в качестве	8	61
4	но и	14	57
5	в том	19	52
6	может быть	16	52
7	в этом	9	51
8	в частности	7	51
9	как и	12	50
10	и не	19	48
11	а не	1	42
12	в тексте	1	42
13	при этом	5	40
14	том что	19	40
15	то есть	1	35
16	так и	17	35
17	в мире	3	31
18	представляет собой	1	30
19	состоит в	1	30
20	отнюдь не	2	29
21	как бы	3	29
22	не может	3	29
23	а в	9	28
24	в его	8	27
25	и его	17	27
26	не в	8	26
27	но не	3	26
28	всего лишь	1	24
29	в себе	3	24
30	не случайно	1	24
31	что в	12	22
32	и даже	5	22
33	к тому	15	22
34	в этой	9	22
35	о том	12	20
36	в самом	5	19
37	то же	7	19
38	в своей	3	19
39	по отношению	5	19
40	с его	4	19
41	но в	6	19
42	в данном	1	18
43	в то	14	18
44	отношению к	5	18
45	тем самым	1	17
46	с другой	7	17
47	только в	6	17
48	со стороны	3	17
49	такого рода	6	17
50	или иной	1	17
51	в целом	6	17
52	что и	10	16
53	могут быть	3	16
54	то что	8	16
55	в пределах	1	16
56	и на	9	15
57	между тем	9	15
58	прежде всего	8	15
59	в сущности	3	15
60	в их	6	15
61	в рамках	3	15
62	в принципе	3	14
63	не менее	6	14
64	того же	4	14
65	себя в	2	14
66	в себя	3	14
67	той или	1	14
68	мы имеем	1	14
69	же время	5	14
70	в отличие	3	14
71	данном случае	1	14
72	столь же	9	14
73	отличие от	4	14
74	далеко не	1	14
75	по себе	2	13
76	точки зрения	7	13
77	как правило	5	13
78	тому же	14	13
79	он не	5	13
80	этого слова	1	13
81	ничего не	4	13
82	как раз	4	13
83	для него	1	13
84	а также	5	13
85	в начале	7	13
86	на уровне	1	13
87	и к	2	12
88	и сам	5	12
89	как это	7	12
90	в первой	2	12
91	сводится к	1	12
92	как в	8	12
93	еще не	7	12
94	в той	2	11
95	даже в	3	11
96	имеем дело	1	11
97	по своей	2	11
98	в свою	2	11
99	той же	3	11
100	это не	2	11
101	и как	3	11
102	во второй	4	11
103	не с	1	11
104	не следует	2	11
105	нуждается в	2	11
106	именно в	5	10
107	все же	7	10
108	едва ли	16	10
109	с одной	5	10
110	в конце	7	10
111	было бы	8	10
112	однако в	4	10
113	подобно тому	1	10
114	и одновременно	3	10
115	отношения к	1	10
116	перед лицом	5	10
117	совпадает с	1	10
118	со своей	3	10
