N	3gram	Vygotskiy_	Formalny
1	с точки зрения	12	40
2	не может быть	4	29
3	на самом деле	3	21
4	в то же	1	20
5	в связи с	6	16
6	во всяком случае	2	16
7	в настоящее время	2	13
8	по отношению к	19	12
9	в самом деле	6	11
10	так и в	1	11
11	в этом отношении	7	11
12	бы то ни	1	10
13	в зависимости от	2	10
14	с другой стороны	8	9
15	и не может	3	9
16	для того чтобы	20	8
17	до сих пор	3	8
18	вместе с тем	4	8
19	как мы видели	4	8
20	с одной стороны	10	8
21	в применении к	1	7
22	более или менее	1	7
23	того или иного	1	7
24	сами по себе	1	7
25	то ни было	1	7
26	в высшей степени	3	7
27	в свою очередь	4	7
28	в том что	33	6
29	с тем что	3	6
30	сам по себе	1	6
31	в данном случае	3	6
32	не только не	7	6
33	раз и навсегда	1	6
34	смысле этого слова	2	6
35	одной стороны и	2	5
36	в направлении к	1	5
37	к тому чтобы	4	5
38	в этом смысле	5	5
39	одни и те	1	5
40	в отличие от	3	5
41	к тому что	5	5
42	и те же	1	5
43	связи с этим	1	5
44	прежде всего в	1	5
45	мы не можем	2	5
46	в той же	3	4
47	тем не менее	1	4
48	все более и	3	4
49	в конце концов	2	4
50	в этом пункте	1	4
51	более и более	3	4
52	не могут быть	3	4
53	как раз и	1	4
54	но все же	2	4
55	язык и его	1	4
56	но и в	1	4
57	может быть понято	2	4
58	в лучшем случае	3	4
59	подобно тому как	6	4
60	с самого начала	8	4
61	хотя бы в	2	4
62	по аналогии с	2	4
63	сама по себе	4	4
64	сводится к тому	1	4
65	и тот же	5	3
66	в том числе	2	3
67	друг с другом	10	3
68	то же что	1	3
69	вместо того чтобы	5	3
70	том числе и	2	3
71	то же самое	7	3
72	таким же правом	3	3
73	только то что	2	3
74	на первый план	2	3
75	равно как и	1	3
76	и во всяком	1	3
77	в том смысле	1	3
78	в том чтобы	3	3
79	а не как	2	3
80	потому что он	7	3
81	один и тот	5	3
82	мы увидим что	1	3
83	и в частности	3	3
84	то и другое	2	3
85	как мы увидим	1	3
86	с таким же	3	3
87	во всех областях	1	3
88	между этими двумя	2	3
89	мере в какой	3	2
90	о том как	3	2
91	том смысле что	1	2
92	в той мере	3	2
93	отношение к миру	1	2
94	они должны были	1	2
95	в собственном смысле	2	2
96	и со стороны	1	2
97	мы говорим о	2	2
98	говоря уже о	1	2
99	с этой точки	7	2
100	в этом процессе	1	2
101	друг от друга	5	2
102	не совпадает с	1	2
103	но и с	1	2
104	совершенно очевидно что	1	2
105	совершается в неразрывной	1	2
106	но при этом	2	2
107	на сегодняшний день	3	2
108	так и с	1	2
109	как например в	1	2
110	именно потому что	3	2
111	в такой же	3	2
112	в самом предмете	1	2
113	тех или иных	2	2
114	и тем самым	3	2
115	те же слова	1	2
116	той мере в	3	2
117	что это не	1	2
118	но в этом	2	2
119	не прав когда	1	2
120	только в связи	1	2
121	из того что	4	2
122	в широком смысле	1	2
123	слова и его	1	2
124	мы видели что	2	2
125	и все же	1	2
126	спрашивается что же	1	2
127	именно в этом	3	2
128	в основе этой	2	2
129	связаны между собой	3	2
130	ни одного из	1	2
131	в какой мере	1	2
132	это не так	1	2
133	имеем в виду	1	2
134	ни на один	1	2
135	этой точки зрения	7	2
136	в целом ряде	1	2
137	как один из	1	2
138	от того что	6	2
139	ничего общего с	3	2
140	если бы оно	3	2
141	на этот вопрос	5	2
142	не говоря уже	1	2
143	если же мы	1	2
144	до последнего времени	1	2
145	и в их	1	2
146	и в какой	1	2
147	не только в	1	2
148	так же как	9	2
149	мы имеем в	1	2
150	мы нисколько не	1	2
151	в этом случае	5	2
152	на один шаг	1	2
153	оно не может	1	2
154	но с точки	1	2
155	в этом понятии	1	2
156	или хотя бы	1	2
157	тем что оно	2	2
158	в следующей главе	2	2
159	лежит в основе	2	2
160	что и в	1	2
161	при таком понимании	1	2
162	в готовом виде	5	1
163	что он не	3	1
164	внутренних и внешних	2	1
165	он полагает что	1	1
166	она никогда не	1	1
167	в самом начале	2	1
168	иной чем в	1	1
169	как и во	1	1
170	в этот период	3	1
171	тем более не	1	1
172	не имеет и	1	1
173	и как бы	1	1
174	имели в виду	1	1
175	в самом лучшем	1	1
176	заключается именно в	1	1
177	точек зрения не	1	1
178	между тем то	1	1
179	со всеми своими	1	1
180	о котором мы	1	1
181	возвращаясь к нашему	1	1
182	то при этом	1	1
183	но вместе с	3	1
184	его вовсе не	1	1
185	ибо она не	1	1
186	что в его	1	1
187	то что он	3	1
188	совершенно прав когда	1	1
189	имеет места в	1	1
190	этом смысле можно	1	1
191	и многие другие	1	1
192	чтобы понять что	1	1
193	и тогда когда	1	1
194	по сравнению с	9	1
195	в процессе развития	3	1
196	вопроса о том	2	1
197	и навсегда не	1	1
198	но и на	1	1
199	другой стороны сами	1	1
200	влечет за собой	1	1
201	прав когда он	1	1
202	теперь мы можем	1	1
203	что они не	1	1
204	не можем не	1	1
205	жизни таким образом	1	1
206	не значит что	1	1
207	в том же	1	1
208	в школьном обучении	1	1
209	в своем развитии	7	1
210	почти совершенно не	1	1
211	задачи стоящей перед	1	1
212	что мы знаем	1	1
213	в какой степени	2	1
214	и должен быть	1	1
215	на нее как	1	1
216	они не могут	1	1
217	то что они	2	1
218	вполне совпадает с	2	1
219	тем то что	1	1
220	к нашему примеру	1	1
221	в общую ткань	1	1
222	это происходит в	1	1
223	возвращает нас к	1	1
224	и то же	1	1
225	а не наоборот	1	1
226	и здесь в	1	1
227	свое естественное место	1	1
228	и его элементы	1	1
229	друг на друга	2	1
230	как бы не	1	1
231	одного и того	8	1
232	это не значит	1	1
233	что он был	1	1
234	в нашем примере	2	1
235	мы знаем что	2	1
236	этого положения является	1	1
237	в силу этого	1	1
238	и в конце	1	1
239	мы уже указывали	1	1
240	связи с ним	1	1
241	от конкретных форм	1	1
242	здесь имеет место	1	1
243	что он в	1	1
244	так и по	1	1
245	становится еще более	1	1
246	не имеет здесь	1	1
247	могут быть названы	1	1
248	в этой области	3	1
249	и так же	1	1
250	и вместе с	1	1
251	что в этом	1	1
252	что оно является	2	1
253	с другом не	1	1
254	а потому что	2	1
255	и никогда не	1	1
256	мы и можем	1	1
257	таким образом в	2	1
258	а с другой	3	1
259	не могло быть	1	1
260	они вовсе не	1	1
261	и по отношению	1	1
262	есть не что	2	1
263	он в своем	1	1
264	и того же	8	1
265	состоит в том	7	1
266	не может не	3	1
267	своего развития к	1	1
268	но как раз	2	1
269	нуждался бы в	1	1
270	в действительности и	1	1
271	с их помощью	1	1
272	это даже не	1	1
273	к вопросу о	1	1
274	что с помощью	2	1
275	это значит что	4	1
276	нет никаких оснований	2	1
277	а не только	1	1
278	собственном смысле этого	1	1
279	в смысле общего	1	1
280	школьном обучении и	1	1
281	в этом последнем	1	1
282	подойти к этому	1	1
283	мы видим что	2	1
284	которые сами по	1	1
285	на каждом шагу	3	1
