N	4gram	Bakhtin_Fr	slovoVRo
1	в то же время	14	18
2	в той или иной	1	13
3	но в то же	6	7
4	и в то же	3	6
5	как мы уже сказали	3	4
6	с одной стороны и	1	4
7	большей или меньшей степени	1	4
8	в большей или меньшей	1	4
9	точки зрения на мир	2	3
10	можно прямо сказать что	1	3
11	одно и то же	1	3
12	и то же слово	1	2
13	и не может быть	1	2
14	ни в чем не	1	2
15	то же время в	1	2
16	то же время он	1	2
17	то же время и	1	2
18	до сих пор не	1	2
19	на самом же деле	4	1
20	не может быть конечно	1	1
21	в нем не только	1	1
22	здесь перед нами в	1	1
23	они в той или	1	1
24	это очень важно для	1	1
25	только и не столько	1	1
26	в меньшей степени чем	1	1
27	в ту же эпоху	1	1
28	и до наших дней	1	1
29	дело в том что	4	1
30	в том что в	1	1
31	мы уже говорили что	1	1
32	как мы дальше увидим	1	1
33	нет и не может	1	1
34	одной и той же	1	1
35	большинстве случаев все эти	1	1
36	в связи с этим	3	1
37	и в значительной степени	1	1
38	тем чем они были	1	1
39	средние века и в	1	1
40	между тем как в	1	1
41	можно сказать что в	1	1
42	и это отношение к	1	1
43	в том числе и	3	1
44	в данном случае не	1	1
45	в пространстве и времени	1	1
46	притом в большинстве случаев	1	1
47	конечно далеко не все	1	1
48	выдвигает на первый план	1	1
49	зрения на мир и	1	1
50	в большинстве случаев все	1	1
51	быть тем чем они	1	1
52	в средние века и	1	1
53	не только и не	1	1
54	же как и в	1	1
55	и с точки зрения	2	1
56	на первый план выдвигаются	1	1
57	особой точки зрения на	1	1
58	а также и в	1	1
59	в этом отношении он	1	1
60	в нем до конца	1	1
61	так же как и	2	1
62	он в свою очередь	1	1
63	можно ли говорить о	1	1
64	в романе все эти	1	1
65	как мы неоднократно подчеркивали	1	1
66	как мы уже говорили	3	1
