N	3gram	Bakhtin_Pr	UchenyiS
1	не может быть	8	4
2	то ни было	2	3
3	с другой стороны	3	3
4	бы то ни	3	3
5	в то же	10	3
6	то же время	10	3
7	по нашему мнению	3	3
8	и то что	1	2
9	в художественном произведении	1	2
10	в том что	10	2
11	в противном случае	1	2
12	в самом деле	5	2
13	не могут быть	1	2
14	до сих пор	3	2
15	хотя бы и	3	2
16	тех или иных	1	2
17	и в частности	1	2
18	в конце концов	7	2
19	то же самое	1	2
20	в этом отношении	7	2
21	по крайней мере	3	2
22	в этом смысле	12	2
23	он может быть	2	1
24	быть не может	1	1
25	для него не	2	1
26	то что было	3	1
27	имеем в виду	2	1
28	друг с другом	4	1
29	насколько нам известно	1	1
30	в своей совокупности	1	1
31	на первый взгляд	1	1
32	и быть не	1	1
33	которые могли бы	1	1
34	конце концов не	1	1
35	тем что он	1	1
36	в своей работе	1	1
37	не входит в	3	1
38	но в то	5	1
39	может быть в	1	1
40	никогда не может	1	1
41	он прежде всего	1	1
42	же время не	3	1
43	он выдвигает в	1	1
44	не только к	1	1
45	бы это было	1	1
46	по себе еще	2	1
47	и независимо от	1	1
48	если бы это	1	1
49	в ней не	1	1
50	но прежде всего	1	1
51	можно сказать что	3	1
52	равно как и	1	1
53	конечно не в	1	1
54	это не только	1	1
55	не было бы	1	1
56	приходится признать что	1	1
57	заключенных в нем	1	1
58	все это в	1	1
59	в той же	3	1
60	не в том	1	1
61	и не только	1	1
62	а не только	2	1
63	является одним из	2	1
64	не только в	2	1
65	более или менее	1	1
66	и в то	3	1
67	но это не	3	1
68	в данном случае	3	1
69	и является одним	1	1
70	само по себе	4	1
71	мы имеем в	2	1
72	у него уже	1	1
73	не все в	1	1
74	в этом случае	1	1
75	все же не	1	1
76	уже не как	2	1
77	но именно этот	2	1
78	но конечно не	1	1
79	в художественном отношении	1	1
80	оно перестает быть	1	1
