N	2gram	Bakhtin_Fr	Sovremen
1	не может	9	17
2	может быть	11	12
3	точки зрения	10	12
4	таким образом	5	11
5	мы не	1	9
6	в этом	22	7
7	и в	105	7
8	мы можем	2	6
9	в результате	1	6
10	как и	15	6
11	ничего не	3	6
12	и не	34	6
13	с точки	6	5
14	в стадии	3	5
15	прежде всего	26	5
16	все эти	15	5
17	в условиях	15	5
18	и наконец	2	5
19	в дальнейшем	10	4
20	а в	4	4
21	так как	11	4
22	это не	4	4
23	не только	24	4
24	мы должны	2	4
25	в развитии	1	4
26	с помощью	1	4
27	как бы	33	4
28	нет и	2	4
29	их в	3	4
30	жизни и	14	4
31	вместе с	1	4
32	в целом	3	4
33	же это	1	4
34	в том	17	4
35	из них	7	4
36	точку зрения	2	4
37	мы видели	3	4
38	и к	7	3
39	и потому	14	3
40	видели что	1	3
41	на этой	5	3
42	с самого	1	3
43	уже в	5	3
44	всех элементов	1	3
45	то же	6	3
46	при этом	10	3
47	поэтому мы	1	3
48	не в	4	3
49	а не	1	3
50	в системе	3	3
51	для нас	5	3
52	все это	16	3
53	как он	1	3
54	в одном	8	3
55	у нас	1	3
56	в конце	3	3
57	и т.д	2	3
58	было бы	4	3
59	в этой	11	3
60	он в	2	3
61	и все	7	3
62	его развития	6	3
63	на две	1	3
64	мы называем	1	3
65	в себе	7	3
66	само собою	1	3
67	ясно что	1	3
68	не подлежит	3	3
69	он может	1	3
70	одна из	5	3
71	состоит из	1	3
72	все же	10	3
73	при таком	2	3
74	в области	10	3
75	отличается от	1	3
76	в нем	16	3
77	но в	16	3
78	еще не	8	3
79	с этим	1	2
80	что в	4	2
81	этих двух	2	2
82	в самом	7	2
83	совершенно не	5	2
84	мы видим	2	2
85	значение в	1	2
86	для развития	1	2
87	отличие от	5	2
88	друг с	2	2
89	ее на	1	2
90	и пр	5	2
91	то и	1	2
92	с одной	2	2
93	в отличие	4	2
94	из этих	7	2
95	в его	24	2
96	во всяком	2	2
97	не будем	1	2
98	мы знаем	1	2
99	в которую	1	2
100	еще более	6	2
101	что при	1	2
102	в некоторых	2	2
103	из которых	2	2
104	только один	1	2
105	что такое	1	2
106	говорить о	1	2
107	на его	4	2
108	в науке	1	2
109	конечно в	2	2
110	развития мы	1	2
111	в живом	1	2
112	на их	1	2
113	у него	2	2
114	не могут	4	2
115	в виде	1	2
116	со всеми	2	2
117	а на	1	2
118	и даже	10	2
119	как известно	2	2
120	самом деле	3	2
121	в которой	1	2
122	но все	5	2
123	явления на	1	2
124	к чему	1	2
125	своим особым	1	2
126	который как	1	2
127	как мы	12	2
128	настоящее время	1	2
129	развития в	2	2
130	тем же	1	2
131	и во	6	2
132	той же	1	2
133	могут быть	4	2
134	в таком	2	2
135	в нашем	3	2
136	уже не	3	2
137	и они	1	2
138	что все	1	2
139	или иной	5	2
140	и именно	2	2
141	на этот	3	2
142	такой же	1	2
143	на этом	2	2
144	роль в	6	2
145	не менее	2	2
146	так сказать	5	2
147	же мы	1	2
148	этой стадии	1	2
149	приводит к	2	2
150	и по	3	2
151	времени и	9	2
152	на котором	3	2
153	между всеми	3	2
154	с другом	2	2
155	из одного	1	2
156	в настоящее	1	2
157	в один	1	2
158	знаем что	1	2
159	тот же	4	2
160	жизни мы	1	2
161	всяком случае	2	2
162	жизни но	2	1
163	во всех	13	1
164	можно наблюдать	1	1
165	все они	1	1
166	описания и	1	1
167	целостность и	1	1
168	необходимость в	1	1
169	совершенно недопустимо	1	1
170	которые в	1	1
171	с двух	1	1
172	стадии своего	2	1
173	к которому	2	1
174	именно к	1	1
175	это и	3	1
176	его и	1	1
177	этом случае	1	1
178	в свое	6	1
179	только не	1	1
180	этого явления	1	1
181	а потому	1	1
182	речи мы	1	1
183	человека в	1	1
184	но как	3	1
185	чем же	1	1
186	всего необходимо	2	1
187	не является	4	1
188	это конечно	1	1
189	до сих	7	1
190	только к	1	1
191	все его	1	1
192	бы к	1	1
193	явлений не	2	1
194	еще раз	4	1
195	и более	4	1
196	невозможным и	1	1
197	та же	2	1
198	по преимуществу	3	1
199	и занимать	1	1
200	всеми ее	1	1
201	все три	1	1
202	живых существ	1	1
203	в живой	1	1
204	ведь именно	1	1
205	видим что	1	1
206	перестал быть	1	1
207	в вопросах	1	1
208	в процессе	2	1
209	ведь в	1	1
210	в очень	2	1
211	связи с	5	1
212	например у	2	1
213	здесь нет	1	1
214	раз и	2	1
215	этот процесс	5	1
216	внешние аналогии	1	1
217	на язык	2	1
218	мы уже	18	1
219	это как	5	1
220	несколько слов	1	1
221	заключение нужно	1	1
222	почти не	2	1
223	значение но	1	1
224	она не	2	1
225	в течение	3	1
226	на ее	1	1
227	но еще	1	1
228	не полно	1	1
229	одной стороны	2	1
230	все свои	1	1
231	и ни	4	1
232	происходит новое	1	1
233	главах мы	1	1
234	ничто не	1	1
235	одна и	1	1
236	мы имеем	1	1
237	и у	7	1
238	и речи	2	1
239	в другом	2	1
240	а из	1	1
241	сложное и	1	1
242	не стремится	1	1
243	несмотря на	5	1
244	это только	1	1
245	мы всегда	2	1
246	в ней	7	1
247	из всех	3	1
248	раз подчеркнуть	2	1
249	уже к	2	1
250	больших и	1	1
251	мира но	1	1
252	они одинаково	1	1
253	это значит	1	1
254	хотя и	4	1
