N	2gram	Losev_Prob	Tvorches
1	и в	62	56
2	как бы	11	41
3	в его	10	37
4	в то	18	30
5	то же	23	25
6	не только	33	24
7	но в	17	24
8	как и	15	23
9	то есть	63	23
10	и не	56	23
11	а в	9	23
12	и его	12	23
13	в этом	25	22
14	и т	20	22
15	что в	11	21
16	в том	35	21
17	он не	10	19
18	том что	25	19
19	может быть	39	19
20	потому что	40	19
21	у него	1	18
22	то что	42	18
23	таким образом	13	17
24	и на	4	17
25	что он	16	17
26	т д	20	17
27	все это	9	17
28	при этом	9	16
29	но и	20	16
30	никогда не	7	16
31	как в	10	16
32	прежде всего	13	16
33	не может	14	16
34	и с	11	15
35	xix века	2	15
36	но это	13	15
37	в этой	10	15
38	и даже	21	14
39	это не	10	14
40	там же	1	13
41	о том	14	13
42	а не	28	13
43	в котором	3	12
44	тем самым	9	12
45	в целом	9	12
46	в своей	8	11
47	все же	10	11
48	отнюдь не	16	11
49	для него	4	11
50	в самом	4	10
51	представление о	1	10
52	он сам	7	10
53	не в	21	10
54	в конце	7	10
55	только в	33	10
56	когда он	2	10
57	уже в	5	10
58	так и	16	10
59	но не	6	10
60	как будто	11	10
61	в душе	1	9
62	в своих	2	9
63	по мнению	2	9
64	в изображении	2	9
65	и от	11	9
66	в нем	13	9
67	даже в	2	8
68	именно в	4	8
69	не менее	24	8
70	так же	11	8
71	к этому	2	8
72	хотя и	9	8
73	одним из	2	8
74	это уже	4	8
75	вместе с	3	8
76	еще не	12	8
77	в себе	23	8
78	так как	14	8
79	в их	2	8
80	на его	1	8
81	об этом	7	8
82	вовсе не	62	8
83	по сути	1	8
84	человека и	1	8
85	в этих	6	7
86	и сам	6	7
87	например в	1	7
88	уже не	12	7
89	казалось бы	3	7
90	в дальнейшем	1	7
91	за собой	1	7
92	что она	5	7
93	и он	3	7
94	в которой	3	7
95	в чем	5	7
96	своего рода	1	7
97	самом деле	6	7
98	сути дела	1	7
99	во сне	1	7
100	еще более	3	6
101	в принципе	1	6
102	не столько	2	6
103	и как	4	6
104	если он	1	6
105	но у	1	6
106	хотя бы	6	6
107	его в	4	6
108	так что	21	6
109	в терминах	1	6
110	и ее	7	6
111	а потому	1	6
112	героя в	2	6
113	своих героев	2	6
114	и далее	1	6
115	с ним	11	6
116	если бы	9	6
117	и все	13	6
