N	3gram	Propp_Isto	Sovremen
1	с точки зрения	1	5
2	в зависимости от	1	4
3	не может быть	6	4
4	мы видели что	2	3
5	с самого начала	1	3
6	друг с другом	2	2
7	в свою очередь	1	2
8	каждого из них	1	2
9	то же самое	1	2
10	во всяком случае	1	2
11	тем не менее	6	2
12	так как он	2	2
13	в отличие от	1	2
14	может быть и	1	2
15	он может быть	1	1
16	есть не что	1	1
17	но для чего	1	1
18	но мы знаем	3	1
19	состоит из двух	1	1
20	не представляет никакого	1	1
21	мы знаем что	8	1
22	в том что	4	1
23	мы должны признать	1	1
24	и те же	1	1
25	на самом деле	1	1
26	не могут быть	1	1
27	но это уже	1	1
28	до сих пор	7	1
29	одни и те	1	1
30	одной стороны и	1	1
31	влечет за собой	1	1
32	ясно что все	1	1
33	как он в	1	1
34	но уже в	2	1
35	не что иное	1	1
36	в связи с	6	1
37	много и они	1	1
38	в дословном переводе	1	1
39	как бы два	1	1
40	может быть в	1	1
41	в самом деле	1	1
42	тот или другой	1	1
43	на другой день	1	1
44	как мы видим	1	1
45	вместе с ним	1	1
46	что иное как	1	1
47	знаем что это	2	1
48	в данном случае	2	1
49	прежде всего мы	1	1
50	но все же	6	1
51	мы уже знаем	1	1
52	совершенно так же	3	1
53	одна из них	1	1
54	это значит что	2	1
55	уже знаем что	1	1
56	с одной стороны	7	1
57	не дает нам	1	1
58	она и не	1	1
59	уже в ином	1	1
60	не в виде	1	1
61	мы не знаем	2	1
62	а потом и	1	1
63	в одном случае	1	1
64	так же как	10	1
65	по аналогии с	1	1
66	то же время	1	1
67	не в том	2	1
68	что в ней	1	1
69	а не только	1	1
70	мы это увидим	1	1
71	по отношению к	2	1
72	и может быть	1	1
73	в том как	1	1
74	в то же	1	1
75	на этот вопрос	2	1
76	таким образом из	1	1
77	для наших целей	1	1
78	ведь это не	1	1
79	в этом случае	13	1
80	друг на друга	1	1
81	в процессе развития	1	1
82	но тем не	1	1
83	на этой стадии	4	1
84	мы видим что	4	1
85	только частное значение	1	1
86	может быть только	1	1
