N	3gram	Propp_Isto	EvropaiC
1	в том что	6	16
2	до сих пор	11	15
3	по отношению к	6	11
4	друг с другом	3	9
5	более или менее	5	8
6	на то что	5	7
7	для того чтобы	1	7
8	мы знаем что	7	7
9	на самом деле	2	7
10	друг от друга	1	6
11	так или иначе	1	5
12	к тому же	1	5
13	не может быть	8	4
14	о том что	5	4
15	тем не менее	7	4
16	с другой стороны	7	4
17	в своем развитии	1	4
18	в том случае	1	4
19	в этом случае	3	4
20	то ясно что	2	4
21	с течением времени	1	4
22	вместе с тем	7	3
23	естественно поэтому что	1	3
24	таким образом в	1	3
25	все же не	2	3
26	так же как	6	3
27	то ни было	2	3
28	в связи с	5	3
29	бы то ни	2	3
30	ответить на вопрос	1	2
31	лишь тогда когда	1	2
32	но вместе с	1	2
33	и может быть	1	2
34	во всех этих	1	2
35	каждый из этих	1	2
36	друг на друга	1	2
37	не более как	1	2
38	в то время	3	2
39	именно потому что	1	2
40	том что он	1	2
41	в высшей степени	1	2
42	но все же	7	2
43	только то что	1	2
44	в такой форме	1	2
45	с одной стороны	7	2
46	о том чтобы	1	2
47	но так как	2	2
48	мы видели что	3	1
49	именно в тех	1	1
50	видели что при	1	1
51	несмотря на всю	1	1
52	не только по	1	1
53	а может быть	2	1
54	таким образом мы	3	1
55	положение по сравнению	1	1
56	за то что	2	1
57	ставит его в	1	1
58	по этому поводу	2	1
59	мы уже знаем	3	1
60	в этом направлении	1	1
61	на своем пути	1	1
62	вопрос поставленный в	1	1
63	а на самом	1	1
64	мы видим что	12	1
65	не раньше чем	2	1
66	а для этого	1	1
67	обстоит дело когда	1	1
68	эти примеры показывают	1	1
69	так как из	1	1
70	может рассматриваться как	1	1
71	в ту же	1	1
72	это не так	1	1
73	из них в	1	1
74	в дальнейшем же	1	1
75	ее нет в	1	1
76	но в целом	1	1
77	это может быть	2	1
78	точно так же	8	1
79	для этого нужно	1	1
80	и в нем	2	1
81	что при этом	1	1
82	они не могут	1	1
83	не в том	1	1
84	только в этом	1	1
85	но и с	1	1
86	до тех пор	1	1
87	более высокой ступени	1	1
88	приобщиться к ней	1	1
89	может быть вполне	1	1
90	что у него	1	1
91	говоря уже о	1	1
92	не говоря уже	1	1
93	однако это не	2	1
94	и в конце	1	1
95	на точку зрения	1	1
96	дело в том	3	1
97	иметь в виду	2	1
98	смысле этого слова	1	1
99	очень много и	1	1
100	ясно показывают что	1	1
101	в зависимости от	3	1
102	при помощи ее	1	1
103	низкой ступени развития	1	1
104	в то что	1	1
105	мы можем сделать	1	1
106	можно было бы	5	1
107	все эти вещи	1	1
108	но в сущности	1	1
109	из приведенных выше	1	1
110	надо сказать что	4	1
111	очень много но	2	1
112	выше мы видели	3	1
113	что они не	1	1
114	так что в	1	1
115	с самого начала	4	1
116	образом мы видим	2	1
117	что во всех	1	1
118	чтобы ни один	1	1
119	и то же	1	1
120	стоит в связи	2	1
121	не только не	1	1
122	хотя бы в	1	1
123	уже знаем что	2	1
124	бы нам удалось	1	1
125	тех случаях когда	1	1
126	что в современной	1	1
127	том что они	3	1
128	надо иметь в	1	1
129	же самое что	2	1
130	не играет роли	1	1
131	уже о том	1	1
132	на более высокой	1	1
133	на первый взгляд	2	1
134	то же самое	3	1
135	во всем мире	1	1
136	невыгодное положение по	1	1
137	и на него	1	1
138	а так как	1	1
139	к тому что	1	1
140	по его мнению	2	1
141	можно рассматривать как	1	1
142	все же остается	1	1
143	вместо того чтобы	2	1
144	с тем как	1	1
145	не только с	1	1
146	это потому что	1	1
147	никак не может	1	1
148	приводит к тому	1	1
149	таким образом и	1	1
150	никогда не было	1	1
151	только тогда когда	1	1
152	для этой цели	1	1
153	то время как	3	1
154	пока еще не	1	1
155	в тех случаях	1	1
156	должна быть признана	1	1
157	случаев в которых	1	1
158	если мы будем	1	1
159	если бы нам	1	1
160	в чистом виде	2	1
161	это было бы	1	1
