N	2gram	Vygotskiy_	VerxiiNi
1	и в	47	26
2	таким образом	38	22
3	с тем	8	18
4	в этом	47	15
5	вместе с	19	15
6	точки зрения	39	13
7	как бы	13	12
8	в том	38	11
9	не только	36	10
10	и с	5	10
11	может быть	20	10
12	из этих	6	10
13	что в	23	9
14	так как	25	9
15	связи с	4	9
16	но и	19	9
17	в области	5	9
18	и у	1	8
19	и не	27	8
20	как на	8	8
21	главным образом	1	8
22	с другой	7	8
23	но не	13	8
24	с одной	7	7
25	но все	2	7
26	связанные с	3	7
27	том что	28	7
28	потому что	26	7
29	одной стороны	7	7
30	а с	3	7
31	то что	40	7
32	но в	9	7
33	из них	2	7
34	к нему	5	7
35	так и	8	6
36	в конце	5	6
37	несмотря на	2	6
38	все это	5	6
39	что и	4	6
40	в отношении	9	6
41	представление о	8	6
42	все эти	7	6
43	все же	7	6
44	к тому	13	6
45	о том	5	6
46	во всяком	2	6
47	и потому	3	6
48	всяком случае	1	6
49	мы должны	7	6
50	и т.д	4	6
51	с точки	31	6
52	в себе	14	6
53	того же	7	6
54	и к	11	5
55	до сих	6	5
56	том числе	2	5
57	в его	7	5
58	тому же	2	5
59	не имеет	6	5
60	с другом	6	5
61	сих пор	6	5
62	того чтобы	26	5
63	для того	24	5
64	так же	26	5
65	лишь в	3	5
66	отношение к	8	5
67	одной из	4	5
68	образом в	5	5
69	в силу	21	5
70	друг с	6	5
71	а не	7	5
72	и для	5	5
73	никогда не	7	5
74	в самом	15	4
75	что оно	9	4
76	ничем не	1	4
77	и по	6	4
78	то же	16	4
79	из которых	3	4
80	только в	24	4
81	в этих	2	4
82	должен был	2	4
83	с другими	5	4
84	целый ряд	6	4
85	учение о	3	4
86	что он	13	4
87	и вместе	2	4
88	в которых	3	4
89	в смысле	9	4
90	в котором	6	4
91	и тогда	3	4
92	он не	5	4
93	и что	14	4
94	далеко не	1	4
95	а в	3	4
96	в этой	7	4
97	числе и	2	4
98	и от	6	4
99	не может	23	4
100	что все	6	4
101	на этот	2	4
102	в виде	2	4
103	в то	10	4
104	и только	7	4
105	в нем	6	4
106	во время	2	4
107	уже с	1	3
108	к сожалению	1	3
109	и другие	1	3
110	с этой	5	3
111	и при	2	3
112	при этом	4	3
113	для него	6	3
114	из всех	5	3
115	что это	7	3
116	тем не	4	3
117	в качестве	9	3
118	в результате	3	3
119	связывается с	1	3
120	и даже	3	3
121	если бы	8	3
122	в которой	16	3
123	с ней	3	3
124	с самого	13	3
125	в таком	2	3
126	случае не	2	3
127	в связи	1	3
128	ясно что	4	3
129	и как	7	3
130	же как	14	3
131	но по	1	3
132	если в	6	3
133	не менее	6	3
134	из которого	3	3
135	и таким	1	3
136	в других	2	3
137	что эти	3	3
138	можно сказать	9	3
139	но с	4	3
140	за собой	1	3
141	в значительной	3	3
142	представляет собой	23	3
143	так что	8	3
144	у них	2	3
145	когда он	2	3
146	точно так	3	3
147	в одном	4	3
148	оказывается что	2	3
149	и те	1	3
150	к ним	1	3
151	и о	4	3
152	отношению к	9	3
153	в своем	3	3
154	уже не	1	3
155	подойти к	1	3
156	к этому	2	3
157	конце концов	1	3
158	от связи	1	3
159	того что	27	3
160	такое положение	1	2
161	все что	7	2
162	поэтому что	2	2
163	для всех	2	2
164	один из	3	2
165	и здесь	5	2
166	ему в	1	2
167	и на	4	2
168	связанных с	2	2
169	благодаря этому	3	2
170	только что	7	2
171	уже в	3	2
172	тогда когда	12	2
173	мы имеем	3	2
174	не с	3	2
175	этом отношении	7	2
176	в пользу	6	2
177	только не	14	2
178	те же	1	2
179	не как	1	2
180	самой этой	1	2
181	прежде всего	9	2
182	одно из	6	2
183	они в	1	2
184	его от	2	2
185	исторического развития	3	2
186	не могут	9	2
187	со всеми	2	2
188	в них	3	2
189	связь с	1	2
190	не было	1	2
191	психической жизни	1	2
192	к его	3	2
193	не потому	1	2
194	этой точки	4	2
195	не в	7	2
196	образом если	1	2
197	без остатка	1	2
198	в виду	5	2
199	одним из	3	2
200	мысль о	1	2
201	по существу	2	2
202	именно в	9	2
203	в процессе	12	2
204	между этими	3	2
205	к которым	1	2
206	для каждого	2	2
207	виде в	1	2
208	к другу	4	2
209	одновременно и	3	2
210	в одно	1	2
211	при таком	2	2
212	никем не	2	2
213	по своему	11	2
214	приводит к	10	2
215	на все	1	2
216	только для	1	2
217	отличается от	6	2
218	по своим	2	2
219	должно было	2	2
220	в новом	2	2
221	о котором	1	2
222	сравнению с	21	2
223	связанный с	1	2
224	ничего общего	1	2
225	так например	1	2
226	связано с	4	2
227	еще не	5	2
228	во всех	9	2
229	перестает быть	1	2
230	начиная с	1	2
231	ко всему	2	2
232	мы можем	7	2
233	что мы	14	2
234	ни у	1	2
235	ли это	1	2
236	если не	1	2
237	но при	1	2
238	наконец в	3	2
239	на друга	2	2
240	по сравнению	23	2
241	между тем	2	2
242	в свою	3	2
243	значительной мере	2	2
244	есть как	1	2
245	должна была	1	2
246	связана с	4	2
247	и больше	2	2
248	стадии развития	1	2
249	не могло	3	2
250	всех других	1	2
251	и является	5	2
252	на пути	1	2
253	заключает в	2	2
254	тем и	2	2
255	и это	2	2
256	ее с	1	2
257	в начале	6	2
258	этот факт	4	2
259	конечно не	2	2
260	по своей	12	2
261	же время	1	2
262	но вместе	2	2
263	самого начала	13	2
264	признать что	2	2
265	еще на	1	2
266	этот период	2	2
267	состоит в	3	2
268	друг на	2	2
269	нами и	1	2
270	же самое	12	2
271	он в	1	2
272	тех пор	1	2
273	общего с	1	2
274	сказать что	18	2
275	этот путь	3	2
276	которые в	5	2
277	не могла	2	2
278	тенденции к	5	2
279	и другой	3	2
280	к которому	3	2
281	в глазах	1	2
282	относится к	5	2
283	или иной	2	2
284	но если	5	2
285	в разных	6	2
286	оно является	1	2
287	на то	5	2
288	из этого	4	2
289	с его	1	2
290	от них	1	2
291	и после	1	2
292	и все	5	2
293	для этого	4	2
294	и из	2	2
295	в самой	3	2
296	и особенно	2	2
297	и иной	2	2
298	пути к	1	2
299	и наконец	4	2
300	той или	2	2
301	мы видели	10	2
302	не к	1	2
303	из этой	1	2
304	и сами	1	2
305	в той	7	1
306	как основной	1	1
307	представить себе	5	1
308	находим в	2	1
309	они являются	1	1
310	то в	4	1
311	против этого	1	1
312	от слов	1	1
313	что один	1	1
314	первую очередь	3	1
315	не так	1	1
316	и перейти	1	1
317	новое и	1	1
318	к общему	4	1
319	связи и	3	1
320	а потому	1	1
321	во втором	5	1
322	видели что	3	1
323	в среду	1	1
324	от до	1	1
325	мы видим	10	1
326	и всякий	1	1
327	что с	7	1
328	случае в	4	1
329	собой и	1	1
330	можно говорить	2	1
331	развития у	1	1
332	и этот	1	1
333	та же	2	1
334	в определенный	1	1
335	значение в	3	1
336	которые совершенно	1	1
337	пути для	2	1
338	свою очередь	3	1
339	друг к	3	1
340	к их	1	1
341	по всем	1	1
342	только те	3	1
343	по форме	1	1
344	нельзя сказать	2	1
345	они не	2	1
346	может не	1	1
347	этой области	2	1
348	данном случае	5	1
349	в план	1	1
350	что такое	2	1
351	на неудачу	1	1
352	них в	1	1
353	в момент	4	1
354	известно что	3	1
355	эта особенность	1	1
356	первом случае	5	1
357	должно быть	3	1
358	того как	6	1
359	время и	1	1
360	зависит от	3	1
361	мы получили	1	1
362	как к	4	1
363	его с	3	1
364	от нее	3	1
365	не самой	1	1
366	с системой	1	1
367	сознании не	1	1
368	для себя	24	1
369	смысле слова	1	1
370	стороны они	1	1
371	это не	6	1
372	он как	1	1
373	мы знаем	5	1
374	эти особенности	4	1
375	именно к	1	1
376	только от	1	1
377	дело с	3	1
378	лишь то	1	1
379	идет о	3	1
380	до самого	1	1
381	прийти к	1	1
382	не для	2	1
383	а и	2	1
384	мы испытываем	1	1
385	но такой	1	1
386	эта новая	1	1
387	представляют собой	2	1
388	к учению	1	1
389	чем когда	1	1
390	с внутренней	8	1
391	к установлению	2	1
392	с ним	5	1
393	она уже	1	1
394	на этих	2	1
395	кроме того	1	1
396	о чем	8	1
397	внутренней стороны	2	1
398	в сущности	16	1
399	в ее	7	1
400	как раз	6	1
401	они у	1	1
402	одном и	4	1
403	которых каждый	1	1
404	друга а	1	1
405	чем у	3	1
406	которые по	1	1
407	и через	1	1
408	с внешней	5	1
409	внешний вид	1	1
410	невозможно и	1	1
411	у нас	3	1
412	на которой	1	1
413	когда его	1	1
414	развития не	2	1
415	это и	7	1
416	ни в	3	1
417	и делает	2	1
418	это слово	1	1
419	путем от	1	1
420	о происхождении	1	1
421	на высших	1	1
422	то не	1	1
423	сообразно с	1	1
424	источник из	1	1
425	деле если	1	1
426	другой стороны	3	1
427	есть самая	1	1
428	этом направлении	1	1
429	и развитие	1	1
430	возникают при	1	1
431	это есть	6	1
432	смысле этого	4	1
433	психологического и	1	1
434	как нечто	1	1
435	не является	4	1
436	с их	2	1
437	по мере	10	1
438	с собой	3	1
439	изменяться в	1	1
440	самое происходит	1	1
441	у него	2	1
442	в их	4	1
443	внешней стороны	2	1
444	в данном	7	1
445	предстоит еще	1	1
446	его в	7	1
447	зрения того	1	1
448	всякого научного	1	1
449	это предположение	1	1
450	чем в	5	1
451	в будущем	1	1
452	в своих	2	1
453	границы между	2	1
454	чтобы в	1	1
455	нам в	2	1
456	мы поймем	1	1
457	в соответствии	1	1
458	самом деле	6	1
459	в первом	6	1
460	как видно	1	1
461	пути и	3	1
462	они относятся	1	1
463	что к	1	1
464	к чему	1	1
465	две разные	1	1
466	как этот	1	1
467	как по	5	1
468	всегда в	2	1
469	прежде чем	3	1
470	что его	2	1
471	совершенно особую	4	1
472	вызвало в	1	1
473	по одному	1	1
474	и друг	1	1
475	во внимание	1	1
476	заключается в	14	1
477	но эта	2	1
478	это мы	6	1
479	было известно	1	1
480	оно есть	5	1
481	одновременно с	1	1
482	обнаруживает никаких	1	1
483	образцом для	1	1
484	мы и	5	1
485	сознании в	1	1
486	иначе как	10	1
487	тем что	14	1
488	привела к	1	1
489	за тем	1	1
490	она является	2	1
491	прямо не	1	1
492	не обнаруживает	3	1
493	и том	3	1
494	значения и	3	1
495	и своего	2	1
496	к разным	1	1
497	в сферу	3	1
498	том или	1	1
499	отношения к	5	1
500	видно из	2	1
501	относящиеся к	2	1
502	что перед	1	1
503	нам нужно	3	1
504	как и	19	1
505	их он	1	1
506	всех тех	1	1
507	как не	1	1
508	от слова	7	1
509	общего источника	1	1
510	время как	7	1
511	их в	2	1
512	притом в	1	1
513	земного шара	1	1
514	вследствие того	1	1
515	себя как	1	1
516	а именно	1	1
517	не есть	4	1
