N	3gram	Ircho_Kome	slovoVRo
1	и т п	4	72
2	не может быть	1	19
3	то же время	11	18
4	в то же	11	18
5	с точки зрения	6	15
6	в отличие от	3	14
7	в отношении к	1	12
8	с одной стороны	4	11
9	во всех его	1	10
10	и т д	1	10
11	более или менее	2	9
12	в этом случае	2	9
13	в зависимости от	1	8
14	во всяком случае	3	8
15	так и в	1	6
16	и в то	2	6
17	но все же	3	6
18	с другой стороны	2	6
19	в том что	15	5
20	по отношению к	4	5
21	не только в	1	5
22	в этом отношении	2	5
23	одной стороны и	2	4
24	для того чтобы	8	4
25	в известной степени	2	4
26	на первый план	1	4
27	друг с другом	3	4
28	до сих пор	12	4
29	и не может	1	4
30	в свою очередь	10	4
31	в пределах того	1	4
32	можно сказать что	1	4
33	таким образом в	1	4
34	в лучшем случае	1	4
35	пределах того же	1	4
36	в собственном смысле	1	3
37	может быть только	1	3
38	человека и его	1	3
39	в связи с	3	3
40	сама по себе	1	3
41	к тому что	1	3
42	но и здесь	2	3
43	как мы видели	1	3
44	несколько слов о	1	3
45	здесь не только	1	2
46	меньше чем в	1	2
47	с этой точки	1	2
48	таким образом на	1	2
49	тем не менее	3	2
50	далеко не всегда	1	2
51	в первом случае	1	2
52	в чем не	2	2
53	может быть более	1	2
54	в нем не	1	2
55	точки зрения самого	1	2
56	но в этом	1	2
57	и в том	1	2
58	и в этом	1	2
59	на каждом шагу	1	2
60	сих пор не	2	2
61	хотя и не	2	2
62	но и в	1	2
63	о том что	7	2
64	этой точки зрения	1	2
65	в то время	3	2
66	его отношение к	1	2
67	мы не можем	1	2
68	можно было бы	1	2
69	с самого начала	5	2
70	в других случаях	1	2
71	тем что он	1	2
72	и в частности	1	2
73	то время как	3	2
74	ни в чем	2	2
75	и сам он	2	1
76	целый ряд моментов	1	1
77	на фоне которых	1	1
78	что он не	3	1
79	и столь же	1	1
80	и сам рассказчик	1	1
81	и даже не	1	1
82	в конечном счете	2	1
83	в той же	1	1
84	на задний план	1	1
85	ни одной из	1	1
86	его роль в	1	1
87	не остается в	1	1
88	и ничем не	1	1
89	дошедшим до нас	1	1
90	обстоит дело с	3	1
91	он не может	1	1
92	хотя может быть	1	1
93	нечто совсем иное	1	1
94	интересующие нас здесь	1	1
95	в том числе	2	1
96	т п не	1	1
97	и определяет все	1	1
98	среди которых должен	1	1
99	ближе к тому	1	1
100	том что она	2	1
101	бы ни был	1	1
102	друг на друга	1	1
103	понимающих друг друга	1	1
104	так или иначе	3	1
105	конечно не приходится	1	1
106	друг друга в	1	1
107	все это может	1	1
108	как например в	1	1
109	именно потому что	2	1
110	мы можем сказать	1	1
111	насколько мы можем	1	1
112	речь идет о	3	1
113	том числе и	2	1
114	не могла быть	1	1
115	том что в	1	1
116	и остается в	1	1
117	и в пределах	1	1
118	то ни было	3	1
119	и нуждается в	1	1
120	а не в	1	1
121	и в его	1	1
122	бы то ни	3	1
123	как только он	1	1
124	в разной степени	1	1
125	в какой мере	2	1
126	как в пределах	1	1
127	друг друга и	2	1
128	положенной в основу	1	1
129	в которой все	1	1
130	вместе с ним	3	1
131	признать что в	1	1
132	равно как и	3	1
133	эти две линии	1	1
134	на то что	1	1
135	он не только	1	1
136	по крайней мере	1	1
137	как и вся	1	1
138	как это было	1	1
139	в том чтобы	1	1
140	не с точки	1	1
141	в чем же	2	1
142	в чем он	1	1
143	выходят за пределы	2	1
144	и в дальнейшем	1	1
145	имеем в виду	2	1
146	в последние десятилетия	2	1
147	и в отношении	1	1
148	бы он был	1	1
149	в свое время	1	1
150	мы увидим что	1	1
151	что как раз	1	1
152	несколько иначе обстоит	1	1
153	мы остановимся здесь	1	1
154	вместе с человеком	1	1
155	и не могла	1	1
156	одним из видов	1	1
157	не был бы	1	1
158	его отличие от	1	1
159	действующих лиц и	1	1
160	отходит в сторону	1	1
161	не выходят за	1	1
162	в противном случае	1	1
163	мы найдем в	2	1
164	из сторон в	1	1
165	с другом и	1	1
166	как раз в	1	1
167	подобно тому как	1	1
168	и ничего не	1	1
169	так же как	1	1
170	мы имеем в	2	1
171	не менее в	1	1
172	сказать несколько слов	1	1
173	том что он	1	1
174	и все его	1	1
175	здесь правда не	1	1
176	иначе обстоит дело	3	1
177	в каком направлении	1	1
178	с которым они	1	1
179	слов о том	1	1
180	и без всякого	1	1
181	этом случае в	1	1
182	в нем и	1	1
183	оказывается перед необходимостью	1	1
184	мы можем судить	2	1
185	принимая его за	1	1
186	если бы он	3	1
187	потому что по	1	1
