N	2gram	Bakhtin_Pr	Russkaja
1	не может	31	22
2	и не	66	19
3	в этом	40	17
4	в том	17	17
5	с другом	4	14
6	и в	59	14
7	друг с	4	14
8	то что	21	13
9	самим собой	1	12
10	таким образом	22	11
11	то же	15	11
12	точки зрения	36	11
13	но и	22	10
14	же время	10	10
15	в то	15	10
16	не только	26	9
17	с точки	21	9
18	том что	15	9
19	во всяком	5	9
20	может быть	38	9
21	церкви и	1	9
22	в себе	9	9
23	прежде всего	17	8
24	того чтобы	5	8
25	как на	4	8
26	не будет	1	7
27	самом деле	9	7
28	к тому	1	7
29	о том	5	7
30	в данном	3	7
31	и если	1	7
32	мы должны	6	7
33	и с	10	7
34	и к	5	6
35	и при	1	6
36	для него	23	6
37	признать что	1	6
38	все это	12	6
39	на самом	5	6
40	в своих	5	6
41	если бы	12	6
42	и для	5	6
43	в россии	1	6
44	что он	16	6
45	для того	3	6
46	к которой	1	6
47	в своем	12	6
48	всяком случае	3	6
49	а потому	4	5
50	до сих	3	5
51	и на	15	5
52	из которых	3	5
53	только в	15	5
54	или иной	3	5
55	по существу	5	5
56	в своей	17	5
57	жизни в	3	5
58	себя и	4	5
59	во всех	8	5
60	сих пор	3	5
61	и только	2	5
62	вопрос о	4	5
63	хотя бы	5	5
64	потому что	20	5
65	в нем	38	5
66	между тем	5	5
67	он не	11	5
68	конечно не	7	5
69	а в	9	5
70	при этом	5	5
71	было бы	10	5
72	он должен	1	5
73	никогда не	19	5
74	что в	14	4
75	во всем	1	4
76	бы то	3	4
77	и то	1	4
78	все что	6	4
79	так как	11	4
80	возможно лишь	1	4
81	к этой	1	4
82	быть самим	1	4
83	тогда когда	2	4
84	в его	44	4
85	не могут	6	4
86	его в	6	4
87	более или	1	4
88	отказаться от	1	4
89	не в	10	4
90	при том	1	4
91	вместе с	2	4
92	как и	21	4
93	на земле	1	4
94	в мире	10	4
95	все же	9	4
96	приводит к	4	4
97	в их	5	4
98	со стороны	6	4
99	себе и	3	4
100	или менее	1	4
101	которой он	1	4
102	то ни	3	4
103	можно было	5	4
104	что же	5	4
105	в совершенно	2	4
106	от того	4	4
107	а лишь	3	4
108	и т.д	2	4
109	как бы	40	4
110	в этой	5	4
111	себя в	5	4
112	жизни и	21	4
113	но не	13	4
114	точку зрения	9	4
115	в другое	3	4
116	в самом	19	3
117	то в	1	3
