N	3gram	Vygotskiy_	StatiiOP
1	в том что	41	47
2	о том что	3	29
3	в этом отношении	9	24
4	для того чтобы	14	19
5	до сих пор	3	19
6	с точки зрения	11	14
7	с другой стороны	5	13
8	во всяком случае	10	13
9	то обстоятельство что	4	11
10	не может быть	5	11
11	в самом деле	4	9
12	вместе с тем	11	9
13	на то что	5	9
14	можно было бы	8	9
15	тем не менее	6	8
16	к тому что	1	8
17	не только в	1	8
18	в конце концов	1	7
19	в этой области	2	7
20	в данном случае	1	7
21	по этому поводу	4	7
22	но все же	1	7
23	заключается в том	18	7
24	в то время	5	7
25	и в этом	2	7
26	том что он	1	7
27	так же как	9	6
28	по отношению к	3	6
29	в этом смысле	7	6
30	так и в	2	6
31	том что в	3	6
32	не только не	1	6
33	я думаю что	1	6
34	речь идет о	2	6
35	в том смысле	3	6
36	в том отношении	2	6
37	что он не	2	5
38	то время как	5	5
39	в том же	1	5
40	с тем что	4	5
41	за то что	1	5
42	но и в	1	5
43	в том чтобы	2	5
44	в свое время	2	5
45	то что в	3	5
46	тот факт что	7	5
47	с самого начала	6	5
48	обратить внимание на	1	5
49	после того как	1	5
50	до того как	1	4
51	в применении к	1	4
52	том отношении что	1	4
53	так например в	1	4
54	так или иначе	1	4
55	сами по себе	4	4
56	с одной стороны	8	4
57	ничего общего с	2	4
58	в связи с	8	4
59	в другом месте	3	4
60	того или иного	2	4
61	говорит об этом	2	4
62	и в самом	1	4
63	том что здесь	1	4
64	и в том	1	4
65	что и в	6	4
66	только потому что	2	3
67	о том как	1	3
68	том смысле что	2	3
69	из этих двух	1	3
70	можно сказать что	1	3
71	в том числе	3	3
72	совершенно так же	2	3
73	более или менее	3	3
74	виде в каком	1	3
75	сказать что в	1	3
76	не имеет ничего	1	3
77	во многих случаях	1	3
78	а с другой	4	3
79	на этот раз	2	3
80	бы то ни	1	3
81	если принять во	2	3
82	так как в	2	3
83	и тем же	4	3
84	и только в	1	3
85	только в том	4	3
86	в известном смысле	2	3
87	состоит в том	4	3
88	одним и тем	4	3
89	в значительной степени	1	3
90	во всех этих	1	3
91	в этом случае	4	3
92	в первую очередь	2	3
93	всяком случае не	1	3
94	принять во внимание	2	3
95	и на этот	1	2
96	а не на	1	2
97	ни в каком	1	2
98	и даже не	1	2
99	в деле изучения	1	2
100	никакого сомнения в	1	2
101	и в результате	3	2
102	ни в малой	1	2
103	хотя бы и	2	2
104	что мы знаем	7	2
105	в какой степени	2	2
106	этот вопрос в	1	2
107	одних и тех	1	2
108	все более и	1	2
109	и я не	1	2
110	в обоих случаях	2	2
111	сомневаться в том	1	2
112	в зависимости от	6	2
113	между тем как	4	2
114	том числе и	3	2
115	если бы мы	2	2
116	и вместе с	2	2
117	точно так же	4	2
118	независимо от того	3	2
119	все же и	1	2
120	в отличие от	8	2
121	же и в	1	2
122	что в этом	1	2
123	то ни было	1	2
124	том что она	1	2
125	никогда почти не	1	2
126	то же самое	9	2
127	в таком виде	1	2
128	нельзя не признать	2	2
129	а также и	1	2
130	из которых складывается	1	2
131	сам по себе	2	2
132	а как бы	1	2
133	в свою очередь	3	2
134	той или иной	2	2
135	вовсе не в	1	2
136	в наших глазах	1	2
137	когда речь идет	1	2
138	и что он	1	2
139	в целом ряде	1	2
140	но столь же	1	2
141	сомнения в том	1	2
142	более и более	1	2
143	и тех же	1	2
144	на этот вопрос	2	2
145	с которыми он	1	2
146	тому что было	1	2
147	что мы имеем	1	2
148	далеко не все	1	2
149	как мы видели	4	2
150	точку зрения в	1	2
151	или лучше сказать	1	2
152	как бы ни	1	2
153	как говорит об	1	2
154	и то что	3	2
155	всяком случае в	1	2
156	имеем дело с	1	2
157	как и в	3	2
158	и характер его	1	1
159	благодаря тому что	1	1
160	но все эти	1	1
161	и это как	1	1
162	нельзя было бы	1	1
163	его развитии в	1	1
164	очень часто в	1	1
165	что там где	1	1
166	этого слова в	1	1
167	и те же	3	1
168	к другому не	1	1
169	не только потому	1	1
170	с первого взгляда	2	1
171	случае можно было	1	1
172	в известной степени	1	1
173	формам но и	1	1
174	между одним и	1	1
175	по сравнению с	4	1
176	которой можно было	1	1
177	речь идет лишь	1	1
178	потому что оно	2	1
179	по пути к	1	1
180	в самом начале	1	1
181	совсем недавно в	1	1
182	то что с	2	1
183	всякий раз когда	1	1
184	можно сомневаться в	1	1
185	как и во	1	1
186	в собственном смысле	12	1
187	одни и те	3	1
188	мы говорим о	1	1
189	все это говорит	1	1
190	с этой точки	4	1
191	мы подходим к	1	1
192	строится по принципу	1	1
193	в начале своего	1	1
194	несомненно является одним	1	1
195	ставить знак равенства	1	1
196	этой области это	1	1
197	не представляет собой	1	1
198	потому что она	1	1
