N	4gram	Bakhtin_Pr	slovoVRo
1	в то же время	8	18
2	в той или иной	1	13
3	но в то же	3	7
4	и в то же	3	6
5	как мы уже сказали	2	4
6	большей или меньшей степени	5	4
7	в большей или меньшей	5	4
8	никогда не может быть	1	3
9	в одной плоскости с	1	3
10	одно и то же	1	3
11	лежит в одной плоскости	1	2
12	и в новое время	2	2
13	контакта с незавершенной современностью	1	2
14	и не может быть	5	2
15	между человеком и его	1	2
16	или во всяком случае	1	2
17	уходит своими корнями в	1	2
18	не может войти в	1	1
19	на самом же деле	2	1
20	мы имеем в виду	3	1
21	на разных дистанциях от	1	1
22	и некоторые другие жанры	1	1
23	как мы сказали в	1	1
24	в этом романе и	1	1
25	не с точки зрения	1	1
26	так как если бы	1	1
27	не лежит в одной	1	1
28	дело далеко не исчерпывается	1	1
29	необходимо еще раз подчеркнуть	1	1
30	с большей или меньшей	1	1
31	и до наших дней	2	1
32	дело в том что	2	1
33	при всех различиях в	1	1
34	по себе никогда не	1	1
35	в нем нет ни	2	1
36	мы уже говорили что	1	1
37	нет и не может	3	1
38	слова то есть слова	1	1
39	одной и той же	1	1
40	но подчеркиваем еще раз	1	1
41	подход к себе самому	1	1
42	его роль в романе	1	1
43	средние века и в	1	1
44	явления стилизация пародия сказ	1	1
45	можно сказать что в	1	1
46	и все связанные с	1	1
47	в том числе и	13	1
48	сама по себе никогда	1	1
49	и в последующем развитии	1	1
50	нам уже приходилось говорить	1	1
51	так и в новое	1	1
52	на античной почве в	1	1
53	в себя целый ряд	1	1
54	еще раз подчеркнуть что	1	1
55	установка по отношению к	1	1
56	в прямой авторской речи	1	1
57	с самого начала в	1	1
58	в средние века и	3	1
59	все более и более	1	1
60	с другой стороны и	1	1
61	и с точки зрения	1	1
62	одну и ту же	1	1
63	и на протяжении всего	1	1
64	и в дальнейшем развитии	2	1
65	эти явления стилизация пародия	1	1
66	рядом друг с другом	1	1
67	прежде чем перейти к	1	1
68	а также и в	1	1
69	как и все другие	1	1
70	как мы уже говорили	2	1
71	нем нет ни грана	2	1
