N	3gram	Propp_Isto	Psycholo
1	в том что	6	78
2	для того чтобы	1	70
3	на то что	5	55
4	и т п	1	37
5	о том что	5	34
6	то же самое	3	31
7	с одной стороны	7	28
8	не может быть	8	23
9	до сих пор	11	23
10	и т д	35	22
11	к тому что	1	20
12	с другой стороны	7	20
13	в том чтобы	1	20
14	мы увидим что	8	19
15	на самом деле	2	17
16	мы видим что	12	16
17	не только не	1	16
18	с самого начала	4	16
19	в зависимости от	3	15
20	так же как	6	14
21	само по себе	2	14
22	в то время	3	14
23	в этом отношении	1	14
24	можно было бы	5	13
25	и в этом	1	13
26	то время как	3	13
27	сам по себе	1	12
28	что в этом	1	12
29	то что он	1	11
30	мы никогда не	1	11
31	то что в	2	11
32	подобно тому как	3	11
33	к тому чтобы	1	10
34	вместе с тем	7	10
35	не в том	1	10
36	том что она	1	10
37	сами по себе	1	10
38	том что он	1	10
39	никак не может	1	9
40	надо сказать что	4	9
41	в отличие от	3	9
42	в том случае	1	9
43	потому что он	2	9
44	точно так же	8	9
45	что он не	4	9
46	мы могли бы	1	9
47	и то же	1	8
48	друг с другом	3	8
49	смысле этого слова	1	8
50	по этому поводу	2	8
51	с тем что	3	8
52	мы знаем что	7	8
53	то что она	2	8
54	та же самая	1	7
55	так как это	1	7
56	на этот вопрос	2	7
57	в этом смысле	1	7
58	если бы мы	2	7
59	только то что	1	7
60	что и в	1	7
61	и может быть	1	6
62	не что иное	3	6
63	до тех пор	1	6
64	никогда не может	1	6
65	мы не можем	3	6
66	сводится к тому	1	6
67	и тот же	2	6
68	тем не менее	7	6
69	более или менее	5	6
70	что у него	1	6
71	именно потому что	1	6
72	по себе не	1	6
73	того или иного	1	6
74	и только после	2	6
75	не только в	5	6
76	по его мнению	2	6
77	что иное как	3	6
78	о том как	2	5
79	и вместе с	2	5
80	образом мы видим	2	5
81	один и тот	2	5
82	и что самое	1	5
83	как раз наоборот	1	5
84	в каком отношении	1	5
85	мы видели что	3	5
86	в силу того	1	5
87	только после этого	1	5
88	должен был бы	1	5
89	же как и	1	5
90	вместо того чтобы	2	5
91	потому что они	1	5
92	как будто бы	2	4
93	при помощи которого	1	4
94	к тому же	1	4
95	таким образом и	1	4
96	но так как	2	4
97	отсюда совершенно ясно	1	4
98	таким образом мы	3	4
99	за то что	2	4
100	таким образом в	1	4
101	и для нас	2	4
102	вопрос о том	2	4
103	это было бы	1	4
104	и когда он	3	4
105	вовсе не в	1	4
106	не значит что	1	4
107	здесь мы видим	2	4
108	силу того что	1	4
109	том что в	1	4
110	мы должны будем	4	4
111	мы сейчас увидим	1	4
112	только тогда когда	1	4
113	внимание на то	1	4
114	же самое что	2	4
115	и что он	1	4
116	как это делает	1	4
117	начала до конца	1	3
118	по себе а	2	3
119	в том как	1	3
120	в себя и	1	3
121	в прямом смысле	1	3
122	друг от друга	1	3
123	что речь идет	1	3
124	и для этого	1	3
125	все дело в	1	3
126	а не только	1	3
127	так как в	2	3
128	по отношению к	6	3
129	почему он не	1	3
130	это не так	1	3
131	от начала до	1	3
132	дело в том	3	3
133	не могут быть	1	3
134	как бы его	1	3
135	он должен был	1	3
136	именно на этом	1	3
137	но это только	1	3
138	и в конце	1	3
139	иметь в виду	2	3
140	легко заметить что	1	3
141	в высшей степени	1	3
142	и что они	3	3
143	бы то ни	2	3
144	да и не	1	3
145	если бы в	1	3
146	но он не	1	3
147	как только мы	1	3
148	в это время	2	3
149	мы обратимся к	2	3
150	едва ли не	1	3
151	что при этом	1	3
152	в ее основе	1	3
153	и здесь мы	1	3
154	ответ на этот	1	3
155	мы будем иметь	1	3
156	бы показать что	1	3
157	оно может быть	2	3
158	что и здесь	1	3
159	во всех этих	1	3
160	в этом случае	3	3
161	приводит к тому	1	3
162	до конца и	1	3
163	после того как	2	3
164	одной стороны и	1	2
165	а может быть	2	2
166	мы уже знаем	3	2
167	он как бы	1	2
168	уверенностью сказать что	1	2
169	сих пор в	1	2
170	дело не в	2	2
171	с уверенностью сказать	1	2
172	т д мы	1	2
173	а не как	1	2
174	они не могут	1	2
175	что для того	1	2
176	так или иначе	1	2
177	что она не	1	2
178	тому или иному	1	2
179	во многих случаях	1	2
180	объясняется то что	1	2
181	при этом он	1	2
182	уже знаем что	2	2
183	увидим что она	1	2
184	все же не	2	2
185	с тем как	1	2
186	в какой бы	1	2
187	это значит что	1	2
188	в одном из	1	2
189	указать на то	1	2
190	д все это	1	2
191	в тех случаях	1	2
192	мы имеем дело	1	2
193	в связи с	5	2
194	т д и	2	2
195	и тем не	2	2
196	же обстоит дело	2	2
197	т д все	3	2
198	и здесь он	1	2
199	а на самом	1	2
200	но и в	4	2
201	и в особенности	1	2
202	то мы увидим	1	2
203	вместе с героем	1	2
204	как один из	2	2
205	и что это	1	2
