N	2gram	Voloshinov	slovoVRo
1	и в	16	92
2	может быть	17	59
3	и его	8	59
4	в нем	4	59
5	и не	4	51
6	не только	7	44
7	не может	8	41
8	но и	4	39
9	в этом	9	36
10	а не	1	34
11	во всех	3	32
12	точки зрения	8	30
13	так и	4	30
14	могут быть	3	29
15	и др	3	29
16	в пределах	2	29
17	в его	4	27
18	все это	4	25
19	как бы	5	24
20	то же	2	23
21	и на	4	22
22	в сущности	1	21
23	вовсе не	1	21
24	прежде всего	9	19
25	как мы	4	19
26	с ним	2	18
27	как и	2	18
28	себя в	1	18
29	или иной	1	18
30	таким образом	9	17
31	оно не	2	17
32	и даже	4	17
33	все же	1	17
34	в основе	3	17
35	все эти	5	17
36	в большинстве	3	17
37	при этом	6	16
38	в них	2	16
39	но в	4	16
40	и с	8	15
41	с точки	6	15
42	той или	1	15
43	только в	4	14
44	общего языка	1	13
45	с другой	1	13
46	с его	7	13
47	и для	2	13
48	и к	6	12
49	еще не	5	12
50	во всяком	3	12
51	никогда не	2	12
52	и потому	3	12
53	а в	3	12
54	отношение к	5	12
55	и наконец	4	12
56	один из	2	11
57	в этих	3	11
58	большинстве случаев	3	11
59	с ними	4	11
60	для него	6	11
61	с одной	1	11
62	всех его	2	11
63	на его	1	11
64	одной стороны	1	11
65	и их	4	10
66	и все	4	10
67	уже не	1	10
68	лишь в	1	10
69	в том	3	10
70	с другими	3	10
71	она не	1	10
72	в него	5	10
73	в основном	3	9
74	поэтому и	2	9
75	в своей	2	9
76	конечно не	6	9
77	сказать что	7	9
78	на почве	1	9
79	так как	4	9
80	здесь в	1	9
81	его в	4	9
82	одна из	1	9
83	в смысле	1	9
84	и других	2	9
85	и мир	1	9
86	он не	2	9
87	но не	1	9
88	с ее	4	9
89	к нему	1	9
90	в самом	2	8
91	для нас	2	8
92	не на	2	8
93	не могут	2	8
94	может стать	1	8
95	зависимости от	1	8
96	все время	1	8
97	с этим	2	8
98	человека в	1	8
99	всяком случае	3	8
100	испытания и	1	8
101	входит в	1	8
102	человека и	1	8
103	и часто	1	8
104	в ней	1	8
105	во всем	1	7
106	же и	1	7
107	еще более	1	7
108	о нем	1	7
109	связанные с	2	7
110	том что	3	7
111	известной степени	1	7
112	на своем	1	7
113	но именно	1	7
114	того же	2	7
115	у него	2	7
116	связи с	1	7
117	мы уже	2	7
118	его не	1	7
119	ту же	2	7
120	за пределы	2	7
121	с которым	1	7
122	жизни и	3	7
123	что в	3	6
124	и здесь	1	6
125	дело с	1	6
126	в одном	3	6
127	ни в	5	6
128	конечно и	1	6
129	роль в	1	6
130	себя и	2	6
131	можно сказать	4	6
132	в свою	1	6
133	наконец в	1	6
134	говорить о	2	6
135	мы сказали	1	6
136	в качестве	1	6
137	мира и	3	6
138	на этом	3	6
139	хотя бы	4	6
140	нем и	1	6
141	точку зрения	1	6
