1	в то же время	2	3
2	бы то ни было	3	3
3	т.е в конечном счете	2	2
4	и в то же	1	1
5	является одним из самых	1	1
6	на одно из первых	2	1
7	и в конце концов	1	1
8	больше чем то что	1	1
9	или по крайней мере	1	1
10	в отдельности и все	1	1
11	в этом случае он	1	1
12	верно и то что	2	1
13	превратилось бы в чистое	1	1
14	смысле можно сказать что	4	1
15	в этом смысле можно	1	1
16	то же самое что	7	1
17	с другой стороны в	1	1
18	одно из первых мест	2	1
19	в том что она	3	1
20	содержания и формы в	1	1
21	в конечном счете оно	1	1
22	поставить знак равенства между	1	1
23	то же время не	1	1
24	никогда не может быть	1	1
25	друг с другом не	2	1
26	этом смысле можно сказать	1	1
27	нас до сих пор	1	1
28	у нас до сих	1	1
29	мы имеем в виду	3	1
