N	3gram	Propp_Isto	Vvedenie
1	и т д	30	39
2	в том что	8	15
3	о том что	3	13
4	не может быть	4	10
5	тем не менее	6	9
6	до сих пор	7	7
7	в этом случае	8	6
8	на этот вопрос	1	5
9	не что иное	6	5
10	что иное как	6	5
11	с другой стороны	10	5
12	т д но	1	5
13	во всяком случае	2	5
14	и в том	1	4
15	по отношению к	2	4
16	с точки зрения	1	4
17	по сравнению с	2	4
18	так или иначе	1	4
19	можно было бы	2	4
20	не только в	3	4
21	в данном случае	6	4
22	т е в	2	4
23	но все же	5	4
24	с одной стороны	2	4
25	не только как	1	4
26	т д однако	1	3
27	вместе с тем	1	3
28	том отношении что	1	3
29	заключается в том	1	3
30	в чем же	1	3
31	можно сказать что	2	3
32	как мы видели	7	3
33	в зависимости от	1	3
34	и то что	4	3
35	есть не что	2	3
36	с тем что	1	3
37	также и в	1	3
38	то же самое	1	3
39	по этому поводу	1	3
40	в том отношении	1	3
41	в этих случаях	13	2
42	в свою очередь	1	2
43	т е не	1	2
44	дать ответ на	1	2
45	мы уже знаем	3	2
46	но вместе с	1	2
47	на задний план	1	2
48	только после того	2	2
49	на том что	1	2
50	как нечто цельное	1	2
51	этой точки зрения	1	2
52	с этой точки	1	2
53	может быть в	1	2
54	и той же	2	2
55	состоит в том	2	2
56	в центре внимания	1	2
57	т д в	1	2
58	т д все	1	2
59	смысле этого слова	3	2
60	это еще не	2	2
61	одной и той	2	2
62	точно так же	8	2
63	в соответствии с	1	2
64	что в нем	1	2
65	что в этом	1	2
66	подобно тому как	3	2
67	же самое что	1	2
68	в связи с	5	2
69	а так как	1	2
70	в другом месте	1	2
71	к этому времени	1	2
72	народов и в	1	2
73	после того как	3	2
74	может быть и	1	2
75	странно было бы	1	1
76	не только по	1	1
77	таким образом мы	2	1
78	все это дает	1	1
79	соответствии с этим	1	1
80	с этим и	1	1
81	и др в	1	1
82	в силу которых	1	1
83	и могут быть	1	1
84	в точности соответствует	2	1
85	со стороны ее	1	1
86	это может быть	1	1
87	прежде всего он	1	1
88	с этим в	1	1
89	дело не только	1	1
90	он должен быть	1	1
91	из этих двух	1	1
92	но и в	2	1
93	увидим что в	1	1
94	прежде всего то	1	1
95	в том смысле	1	1
96	мы выделяем в	1	1
97	что в одном	1	1
98	не в этом	1	1
99	вряд ли есть	1	1
100	имеется в виду	1	1
101	это только одна	1	1
102	на самом деле	1	1
103	мы можем только	1	1
104	одним из них	1	1
105	наряду с этим	2	1
106	только одна сторона	1	1
107	в целом но	1	1
108	дело не в	1	1
109	в своей работе	1	1
110	а в другом	2	1
111	в том числе	1	1
112	бы составить предмет	2	1
113	есть и другие	1	1
114	в средние века	2	1
115	а не самый	1	1
116	связи с этим	1	1
117	и другие причины	1	1
118	еще как мы	1	1
119	обстоит как раз	1	1
120	как раз наоборот	1	1
121	т е с	1	1
122	в числе тех	1	1
123	всего что было	1	1
124	но это только	1	1
125	в таком случае	1	1
126	не только с	1	1
127	в одном случае	5	1
128	при известных условиях	1	1
129	говорилось о том	1	1
130	уже потому что	1	1
131	именно в этой	1	1
132	в них и	1	1
133	совершенно то же	3	1
134	в исторической действительности	1	1
135	совершенно ясно что	1	1
136	в обоих случаях	1	1
137	с этой стороны	2	1
138	не похожи на	1	1
139	то что этот	1	1
140	так же как	7	1
141	во многих случаях	1	1
142	и прежде всего	1	1
143	как нечто что	1	1
144	мы имеем в	4	1
145	том что в	2	1
146	но если бы	1	1
147	д все эти	1	1
148	другой стороны вполне	1	1
149	стороны вполне возможно	1	1
150	с самого начала	1	1
151	об этом говорилось	2	1
152	прямо говорит о	1	1
153	полученные результаты с	1	1
154	как если бы	1	1
155	с полной ясностью	1	1
156	вообще т е	1	1
157	но в этом	1	1
158	то обстоятельство что	1	1
159	в этой форме	1	1
160	приводят к тому	1	1
161	было бы назвать	1	1
162	к ним в	1	1
163	в общих чертах	1	1
164	к тому что	1	1
165	не представляют собой	2	1
166	вопрос о связи	1	1
167	только то что	1	1
168	ставит себе целью	1	1
169	в таких случаях	2	1
170	между прочим и	2	1
171	могло бы составить	2	1
172	из того что	1	1
173	показывает что в	2	1
174	одна из сторон	1	1
175	не то что	1	1
176	дело обстоит как	1	1
177	только в одном	2	1
178	так как в	1	1
179	на долгое время	1	1
180	имеем дело с	1	1
181	по содержанию и	1	1
182	имеет своей целью	1	1
183	мы имеем дело	1	1
