N	4gram	Bakhtin_Pr	Problema
1	в то время как	2	12
2	в той или иной	1	10
3	дело в том что	1	10
4	но в таком случае	1	7
5	заключается в том что	1	6
6	бы то ни было	2	6
7	тем не менее в	1	5
8	во что бы то	1	4
9	что бы то ни	1	4
10	в собственном смысле слова	1	4
11	во всяком случае не	1	4
12	в том числе и	1	4
13	бы то ни стало	1	4
14	так же как и	1	4
15	и в то же	2	3
16	если бы не было	1	3
17	с одной стороны и	1	3
18	в том что он	4	3
19	но в то же	7	3
20	в связи с теми	1	2
21	но тем не менее	1	2
22	в конце концов не	1	2
23	каких бы то ни	1	2
24	о том что он	1	2
25	а может быть и	1	2
26	мы имеем в виду	1	2
27	ничего общего не имеет	1	2
28	по крайней мере для	1	2
29	ничем не отличается от	1	2
30	в конце концов как	1	2
31	но с другой стороны	2	2
32	в свете формулированного нами	1	1
33	в логике и в	1	1
34	само по себе не	1	1
35	и до сих пор	1	1
36	в том и в	1	1
37	общего не имеет с	1	1
38	по крайней мере не	1	1
39	том и в другом	1	1
40	человека а следовательно и	1	1
41	то это вовсе не	1	1
42	собственном смысле слова и	1	1
43	уже сама по себе	1	1
44	в то же время	13	1
45	таким образом как бы	1	1
46	ни в одном из	2	1
47	бы оно ни было	1	1
48	если бы оно было	1	1
49	в обычном смысле слова	1	1
50	но это не значит	1	1
51	если мы не знаем	1	1
52	от человека от его	1	1
53	и в литературной речи	1	1
54	с точки зрения которого	1	1
55	как бы оно ни	1	1
56	и это не только	1	1
57	с другой стороны и	3	1
58	в этом отношении не	1	1
59	тем не менее и	1	1
60	к другому от одного	1	1
61	до сих пор не	1	1
62	тоже не может быть	1	1
63	что до сих пор	1	1
64	в том или другом	1	1
65	выходить за пределы данного	1	1
66	ни на что другое	1	1
67	на том или другом	1	1
68	и в логике и	1	1
69	а в то же	2	1
70	по себе еще не	4	1
71	в этом смысле он	1	1
72	и не может быть	1	1
73	и в том и	1	1
74	в конце концов так	1	1
75	и в другом случае	1	1
76	которая как раз и	1	1
77	каковы бы ни были	1	1
78	мы не знаем о	1	1
79	можно прямо сказать что	1	1
80	ведь в конце концов	1	1
81	и есть то что	1	1
82	он остается в пределах	1	1
83	можно было бы сказать	1	1
84	именно потому что он	1	1
85	что же тут в	1	1
86	и в этом смысле	2	1
87	какой бы то ни	1	1
88	и в этом отношении	2	1
89	что же это за	1	1
90	в зависимости от своего	1	1
