N	3gram	Voloshinov	Dialekti
1	и т д	1	75
2	с точки зрения	15	46
3	по крайней мере	1	26
4	в том что	9	25
5	ни в каком	2	18
6	не может быть	14	18
7	не что иное	1	18
8	что иное как	1	18
9	тем не менее	4	16
10	сам по себе	4	16
11	то же время	6	15
12	в то же	6	14
13	в таком случае	4	14
14	и то же	1	12
15	о том что	3	12
16	одно и то	1	12
17	ничего не говорит	1	11
18	есть не что	1	11
19	в самом деле	10	10
20	имеется в виду	1	9
21	иметь в виду	1	9
22	вовсе не есть	1	9
23	то или иное	2	9
24	это и есть	2	9
25	не только не	1	8
26	только то что	3	8
27	или по крайней	1	8
28	в то время	1	8
29	в этом смысле	2	8
30	можно сказать что	5	7
31	вовсе не в	2	7
32	в каком случае	2	7
33	той или иной	1	7
34	того что он	1	7
35	только потому что	1	6
36	в коем случае	1	6
37	для того чтобы	3	6
38	ни в коем	1	6
39	в зависимости от	4	6
40	и прежде всего	7	6
41	и в то	1	6
42	коем случае не	1	6
43	не нуждается в	1	6
44	выйти за пределы	3	6
45	то что мы	2	6
46	как и все	1	6
47	во всяком случае	8	6
48	с одной стороны	2	6
49	может быть и	6	6
50	на самом деле	4	5
51	все это –	3	5
52	и даже не	1	5
53	– все это	5	5
54	по сравнению с	1	5
55	не отличается от	2	5
56	ничего общего с	1	5
57	в конце концов	2	5
58	и тем не	2	5
59	к тому что	2	5
60	на первый план	4	5
61	от того что	1	5
62	не есть только	1	5
63	до сих пор	3	5
64	одной и той	3	5
65	есть прежде всего	1	5
66	и той же	3	5
67	это было бы	1	5
68	мы уже знаем	3	4
69	можем сказать что	5	4
70	ни в чем	4	4
71	так же как	1	4
72	но даже и	1	4
73	в данном случае	4	4
74	что это не	1	4
75	как раз и	2	4
76	то же самое	2	4
77	из того что	1	4
78	равно как и	2	4
79	и может быть	2	4
80	это – не	1	4
81	того и другого	1	4
82	и ни в	2	4
83	мы можем сказать	5	4
84	можно было бы	1	4
85	как бы ни	1	4
86	не могут быть	4	4
87	никакого отношения к	1	4
88	в этом отношении	4	4
89	и нет ничего	1	4
90	самом же деле	2	3
91	как будто бы	1	3
92	каком случае не	1	3
93	ничего общего не	3	3
94	прежде всего от	1	3
95	в себе свою	1	3
96	же что и	1	3
97	то же что	1	3
98	бытие определяет сознание	1	3
99	это вовсе не	4	3
100	но все же	1	3
101	мы находим в	1	3
102	на самом же	2	3
103	все это не	1	3
104	бы то ни	3	3
105	даже и не	1	3
106	и не может	3	3
107	того или иного	1	3
108	в чем же	2	3
109	ни в какой	2	3
110	в данный момент	1	3
111	и об его	1	3
112	в себе и	1	3
113	хотя и не	1	3
114	не было бы	1	3
115	но в то	3	3
116	в чем заключается	1	3
117	с самого начала	5	3
118	и в нем	1	3
119	что же такое	2	3
120	личности и ее	1	3
121	и пр –	2	3
122	научной точки зрения	1	3
123	это учение о	1	3
124	еще ничего не	1	3
125	что он не	1	2
126	и с ними	1	2
127	в вопросе о	1	2
128	что она не	1	2
129	оно не есть	1	2
130	том что в	1	2
131	другой точки зрения	1	2
132	ни в каких	1	2
133	в собственном смысле	3	2
134	и вот когда	1	2
135	хотя бы и	2	2
136	в жизни и	1	2
137	и не мог	1	2
138	это не может	1	2
139	что в данном	1	2
140	во что бы	1	2
141	далеко не всегда	3	2
142	и пр и	2	2
143	друг с другом	1	2
144	она не может	1	2
145	мы никогда не	2	2
146	теперь мы должны	3	2
147	но для этого	1	2
148	в чем не	4	2
149	каком случае нельзя	1	2
150	но и все	1	2
151	при этом условии	1	2
152	можно говорить о	1	2
153	точки зрения в	1	2
154	так как это	1	2
155	уже знаем что	1	2
156	– один из	3	2
157	и что оно	1	2
158	не в силах	3	2
159	но так как	1	2
160	но что же	1	2
161	или хотя бы	1	2
162	в свою очередь	4	2
163	вместе с ним	1	2
164	что с точки	1	2
165	это – чисто	1	2
166	и в отношении	1	2
167	мы уже сказали	1	2
168	в себе самом	1	2
169	оно и есть	1	2
170	к выводу что	1	2
171	к отцу и	2	2
172	мы не можем	3	2
173	свой смысл и	1	2
174	тот или иной	1	2
175	что бы то	1	2
176	дело в том	1	2
177	и все его	2	2
178	миф и религия	2	2
179	– одна из	1	2
180	мы показали что	2	2
181	только он один	1	2
182	ничем принципиально не	1	2
183	самом деле что	1	2
184	и вовсе не	1	2
185	на своем месте	1	2
186	в таком виде	2	2
187	на первый взгляд	1	2
188	с научной точки	1	2
189	в нем и	1	2
190	жизни и в	1	2
191	что и в	2	2
192	то ни стало	1	2
193	если мы будем	1	2
194	который мы уже	1	1
195	все это учение	1	1
196	в пользу объекта	1	1
197	все больше и	1	1
198	удивительного в том	1	1
199	– одно из	2	1
200	– это та	1	1
201	что это вовсе	1	1
202	это как бы	2	1
203	он еще не	1	1
204	вполне понятно что	1	1
205	точка зрения на	2	1
206	это уже не	1	1
207	что же это	1	1
208	внешний мир в	2	1
209	в применении к	2	1
210	еще не знает	1	1
211	до известной степени	1	1
212	то что он	1	1
213	больше и больше	1	1
214	точки зрения не	1	1
215	не зная ни	1	1
216	в пределах одной	1	1
217	связь с внешними	1	1
218	в своей последней	3	1
219	то что это	1	1
220	свое отношение к	1	1
221	была бы совершенно	1	1
222	все той же	1	1
223	то что является	1	1
224	не физического но	1	1
225	нам в голову	1	1
226	и нигде не	1	1
227	– мы уже	1	1
228	принципиально не отличается	1	1
229	чем он сам	2	1
230	он и не	1	1
231	из этих двух	1	1
232	и пр но	1	1
233	– как бы	1	1
234	сказать и о	2	1
235	с ним в	1	1
236	говорить о том	2	1
237	самом деле если	1	1
238	время как бы	1	1
239	на всю жизнь	2	1
240	же нужно сказать	1	1
241	в голову не	1	1
242	и сама она	1	1
243	то мы имеем	1	1
244	и во многих	1	1
245	тем что его	1	1
246	следовательно только как	1	1
247	том что она	2	1
248	друг на друга	1	1
249	дополняют друг друга	1	1
250	случае не может	1	1
251	и пр все	1	1
252	во многих отношениях	1	1
253	возможно только в	1	1
254	этом отношении совершенно	1	1
255	но при этом	1	1
256	– только одно	1	1
257	если бы они	1	1
258	в глубине души	1	1
259	при других обстоятельствах	1	1
260	может и должно	1	1
261	одно из них	1	1
262	не чем иным	2	1
263	мы берем его	1	1
264	в такой же	1	1
265	таким образом что	1	1
266	в этом пункте	1	1
267	бросается в глаза	1	1
268	оно превращается в	1	1
269	пр – все	1	1
270	только один из	1	1
271	и таким образом	1	1
272	мы все время	1	1
