N	2gram	Bakhtin_Pr	Stilisti
1	и в	38	42
2	как бы	22	30
3	не только	9	28
4	прежде всего	13	22
5	хотя бы	4	18
6	то же	5	16
7	но и	9	16
8	и не	42	14
9	может быть	26	13
10	не может	27	13
11	как и	7	12
12	что мы	1	11
13	мы уже	1	11
14	точки зрения	8	11
15	в этом	15	10
16	в себе	4	10
17	и как	8	10
18	мы должны	2	10
19	как мы	7	10
20	отнюдь не	19	10
21	при этом	5	9
22	все же	6	9
23	то что	8	9
24	для того	2	9
25	в то	4	9
26	таким образом	10	8
27	с тем	1	8
28	и это	3	8
29	в ней	4	8
30	тем самым	4	8
31	с его	2	8
32	ничего не	6	8
33	и на	3	7
34	так и	5	7
35	мы можем	6	7
36	только в	13	7
37	в которой	1	7
38	и его	16	7
39	того чтобы	2	7
40	другими словами	2	7
41	и тем	3	7
42	же время	3	7
43	было бы	8	7
44	и от	3	7
45	а не	5	7
46	никогда не	5	7
47	во всех	11	6
48	в его	43	6
49	не в	7	6
50	в нем	15	6
51	в процессе	1	6
52	но ведь	1	6
53	бы в	1	6
54	в свою	2	6
55	с помощью	7	6
56	в форме	4	6
57	или как	3	6
58	в этой	1	6
59	слова в	7	6
60	мы будем	3	6
61	или иной	2	6
62	язык в	2	6
63	в области	11	6
64	в той	1	5
65	в самом	7	5
66	что язык	1	5
67	то есть	46	5
68	с точки	6	5
69	не является	3	5
70	все время	1	5
71	самом деле	6	5
72	и с	17	5
73	но в	4	5
74	тому что	1	5
75	вместе с	1	5
76	точек зрения	1	5
77	того или	2	5
78	мы увидим	3	5
79	и следовательно	1	5
80	слова и	3	5
81	как это	2	5
82	и является	1	5
83	а в	6	5
84	же самое	2	5
85	в нашем	4	5
86	художественного творчества	12	5
87	в сознании	1	5
88	же мы	1	5
89	или иного	2	5
90	независимо от	13	5
91	и наконец	6	5
92	и к	3	4
93	того времени	1	4
94	всех своих	2	4
95	слов в	1	4
96	что это	2	4
97	на него	3	4
98	мы показали	1	4
99	все это	3	4
100	в одном	1	4
101	его в	9	4
102	природы или	1	4
103	слова как	1	4
104	если бы	3	4
105	и все	3	4
106	в слове	3	4
107	к своему	2	4
108	у нас	2	4
109	да и	3	4
110	как только	3	4
111	уже не	1	4
112	к тому	1	4
113	о том	4	4
114	связаны с	2	4
115	и без	1	4
116	вопроса о	3	4
117	той или	2	4
118	в каждом	2	4
119	можно сказать	2	4
120	и пр	2	4
121	языка и	1	4
122	было в	1	4
123	не существует	1	4
124	так называемой	1	4
125	так называемые	1	4
126	не что	1	4
127	можно было	4	4
128	свою очередь	1	4
129	или иное	2	4
130	так же	1	4
131	лишь в	2	4
132	в целом	3	4
133	себя в	2	4
134	мы называем	1	4
135	точка зрения	3	4
136	не просто	1	4
137	то или	2	4
138	того что	2	4
139	не к	6	4
140	что оно	2	3
141	и здесь	2	3
142	что у	1	3
143	зрения на	1	3
144	как таковой	2	3
145	совершенно не	7	3
146	если он	1	3
147	для нас	1	3
148	художественное творчество	7	3
149	и вот	1	3
150	которое может	1	3
151	иметь дело	2	3
152	в том	8	3
153	отношения к	6	3
154	несмотря на	3	3
155	для него	1	3
156	хотя и	3	3
157	в ее	4	3
158	из которых	2	3
159	мы в	3	3
160	на самом	4	3
161	и уже	1	3
162	что и	2	3
163	в виду	4	3
164	между ними	4	3
165	но что	1	3
166	связи с	2	3
167	и даже	3	3
168	нам в	1	3
169	здесь мы	2	3
170	в основе	5	3
171	слова но	3	3
172	содержание и	2	3
173	но для	1	3
174	всякое высказывание	1	3
175	может стать	3	3
176	все эти	5	3
177	как в	4	3
178	по своему	1	3
179	том что	3	3
180	бы мы	1	3
181	вследствие этого	3	3
182	еще не	7	3
183	до того	1	3
184	его и	1	3
185	то он	1	3
186	нуждается в	2	3
187	а к	2	3
188	в котором	2	3
189	и социального	1	3
190	ведь в	1	3
191	связь и	2	3
192	между тем	7	3
193	не знает	3	3
194	в частности	2	3
195	только на	1	3
196	не с	4	3
197	в тех	3	3
198	в начале	2	3
199	целый ряд	1	3
200	конечно не	5	3
201	не становится	1	3
202	нет и	3	3
203	сказать что	4	3
204	высказывания в	1	3
205	жизни и	1	3
206	слово и	2	3
207	этого слова	1	3
208	словесного материала	1	3
209	и эта	2	3
210	и для	11	3
211	это не	5	3
212	из них	1	3
213	он должен	2	3
214	и всего	1	2
215	события и	2	2
216	без языка	1	2
217	находятся в	1	2
218	эти высказывания	1	2
219	для всех	1	2
220	нашего исследования	1	2
221	в душе	1	2
222	и он	2	2
223	что иное	1	2
224	как с	1	2
225	должно быть	5	2
226	был бы	1	2
227	и форма	1	2
228	и при	2	2
229	и потому	4	2
230	мы имеем	2	2
231	еще более	1	2
232	с самим	2	2
233	ни к	2	2
234	глаза и	1	2
235	н о	1	2
236	может получить	1	2
237	этом отношении	2	2
238	с ним	5	2
239	кроме того	3	2
240	о чем	1	2
241	одном и	1	2
242	приходится иметь	2	2
243	с природой	1	2
244	но как	2	2
245	для них	1	2
246	с другими	3	2
247	смысле этого	1	2
248	как нечто	3	2
249	но это	3	2
250	слова не	3	2
251	в их	10	2
252	слова мы	1	2
253	а на	1	2
254	связь с	3	2
255	от их	1	2
256	высказывания не	1	2
257	в своих	2	2
258	не было	2	2
259	на этот	1	2
260	все то	3	2
261	или в	2	2
262	том же	2	2
263	к чему	2	2
264	в наших	1	2
265	всех его	4	2
266	равно как	1	2
267	но эта	1	2
268	но не	12	2
269	тем что	2	2
270	будем называть	2	2
271	из всего	1	2
272	или хотя	1	2
273	слово в	2	2
274	в связи	2	2
275	ясно что	3	2
276	в помощи	1	2
277	как не	1	2
278	что он	2	2
279	от чего	1	2
280	помнить что	3	2
281	быть понято	1	2
282	или даже	1	2
283	понимания и	1	2
284	не есть	6	2
285	в своей	7	2
286	в мире	3	2
287	оценок и	2	2
288	на эту	1	2
289	в этих	2	2
290	миру и	2	2
291	ли он	1	2
292	существенным моментом	2	2
293	войти в	2	2
294	говорить и	2	2
295	себе и	1	2
296	не нужно	5	2
297	должен быть	2	2
298	на первый	2	2
299	сих пор	1	2
300	и вообще	2	2
301	связано с	1	2
302	вне которой	1	2
303	в дальнейшем	3	2
304	не говоря	1	2
305	форме и	2	2
306	нуждаются в	1	2
307	к этому	2	2
308	бы не	2	2
309	человека в	2	2
310	бы и	1	2
311	находит свое	2	2
312	вопрос о	1	2
313	себе это	1	2
314	себе все	1	2
315	языка в	3	2
316	со всех	2	2
317	мы конечно	1	2
318	теперь к	1	2
319	даже и	1	2
320	творчество и	3	2
321	в значительной	2	2
322	его не	2	2
323	ни один	1	2
324	относится к	4	2
325	который мы	1	2
326	также и	3	2
327	в какой	2	2
328	не всегда	6	2
329	оно является	1	2
330	что вся	1	2
331	он не	3	2
332	значение и	1	2
333	бытия в	3	2
334	в него	2	2
335	от которых	1	2
