N	3gram	Bakhtin_Fr	Morfolog
1	мы видим что	2	11
2	в этом случае	1	10
3	не может быть	2	9
4	в связи с	5	9
5	по отношению к	2	7
6	с точки зрения	4	6
7	связи с этим	1	5
8	подобно тому как	2	5
9	как мы увидим	1	5
10	с другой стороны	5	5
11	а также и	4	5
12	в том что	2	4
13	на самом деле	5	4
14	но все же	2	4
15	в большинстве случаев	3	3
16	здесь прежде всего	1	3
17	о том что	3	3
18	в собственном смысле	1	3
19	как и в	2	3
20	для того чтобы	5	3
21	в настоящее время	2	3
22	в то время	1	3
23	бы то ни	1	3
24	в том случае	1	3
25	в первом случае	1	3
26	то время как	1	3
27	но никто не	1	2
28	это не значит	1	2
29	о том как	1	2
30	до наших дней	5	2
31	то что в	1	2
32	более или менее	1	2
33	том случае если	1	2
34	не что иное	1	2
35	можно было бы	2	2
36	в данном случае	3	2
37	мы имеем в	2	2
38	и в других	3	2
39	то ни было	1	2
40	не входит в	1	2
41	во всяком случае	2	2
42	что иное как	1	2
43	с одной стороны	4	2
44	в таких случаях	1	2
45	в этом отношении	4	2
46	оно может быть	1	2
47	может быть и	2	2
48	человеческой природой и	1	1
49	сих пор не	1	1
50	есть не что	1	1
51	в свою очередь	2	1
52	и тот же	3	1
53	далее мы видим	1	1
54	мы прежде всего	1	1
55	к нему в	1	1
56	в применении к	1	1
57	до известной степени	1	1
58	то что он	1	1
59	в целом не	1	1
60	это одна из	1	1
61	то чего в	1	1
62	в чем же	1	1
63	они и в	1	1
64	они и не	1	1
65	точном смысле слова	1	1
66	самом деле в	1	1
67	один и тот	3	1
68	в первый раз	2	1
69	в коем случае	1	1
70	можно сказать что	2	1
71	еще тем что	1	1
72	более и более	1	1
73	в то же	13	1
74	тех или иных	2	1
75	в этих условиях	1	1
76	никак нельзя было	1	1
77	как мы уже	8	1
78	хотя они и	1	1
79	и как они	1	1
80	вряд ли можно	1	1
81	до сих пор	6	1
82	все же в	2	1
83	все более и	1	1
84	самом деле он	1	1
85	в нашу задачу	2	1
86	очень большую роль	1	1
87	ни в коем	1	1
88	таким образом что	1	1
89	той или иной	2	1
90	вместо того чтобы	1	1
91	весь этот материал	1	1
92	и не так	1	1
93	так например в	1	1
94	во всех этих	1	1
95	и при анализе	1	1
96	но прежде чем	1	1
97	с самого начала	1	1
98	но и всю	1	1
99	может быть названа	1	1
100	что в основе	1	1
101	так как его	1	1
102	в точном смысле	1	1
103	есть на самом	1	1
104	в высшей степени	1	1
105	и там где	1	1
106	мы увидим дальше	3	1
107	с тех пор	1	1
108	и где начинается	1	1
109	они превращаются в	1	1
110	в частности мы	1	1
111	также связана с	1	1
112	между прочим и	1	1
113	или во всяком	1	1
114	во втором случае	1	1
115	то же время	13	1
116	некоторые из них	3	1
117	все эти явления	1	1
118	для этой цели	1	1
119	но это не	1	1
120	что и в	1	1
121	дана в форме	1	1
122	после того как	1	1
123	и в этой	1	1
