N	4gram	Vygotskiy_	Tvorches
1	в то же время	2	24
2	дело в том что	1	4
3	в том что в	1	3
4	и не может быть	1	3
5	в том числе и	1	2
6	заключается в том что	7	2
7	по себе не являются	1	1
8	не что иное как	2	1
9	но для того чтобы	1	1
10	ее таким образом и	1	1
11	так же как в	2	1
12	мы знаем что она	1	1
13	в том смысле что	1	1
14	а с другой стороны	1	1
15	сами по себе не	1	1
16	на то чтобы вызвать	1	1
17	и т п эта	1	1
18	с точки зрения их	1	1
19	одного и того же	1	1
20	и в самом деле	3	1
21	в полном согласии с	2	1
22	и т д и	1	1
23	т д и т	1	1
24	но в таком случае	1	1
25	с другой стороны и	2	1
26	то же время резко	1	1
27	отнюдь не означает что	2	1
28	что у него есть	1	1
29	бы то ни было	1	1
30	одну и ту же	1	1
31	и в конце концов	1	1
32	и тем не менее	2	1
33	что с точки зрения	1	1
34	т д все это	1	1
35	и т д все	1	1
36	так же как и	2	1
37	от начала и до	1	1
38	в одном из писем	1	1
39	д и т д	1	1
