N	2gram	Bakhtin_Fr	Formalny
1	и в	105	95
2	и не	34	78
3	может быть	11	66
4	в этом	22	61
5	не может	9	57
6	и пр	5	53
7	вовсе не	25	53
8	таким образом	5	52
9	и его	24	51
10	так и	16	50
11	точки зрения	10	47
12	в нем	16	42
13	в его	24	42
14	прежде всего	26	41
15	с точки	6	40
16	как и	15	39
17	в самом	7	35
18	не в	4	35
19	а не	1	34
20	в процессе	2	34
21	но и	20	33
22	то же	6	32
23	самом деле	3	32
24	не только	24	30
25	в пределах	3	28
26	в том	17	26
27	если бы	1	26
28	то что	7	25
29	при этом	10	24
30	в своей	8	24
31	лишь в	4	24
32	на самом	6	24
33	с помощью	1	23
34	было бы	4	23
35	связи с	5	23
36	в ней	7	23
37	в то	5	22
38	и ее	1	22
39	и с	8	21
40	что в	4	21
41	в истории	5	21
42	как бы	33	21
43	между ними	4	20
44	с тем	1	20
45	не менее	2	20
46	входит в	4	20
47	как мы	12	20
48	и от	3	20
49	же время	5	20
50	место в	4	20
51	в их	6	20
52	по себе	1	19
53	хотя бы	2	19
54	не могут	4	19
55	все это	16	19
56	все же	10	18
57	в связи	2	18
58	должна быть	1	18
59	только в	16	18
60	и все	7	18
61	с его	9	18
62	все эти	15	18
63	и их	3	18
64	именно как	1	17
65	как раз	3	17
66	как в	6	17
67	более того	3	17
68	во всяком	2	16
69	с другой	3	16
70	так же	2	16
71	всяком случае	2	16
72	в искусстве	3	16
73	совершенно не	5	16
74	потому что	6	16
75	именно в	6	15
76	его в	7	15
77	бы в	2	15
78	во всех	13	15
79	и на	25	15
80	так как	11	15
81	но в	16	15
82	в литературе	9	15
83	в жизни	7	14
84	только на	3	14
85	в своем	11	14
86	в ее	5	14
87	в этой	11	14
88	в единстве	2	14
89	что он	5	14
90	вместе с	1	14
91	еще не	8	14
92	языка и	1	14
93	и потому	14	14
94	жизни и	14	14
95	в целом	3	14
96	в результате	1	13
97	тем что	5	13
98	настоящее время	1	13
99	что и	2	13
100	ни в	1	13
101	могут быть	4	13
102	независимо от	1	13
103	для них	2	13
104	сводится к	1	13
105	со стороны	1	13
106	до конца	4	13
107	в настоящее	1	13
108	того что	3	13
109	как ее	2	13
110	она не	2	13
111	а в	4	13
112	там где	3	12
113	уже не	3	12
114	к тому	3	12
115	по отношению	2	12
116	как это	1	12
117	и здесь	4	12
118	оно не	2	12
119	того чтобы	3	12
120	и для	3	12
121	лишь как	1	12
122	отношению к	2	12
123	никогда не	11	11
124	что они	2	11
125	так сказать	5	11
126	между тем	5	11
127	литературы в	4	11
128	они не	1	11
129	это и	3	11
130	для него	12	11
131	этом отношении	5	11
132	в основе	8	11
133	в общем	4	11
134	но не	7	11
135	в большинстве	2	11
136	слова и	1	11
137	другой стороны	1	10
138	в своих	8	10
139	в дальнейшем	10	10
140	раз и	2	10
141	конечно не	2	10
142	не было	3	10
143	большинстве случаев	2	10
144	не есть	1	10
145	здесь и	5	10
146	действительности и	1	10
147	он не	3	10
148	главным образом	6	10
149	с ее	3	10
150	мы видели	3	10
151	как о	1	10
152	не является	4	10
153	и теперь	1	10
154	тем же	1	10
155	друг друга	3	10
156	формы и	7	10
157	и др	32	10
158	мы не	1	10
159	по существу	2	10
160	и как	2	10
161	на фоне	4	10
162	не о	2	10
163	его целом	2	10
164	еще более	6	9
165	и даже	10	9
166	говорить о	1	9
167	для понимания	1	9
168	не могло	1	9
169	мы знаем	1	9
170	литературы и	7	9
171	бы ни	2	9
172	или иного	1	9
173	в языке	1	9
174	отношения к	5	9
175	и до	6	9
176	здесь не	3	9
177	но это	5	9
178	ничего не	3	9
179	от всех	3	9
180	менее всего	5	9
181	у нас	1	9
182	и может	1	9
183	и к	7	8
184	в них	13	8
185	одной стороны	2	8
186	с одной	2	8
187	ясно что	1	8
188	в других	3	8
189	сих пор	7	8
190	и речи	2	8
191	всех этих	10	8
192	до сих	7	8
193	с этим	1	8
194	литературных явлений	1	8
195	роль в	6	8
196	на основе	1	8
197	на литературу	1	8
198	это не	4	8
199	должен быть	1	8
200	для того	2	8
201	в области	10	8
202	для этого	1	8
203	в той	5	7
204	можно говорить	3	7
205	же и	1	7
206	его от	2	7
207	но все	5	7
208	применении к	3	7
