N	2gram	Tiupa_Hudo	Narrotol
1	не только	20	62
2	и не	16	50
3	при этом	19	47
4	но и	14	45
5	а не	13	38
6	в качестве	31	35
7	в частности	18	31
8	может быть	19	30
9	и в	23	30
10	в том	20	29
11	в этом	12	28
12	тогда как	15	28
13	своего рода	9	28
14	том что	9	28
15	а в	13	27
16	такого рода	12	26
17	с собачкой	1	25
18	представляет собой	11	25
19	только в	7	25
20	состоит в	20	25
21	в данном	4	24
22	как и	3	24
23	не в	9	23
24	то что	5	23
25	то есть	26	22
26	в тексте	13	22
27	не может	9	20
28	в рассказе	3	18
29	в себе	13	17
30	так и	12	17
31	а также	6	17
32	со стороны	5	16
33	в его	11	16
34	к тому	4	15
35	можно сказать	6	15
36	и т.п	7	15
37	но в	10	15
38	иначе говоря	5	15
39	в жизни	3	14
40	картина мира	5	14
41	и его	12	14
42	то же	12	13
43	в своей	7	13
44	уже не	6	13
45	о том	2	13
46	в своем	4	13
47	у него	2	13
48	времени и	2	13
49	все же	1	12
50	картины мира	3	12
51	сводится к	11	12
52	как в	2	12
53	перед нами	1	12
54	как бы	11	12
55	прежде всего	5	12
56	по отношению	10	11
57	об этом	2	11
58	хотя и	4	11
59	в мире	24	11
60	если бы	3	11
61	и тем	4	11
62	в этой	2	11
63	дамы с	1	11
64	в нем	6	11
65	героя в	1	11
66	жизни в	2	11
67	в отличие	7	11
68	отличие от	7	11
69	тем самым	5	11
70	отношению к	10	11
71	один из	2	10
72	как правило	3	10
73	никогда не	2	10
74	тому же	1	10
75	точки зрения	11	10
76	всего лишь	6	10
77	между тем	4	10
78	как это	7	10
79	в то	8	10
80	не является	5	10
81	жизни и	1	10
82	с его	6	10
83	того что	5	10
84	коммуникативного события	9	10
85	но не	13	10
86	и т.д	4	10
87	в соответствии	1	9
88	как раз	3	9
89	тем не	3	9
90	коммуникативное событие	2	9
91	той или	5	9
92	не сводится	9	9
93	я в	13	9
94	столь же	2	9
95	отнюдь не	2	9
96	что в	7	9
97	с ним	2	9
98	что он	5	9
99	еще не	4	9
100	потому что	3	9
101	во времени	4	9
102	для него	5	9
103	далеко не	4	9
104	в рамках	13	9
105	в той	3	8
106	и к	3	8
107	в самом	7	8
108	в таком	3	8
109	о чем	3	8
110	по мысли	2	8
111	не менее	5	8
112	большей части	2	8
113	одна из	2	8
114	он не	4	8
115	действующих лиц	1	8
116	самом деле	2	8
117	того чтобы	5	8
118	внимание на	1	8
119	мы имеем	6	8
120	же время	7	8
121	соответствии с	1	8
122	и для	3	8
123	в литературе	2	8
124	у нас	1	8
125	по большей	2	8
126	у нее	1	8
127	или иной	9	8
128	мира в	2	8
129	в финале	2	7
130	в принципе	8	7
131	имеет место	3	7
132	при всей	2	7
133	в котором	1	7
134	с другой	9	7
135	едва ли	1	7
136	в ее	6	7
137	в конце	1	7
138	в чем	2	7
139	в силу	4	7
140	и на	3	7
141	в форме	4	7
142	же в	1	7
143	и состоит	3	7
144	в свою	3	7
145	это не	4	7
146	вслед за	2	7
147	из наиболее	1	7
148	человеческого я	3	7
149	или в	2	7
150	также и	1	7
151	в целом	3	7
152	все что	1	6
153	в результате	1	6
154	например в	4	6
155	между двумя	2	6
156	сказать что	4	6
157	в нашем	2	6
158	имеем дело	2	6
159	о ней	1	6
160	то в	2	6
161	с одной	3	6
162	что и	2	6
163	в конечном	5	6
164	героя и	5	6
165	в случае	2	6
166	не могла	1	6
167	главного героя	1	6
168	человеческих отношений	2	6
169	известном смысле	2	6
170	однако в	4	6
171	однако и	1	6
172	во втором	4	6
173	в состав	6	6
174	таким образом	3	6
175	представляют собой	1	6
176	к его	3	6
177	в слове	4	6
178	в известном	2	6
179	то и	1	6
180	из этих	3	6
181	присутствия в	9	6
182	в сознании	1	6
183	здесь не	2	6
184	они не	1	6
185	уже говорилось	2	6
186	как у	1	6
187	слова в	3	6
188	не по	1	6
189	одной стороны	3	6
190	на то	1	6
191	в центре	1	5
192	человеческой жизни	3	5
193	исходя из	1	5
194	дело с	1	5
195	не столько	7	5
196	в своих	1	5
197	и даже	1	5
198	и сам	3	5
199	именно в	2	5
200	а именно	3	5
201	мира и	2	5
202	и того	3	5
203	свою очередь	2	5
204	другая жизнь	1	5
205	в другом	4	5
206	для того	5	5
207	не всегда	2	5
208	может служить	2	5
209	в одном	3	5
210	себя в	8	5
211	из них	1	5
212	к нему	3	5
213	художественного письма	9	5
214	от его	1	5
215	бы и	1	5
216	не было	1	5
217	но для	1	5
218	я не	2	5
219	человек в	1	5
220	между собой	2	5
221	его жизни	1	5
222	а для	2	5
223	в русской	3	5
224	по поводу	1	5
225	следует признать	1	5
226	и от	1	5
227	с ее	6	5
228	и здесь	1	5
229	что это	1	5
230	подобно тому	3	5
231	если не	1	5
232	их в	3	5
233	с ними	2	5
234	да и	1	5
235	о котором	1	5
236	вследствие этого	2	5
237	было бы	1	5
238	за пределами	3	5
239	и то	4	5
240	свидетельствует о	1	5
241	читателя в	3	5
242	являет собой	3	5
243	о жизни	2	5
244	в равной	2	5
245	в какой	2	5
246	тем более	2	5
247	тому как	3	5
248	высказывания в	5	5
249	в пределах	3	5
250	не случайно	3	5
251	и о	4	5
252	говорилось выше	1	5
253	этом и	1	5
254	место в	5	5
255	как будто	1	5
256	себе самому	1	5
257	или напротив	2	5
258	в душе	9	4
259	и мира	1	4
260	субъекта самоопределения	1	4
261	даже в	3	4
262	строго говоря	2	4
263	в виду	5	4
264	по себе	2	4
265	в них	2	4
266	жизненной позиции	1	4
267	в первом	1	4
268	ведет к	2	4
269	конечном счете	5	4
270	не вполне	2	4
271	роль в	2	4
