N	2gram	Vygotskiy_	Vvedenie
1	и т	12	45
2	т д	6	39
3	в том	50	38
4	в этом	30	35
5	и в	55	35
6	может быть	34	30
7	том что	46	30
8	не только	24	26
9	для того	45	23
10	того чтобы	43	22
11	таким образом	35	21
12	также и	1	20
13	не может	15	19
14	то что	69	19
15	потому что	48	18
16	только в	12	16
17	со стороны	3	16
18	о том	24	16
19	так как	20	15
20	представляет собой	2	14
21	что в	43	13
22	в самом	18	13
23	и именно	8	13
24	и не	19	13
25	в нем	13	13
26	в его	8	12
27	того что	12	12
28	в их	3	12
29	точки зрения	15	12
30	что такое	2	12
31	как на	15	12
32	то же	16	11
33	в ее	3	11
34	по себе	13	11
35	в данном	4	11
36	этом смысле	4	11
37	ясно что	10	11
38	как мы	6	11
39	прежде всего	6	10
40	не в	12	10
41	вопрос о	6	10
42	между тем	4	10
43	в той	3	10
44	но в	7	10
45	дело с	5	9
46	представляют собой	2	9
47	смысле этого	1	9
48	все же	11	9
49	из этих	4	9
50	но не	9	9
51	и как	10	9
52	не менее	1	9
53	в истории	1	9
54	это не	9	8
55	в качестве	2	8
56	именно в	9	8
57	о котором	9	8
58	а только	1	8
59	можно было	6	8
60	с другой	12	8
61	представить себе	2	7
62	и то	12	7
63	до сих	9	7
64	смысле слова	2	7
65	в применении	1	7
66	в большей	2	7
67	как и	9	7
68	самом деле	17	7
69	но и	16	7
70	не трудно	1	7
71	сих пор	9	7
72	в разных	1	7
73	было бы	15	7
74	этот вопрос	6	7
75	как бы	33	7
76	один из	9	6
77	об этом	5	6
78	этом случае	2	6
79	все это	8	6
80	не могут	4	6
81	его в	2	6
82	на этот	7	6
83	тем что	8	6
84	с тем	10	6
85	в какой	5	6
86	вместе с	16	6
87	в которых	4	6
88	же время	2	6
89	и это	13	6
90	так например	5	6
91	вовсе не	8	6
92	уже не	1	6
93	применении к	1	6
94	и даже	4	6
95	в руки	3	6
96	хотя бы	5	6
97	нельзя не	1	6
98	каждой из	1	6
99	и что	45	6
100	как он	6	6
101	видеть что	1	6
102	как например	2	6
103	сказать что	14	6
104	могут быть	8	6
105	том чтобы	7	6
106	но если	3	6
107	и его	10	6
108	в то	6	6
109	а в	7	6
110	иное как	2	6
111	связь между	2	5
112	а потому	1	5
113	смотреть на	3	5
114	уже в	7	5
115	внимание на	4	5
116	с этой	5	5
117	хотя и	1	5
118	что и	11	5
119	в виду	5	5
120	другой стороны	8	5
121	в них	7	5
122	в г	1	5
123	одним из	1	5
124	дело в	4	5
125	что не	5	5
126	имеет дело	4	5
127	не есть	4	5
128	что он	30	5
129	приходим к	2	5
130	что иное	2	5
131	одно из	1	5
132	от этого	1	5
133	по своему	1	5
