N	3gram	Vygotskiy_	Hudozhes
1	по отношению к	11	10
2	в том что	30	8
3	в то же	2	7
4	в отличие от	3	7
5	то же время	2	7
6	с другой стороны	10	6
7	той или иной	2	5
8	в конечном счете	4	5
9	для того чтобы	19	5
10	состоит в том	4	5
11	не может быть	8	4
12	в силу своей	1	4
13	мы имеем в	1	3
14	с точки зрения	34	3
15	в этом смысле	3	3
16	имеем в виду	1	3
17	и в самом	2	3
18	в том числе	3	3
19	тем не менее	1	3
20	можно сказать что	5	3
21	и то же	2	3
22	одно и то	2	3
23	подобно тому как	2	3
24	по сути дела	1	3
25	в связи с	3	3
26	с одной стороны	14	3
27	тот или иной	1	3
28	в той или	1	2
29	в свою очередь	3	2
30	бы то ни	1	2
31	в данный момент	1	2
32	человека к действительности	1	2
33	этой точки зрения	2	2
34	ту или иную	1	2
35	в единое целое	2	2
36	в том и	1	2
37	с этой точки	1	2
38	в самом деле	5	2
39	в коем случае	1	2
40	во внешнем мире	1	2
41	включает в себя	1	2
42	ни в коем	1	2
43	по своей природе	3	2
44	том числе и	3	2
45	и в то	1	2
46	во всей его	1	2
47	а с другой	6	2
48	том что он	2	2
49	то ни было	1	2
50	значении этого слова	1	2
51	сама по себе	3	2
52	к тому что	3	2
53	в известном смысле	3	2
54	приводит к тому	3	2
55	в значительной степени	2	2
56	коем случае не	1	2
57	точно так же	2	1
58	что он не	2	1
59	и не быть	1	1
60	здесь и теперь	2	1
61	отношение между ними	1	1
62	в одном и	1	1
63	больше и больше	1	1
64	и как бы	1	1
65	раз в том	1	1
66	все то что	1	1
67	и потому что	2	1
68	и том же	1	1
69	не для себя	1	1
70	является как бы	1	1
71	если говорить о	1	1
72	в соответствии с	1	1
73	заключает в себе	1	1
74	фонетической и семантической	1	1
75	всей его сложности	1	1
76	по крайней мере	1	1
77	заключается в том	10	1
78	и теперь в	1	1
79	который в отличие	2	1
80	по ту сторону	2	1
81	о том что	10	1
82	в свое время	1	1
83	или иной мере	1	1
84	одной стороны и	3	1
85	дело не в	1	1
86	в себе и	1	1
87	как и в	2	1
88	между тем это	1	1
89	в таких случаях	1	1
90	не в состоянии	2	1
91	и тем более	2	1
92	как впрочем и	1	1
93	тем и другим	2	1
94	который может быть	1	1
95	же точно и	1	1
96	от этого в	1	1
97	друг от друга	4	1
98	речи от внешней	2	1
99	в то время	5	1
100	но на деле	2	1
101	жизни человека и	1	1
102	и т.д которая	1	1
103	а по своей	1	1
104	каждая из этих	1	1
105	как это ни	2	1
106	именно в этом	3	1
107	и речевой деятельности	1	1
108	то что может	1	1
109	именно потому что	1	1
110	лишь в самом	1	1
111	в другой своей	1	1
112	и в частности	3	1
113	не сама по	1	1
114	таким образом и	3	1
115	по своей структуре	2	1
116	иметь в виду	1	1
117	таким образом что	3	1
118	тех же самых	1	1
119	речи как бы	1	1
120	содержит в себе	1	1
121	ибо и в	1	1
122	как раз в	3	1
123	в зависимости от	8	1
124	так же как	6	1
125	и тем самым	4	1
126	мы видим в	1	1
127	речь идет о	4	1
128	на какой бы	1	1
129	отношение человека к	1	1
130	к тому же	1	1
131	и семантической сторон	1	1
132	с самим собой	1	1
133	так же точно	9	1
134	в первую очередь	3	1
135	не могут быть	1	1
136	в частности в	1	1
137	распространяет и на	1	1
138	другой стороны изучение	1	1
139	то же самое	4	1
140	не входит в	1	1
141	что даже в	2	1
142	к вопросу о	1	1
143	и на его	1	1
144	только то что	2	1
145	едва ли не	1	1
146	на этом пути	1	1
147	из того что	7	1
148	одном и том	1	1
149	все без исключения	1	1
150	прежде всего в	2	1
151	чем это может	1	1
152	того же типа	1	1
153	в чистом виде	1	1
154	это было бы	1	1
