N	3gram	Bakhtin_Pr	Sovremen
1	с точки зрения	13	5
2	в зависимости от	3	4
3	не может быть	8	4
4	мы видели что	2	3
5	с самого начала	4	3
6	друг с другом	6	2
7	каждого из них	1	2
8	то же самое	1	2
9	во всяком случае	1	2
10	тем не менее	2	2
11	времени и пространства	2	2
12	так как он	1	2
13	не подлежит сомнению	1	2
14	в отличие от	1	2
15	может быть и	2	2
16	есть не что	1	1
17	что дело идет	1	1
18	но для чего	1	1
19	под углом зрения	3	1
20	в том что	6	1
21	один и тот	1	1
22	сих пор в	1	1
23	и до сих	2	1
24	как и во	1	1
25	еще раз подчеркнуть	2	1
26	но это уже	1	1
27	до сих пор	8	1
28	все более и	1	1
29	существенно отличается от	1	1
30	а может быть	1	1
31	до наших дней	3	1
32	в свое время	4	1
33	сами по себе	1	1
34	и тот же	1	1
35	в новое время	4	1
36	не что иное	1	1
37	мы в дальнейшем	1	1
38	в предыдущей главе	1	1
39	она по существу	1	1
40	в связи с	1	1
41	в обоих случаях	1	1
42	в дальнейшем мы	1	1
43	дело в том	3	1
44	и в новое	2	1
45	но мы уже	1	1
46	как мы видим	1	1
47	той или иной	2	1
48	вместе с ним	1	1
49	и во всех	3	1
50	что иное как	1	1
51	в данном случае	1	1
52	сохраняя при этом	1	1
53	который как бы	1	1
54	мы уже знаем	1	1
55	равно как и	1	1
56	раз подчеркнуть что	1	1
57	ничего общего не	1	1
58	и прежде всего	5	1
59	и той же	1	1
60	на его почве	1	1
61	уже знаем что	1	1
62	точки зрения своего	2	1
63	одной и той	1	1
64	развития но они	1	1
65	она и не	1	1
66	не опирается на	1	1
67	мы не знаем	1	1
68	со всеми его	1	1
69	более и более	1	1
70	со всеми ее	1	1
71	так же как	1	1
72	точки зрения и	1	1
73	то же время	8	1
74	не имеет с	1	1
75	стадии своего развития	2	1
76	при определенных условиях	1	1
77	этом смысле можно	1	1
78	по отношению к	5	1
79	и может быть	1	1
80	общего не имеет	1	1
81	в то же	8	1
82	но они не	1	1
83	говорить только о	1	1
84	теперь мы должны	2	1
85	на этот вопрос	1	1
86	он уже не	1	1
87	к одному и	2	1
88	подчеркнуть что дело	1	1
89	и в этом	1	1
90	для наших целей	1	1
91	по крайней мере	2	1
92	ведь это не	1	1
93	в этом случае	1	1
94	можно было бы	2	1
95	в этом смысле	5	1
96	и в то	3	1
97	и не может	6	1
98	но тем не	1	1
99	ровно ничего не	2	1
100	мы видим что	1	1
101	может быть только	1	1
