N	3gram	Vygotskiy_	Istorich
1	и т д	1	142
2	с другой стороны	10	46
3	до сих пор	4	30
4	с одной стороны	14	28
5	так же как	6	27
6	в том что	30	25
7	не может быть	8	24
8	вместе с тем	5	23
9	но все же	1	23
10	тем не менее	1	23
11	точно так же	2	22
12	о том что	10	22
13	мы имеем в	1	19
14	не только в	1	19
15	в связи с	3	17
16	мы видели что	4	16
17	мы уже знаем	1	15
18	о том как	1	15
19	в данном случае	5	15
20	после того как	1	15
21	по отношению к	11	14
22	на то что	9	14
23	в то время	5	13
24	таким образом мы	1	13
25	мы уже видели	2	13
26	мы увидим что	2	13
27	то время как	4	13
28	но и в	1	12
29	как мы видели	1	12
30	мы не будем	1	12
31	в тех случаях	1	11
32	как и в	2	10
33	можно было бы	6	10
34	тех случаях когда	1	10
35	друг с другом	6	9
36	но так как	1	9
37	как мы увидим	1	9
38	же как и	4	9
39	в таких случаях	1	9
40	и вместе с	1	9
41	совершенно так же	1	8
42	надо сказать что	1	8
43	то же самое	4	8
44	таким образом и	3	8
45	приводит нас к	1	8
46	на этот вопрос	5	8
47	и то что	1	8
48	но вместе с	5	8
49	что у него	1	8
50	мере того как	1	8
51	по мере того	1	8
52	подобно тому как	2	8
53	в зависимости от	8	8
54	наряду с этим	2	7
55	дело не в	1	7
56	смысле этого слова	6	7
57	то что в	2	7
58	с тем что	1	7
59	во всяком случае	5	7
60	что он не	2	7
61	потому что он	3	7
62	если бы мы	3	7
63	на том что	2	6
64	к тому же	1	6
65	это значит что	1	6
66	так как он	3	6
67	этой точки зрения	2	6
68	с этой точки	1	6
69	мы должны будем	2	6
70	но тем не	1	6
71	с самого начала	9	6
72	мы не можем	3	6
73	то что он	2	5
74	том что в	3	5
75	для того чтобы	19	5
76	должны были бы	2	5
77	в отличие от	3	5
78	мы видим в	1	5
79	в том чтобы	6	5
80	в том числе	3	5
81	до наших дней	1	5
82	не представляет собой	1	5
83	совершенно то же	1	5
84	в другом месте	6	5
85	на самом деле	3	5
86	перед нами как	1	4
87	влечет за собой	2	4
88	в этой связи	1	4
89	же самое что	1	4
90	в чистом виде	1	4
91	только то что	2	4
92	с точки зрения	34	4
93	независимо от того	2	4
94	там где нет	1	4
95	состоит в том	4	4
96	содержит в себе	1	4
97	в свете этих	1	4
98	вопрос о том	2	4
99	мы должны были	2	4
100	он не может	1	4
101	что мы знаем	3	4
102	друг на друга	1	4
103	то же что	2	4
104	иметь в виду	1	4
105	по себе не	1	4
106	вопрос о связи	1	4
107	в свою противоположность	1	4
108	можно сказать что	5	4
109	не то же	2	4
110	в свете приведенных	1	4
111	он показывает что	3	4
112	к этому же	1	4
113	одной стороны и	3	3
114	все то что	1	3
115	что в данном	1	3
116	и то же	2	3
117	не только не	2	3
118	что в этом	1	3
119	и тем самым	4	3
120	к тому что	3	3
121	но никогда не	1	3
122	в одном из	2	3
123	за то что	1	3
124	это так то	1	3
125	он делает это	1	3
126	один и тот	1	3
127	и тем что	1	3
128	мы видели выше	1	3
129	дело в том	2	3
130	как у нас	1	3
131	мы уже говорили	3	3
132	и тот же	1	3
133	по сравнению с	9	3
134	в ответ на	1	3
135	целый ряд других	1	3
136	не в том	1	3
137	будет сказать что	1	3
138	уже видели что	2	3
139	само по себе	3	3
140	в соответствии с	1	3
141	то ни было	1	3
142	мы хотели бы	3	3
143	если это так	1	3
144	бы то ни	1	3
145	только тогда когда	4	3
146	мы обратимся к	1	3
147	основана на том	1	3
148	не в состоянии	2	3
149	и целый ряд	1	3
150	что она при	1	3
151	вместе с ней	1	3
152	видели что в	1	3
153	по его мнению	1	3
154	не в количестве	1	2
155	не только то	1	2
156	может рассматриваться как	3	2
157	между небом и	1	2
158	все больше и	1	2
159	в самом деле	5	2
160	и тем более	2	2
161	указывает на то	3	2
162	друг от друга	4	2
163	она не может	1	2
164	что в них	1	2
165	в частности в	1	2
166	сам по себе	3	2
167	в этом нет	1	2
168	видим таким образом	4	2
169	но как это	1	2
170	он ничего не	1	2
171	том числе и	3	2
172	между этими двумя	2	2
173	и таким образом	2	2
174	но в чем	1	2
175	как если бы	3	2
176	то и другое	1	2
177	же как он	1	2
178	сама по себе	3	2
179	это все же	1	2
180	самом же деле	1	2
181	на самом же	1	2
182	все это не	1	2
183	из того что	7	2
184	вслед за ней	1	2
185	и потому что	2	2
186	то же говорит	1	2
187	то что и	1	2
188	в силу того	1	2
189	а затем уже	1	2
190	непосредственной связи с	1	2
191	что не только	1	2
192	на первый план	3	2
193	мы знаем об	2	2
194	к тому чтобы	2	2
195	заметить что в	2	2
196	об этом мы	1	2
197	но все это	1	2
198	указывают на то	1	2
199	в наши задачи	2	2
200	вместо того чтобы	3	2
201	и не могут	1	2
202	не могут быть	1	2
203	в связь с	1	2
204	не только как	1	2
205	вне поля зрения	1	2
206	все эти черты	1	2
207	превращается в свою	1	2
208	больше и больше	1	2
209	связаны друг с	1	2
210	в ту же	1	2
211	что в одном	1	2
212	вовсе не в	1	2
213	на вопрос о	4	2
214	хотя бы в	1	2
215	легко заметить что	1	2
216	для нас это	1	2
217	привели нас к	3	2
218	при этом он	1	2
219	казалось бы что	2	2
220	а именно в	1	2
221	и не может	1	2
222	в свою очередь	3	2
223	силу того что	1	2
224	большей или меньшей	1	2
225	связаны между собой	1	2
226	тем что в	1	2
227	мы видим не	1	2
228	в борьбе с	1	2
229	в качестве примера	1	2
230	не потому что	2	2
231	и той же	2	2
232	они представляют собой	1	2
233	хотя и не	1	2
234	другой стороны в	1	2
235	ответ на этот	3	2
236	одно и то	2	2
237	так как они	1	2
238	одной и той	2	2
239	таким образом что	3	2
240	бы показать что	1	2
241	может быть сделан	1	2
242	том что он	2	2
243	мы видим таким	4	2
244	то обстоятельство что	2	2
245	по этому вопросу	1	2
246	в общих чертах	1	2
247	небом и землей	1	2
248	показывает как в	1	2
249	к себе и	1	2
250	это было бы	1	2
251	и в какой	1	2
252	лежит в основе	1	2
253	играют большую роль	1	2
254	к выводу что	5	1
255	на другом материале	1	1
256	установить что в	1	1
257	потому что оно	1	1
258	он говорит что	1	1
259	те же формы	1	1
260	речи и т	1	1
261	как это легко	1	1
262	что можно было	1	1
263	а для этого	1	1
264	в какой связи	1	1
265	в себе как	1	1
266	даже в самых	1	1
