N	2gram	Tiupa_Teor	Hudozhes
1	в качестве	33	31
2	то есть	22	26
3	в мире	26	24
4	и в	24	23
5	не только	24	20
6	состоит в	22	20
7	в том	20	20
8	при этом	20	19
9	от лат	12	19
10	может быть	22	19
11	в частности	23	18
12	художественной деятельности	17	17
13	и не	17	16
14	тогда как	18	15
15	но и	14	14
16	внутренней речи	13	14
17	художественного текста	11	13
18	литературного произведения	11	13
19	а не	14	13
20	в рамках	13	13
21	модуса художественности	6	13
22	но не	13	13
23	а в	15	13
24	я в	18	13
25	в тексте	19	13
26	в себе	14	13
27	в этом	12	12
28	то же	12	12
29	такого рода	13	12
30	так и	14	12
31	произведение искусства	12	12
32	природа литературы	3	12
33	и его	11	12
34	сводится к	12	11
35	представляет собой	13	11
36	как бы	8	11
37	точки зрения	11	11
38	в его	12	11
39	эстетического отношения	12	11
40	эстетическое отношение	10	10
41	по отношению	10	10
42	но в	12	10
43	отношению к	10	10
44	своего рода	11	9
45	в душе	9	9
46	эстетического завершения	11	9
47	или иной	7	9
48	том что	11	9
49	с другой	9	9
50	художественной культуры	9	9
51	присутствия в	8	9
52	художественного письма	7	9
53	коммуникативного события	10	9
54	не сводится	9	9
55	в искусстве	9	9
56	не в	9	9
57	не может	8	9
58	бытия я	1	8
59	в принципе	7	8
60	в миропорядке	8	8
61	особого рода	7	8
62	знаковой системы	6	8
63	себя в	7	8
64	эмоциональной рефлексии	8	8
65	парадигмы художественности	7	8
66	эмоциональная рефлексия	5	8
67	его внешней	2	8
68	художественного языка	8	8
69	в области	7	8
70	в то	9	8
71	что в	10	7
72	в самом	7	7
73	только в	9	7
74	в своей	8	7
75	в основе	6	7
76	и т.п	7	7
77	же время	8	7
78	в отличие	7	7
79	внутреннего зрения	11	7
80	отличие от	7	7
81	я и	2	7
82	не столько	7	7
83	как это	10	7
84	по своей	8	7
85	лишь в	10	7
86	отношение к	7	7
87	другой стороны	6	6
88	в состав	6	6
89	более или	6	6
90	приводит к	6	6
91	уже не	6	6
92	можно сказать	5	6
93	с ее	4	6
94	художественного творчества	5	6
95	с его	6	6
96	художественности в	5	6
97	присутствия я	7	6
98	мы имеем	7	6
99	внутреннего я	6	6
100	объектной организации	10	6
101	в ее	6	6
102	а также	7	6
103	или менее	6	6
104	модус художественности	6	6
105	всего лишь	8	6
106	по сути	5	6
107	в нем	7	6
108	вторичной знаковой	5	6
109	искусства в	5	6
110	кто говорит	5	5
111	эстетическая деятельность	6	5
112	хх века	4	5
113	художественного сознания	5	5
114	речевая маска	5	5
115	ни в	5	5
116	в виду	5	5
117	не на	4	5
118	мыслится как	5	5
119	не предполагает	5	5
120	конечном счете	6	5
121	что он	4	5
122	в художественном	5	5
123	не менее	6	5
124	искусство слова	2	5
125	не является	5	5
126	того чтобы	5	5
127	для того	5	5
128	со стороны	6	5
129	я с	5	5
130	естественного языка	4	5
131	от гр	4	5
132	иначе говоря	5	5
133	как к	5	5
134	для него	5	5
135	того что	5	5
136	прежде всего	3	5
137	картина мира	6	5
138	с другими	6	5
139	в их	4	5
140	а на	3	5
141	в конечном	6	5
142	субъектной организации	9	5
143	знака к	5	5
144	или иначе	6	5
145	говоря словами	4	5
146	между ними	6	5
147	художественной реальности	7	5
148	я есть	5	5
149	той или	3	5
150	героя и	6	5
151	и одновременно	5	5
152	самим собой	4	5
153	высказывания в	5	5
154	внешней данности	1	5
155	тем самым	6	5
156	то что	6	5
