N	3gram	Vygotskiy_	Hudozhes
1	по отношению к	19	10
2	в том что	33	8
3	в то же	1	7
4	в отличие от	3	7
5	с другой стороны	8	6
6	более или менее	1	6
7	той или иной	1	5
8	для того чтобы	20	5
9	состоит в том	7	5
10	того или иного	1	4
11	не может быть	4	4
12	мы имеем в	1	3
13	с точки зрения	12	3
14	в этом смысле	5	3
15	имеем в виду	1	3
16	в том числе	2	3
17	тем не менее	1	3
18	можно сказать что	7	3
19	и то же	1	3
20	одного и того	8	3
21	одно и то	1	3
22	подобно тому как	6	3
23	и того же	8	3
24	в связи с	6	3
25	с одной стороны	10	3
26	в свою очередь	4	2
27	бы то ни	1	2
28	но он не	5	2
29	этой точки зрения	7	2
30	в том и	1	2
31	с этой точки	7	2
32	в самом деле	6	2
33	как бы не	1	2
34	включает в себя	2	2
35	по своей природе	2	2
36	том числе и	2	2
37	тех или иных	2	2
38	а с другой	3	2
39	не могло быть	1	2
40	том что он	3	2
41	тем или иным	2	2
42	то ни было	1	2
43	значении этого слова	1	2
44	сама по себе	4	2
45	к тому что	5	2
46	в известном смысле	7	2
47	мы имеем дело	2	2
48	что он не	3	1
49	на вопрос что	1	1
50	он должен согласиться	1	1
51	мере в какой	3	1
52	в одном и	1	1
53	и как бы	1	1
54	и потому что	1	1
55	те и другие	11	1
56	он еще не	1	1
57	является как бы	1	1
58	того времени когда	1	1
59	в той мере	3	1
60	проявляет себя в	1	1
61	этом смысле можно	1	1
62	между собой в	1	1
63	лежат в основе	1	1
64	в противоречие с	1	1
65	первого из этих	1	1
66	заключается в том	12	1
67	ту же самую	3	1
68	вопрос что такое	1	1
69	в самом начале	2	1
70	о том что	7	1
71	случае мы имеем	1	1
72	мы говорим о	2	1
73	в свое время	2	1
74	одной стороны и	2	1
75	в себе и	1	1
76	и те и	1	1
77	как один из	1	1
78	состоит не в	1	1
79	с логической точки	1	1
80	он мог бы	1	1
81	не в состоянии	6	1
82	стадии в развитии	1	1
83	и тем более	2	1
84	логической точки зрения	1	1
85	на нее как	1	1
86	тем и другим	1	1
87	связи с этим	1	1
88	в этих случаях	1	1
89	друг от друга	5	1
90	в настоящее время	2	1
91	не совпадает с	1	1
92	что он должен	2	1
93	в то время	4	1
94	мы встречаемся с	1	1
95	это происходит в	1	1
96	в себя и	1	1
97	ли не первым	2	1
98	в чем состоит	1	1
99	речи для себя	1	1
100	но не знает	1	1
101	несмотря на свою	1	1
102	в нашем примере	2	1
103	именно в этом	3	1
104	именно потому что	3	1
105	не что иное	2	1
106	и в частности	3	1
107	таким образом и	1	1
108	на деле его	1	1
109	по своей структуре	2	1
110	таким образом что	2	1
111	в лучшем случае	3	1
112	как раз в	1	1
113	в зависимости от	2	1
114	отношение к объекту	5	1
115	в его сознании	1	1
116	так же как	9	1
117	а тем более	1	1
118	и тем самым	3	1
119	можно даже сказать	1	1
120	мы видим в	2	1
121	речь идет о	1	1
122	в этом случае	5	1
123	первую очередь по	1	1
124	той мере в	3	1
125	к тому же	1	1
126	они ни были	1	1
127	и по отношению	1	1
128	так же точно	1	1
129	есть не что	2	1
130	в первую очередь	4	1
131	не могут быть	3	1
132	исходит из того	1	1
133	то же самое	7	1
134	предполагает отношение к	1	1
135	что ничто не	2	1
136	что иное как	2	1
137	к вопросу о	1	1
138	только то что	2	1
139	совершенно особого рода	1	1
140	как бы в	1	1
141	едва ли не	1	1
142	но в силу	1	1
143	задолго до того	1	1
144	из того что	4	1
145	то что они	2	1
146	точки зрения и	1	1
147	а не только	1	1
148	является одним из	2	1
149	прежде всего в	1	1
150	имеем дело с	1	1
151	в полной мере	1	1
152	при таком понимании	1	1
153	он состоит в	1	1
154	до того времени	1	1
155	это было бы	1	1
