N	3gram	Propp_Isto	RusskieA
1	в том что	8	49
2	состоит в том	2	29
3	и т д	30	21
4	тем не менее	6	14
5	д к зеленин	5	13
6	в этом случае	8	12
7	вместе с тем	1	11
8	о том что	3	10
9	том что в	2	9
10	и в других	3	9
11	в данном случае	6	8
12	в другие сроки	1	8
13	подобно тому как	3	8
14	т е в	2	7
15	как мы увидим	2	7
16	мы не можем	1	7
17	не может быть	4	6
18	во многих случаях	1	6
19	по этому поводу	1	6
20	как мы видели	7	6
21	так же как	7	6
22	после того как	3	6
23	в некоторых местах	1	5
24	в эти дни	1	5
25	это показывает что	1	5
26	в связи с	5	5
27	к тому что	1	5
28	мы видели что	6	5
29	не что иное	6	4
30	бросается в глаза	1	4
31	не только на	1	4
32	что в этом	1	4
33	в этих случаях	13	4
34	что иное как	6	4
35	в то время	2	4
36	можно было бы	2	4
37	во всяком случае	2	4
38	один из них	1	4
39	мы не будем	2	4
40	к этому же	2	4
41	но вместе с	1	3
42	по отношению к	2	3
43	может рассматриваться как	1	3
44	во многих местах	1	3
45	до сих пор	7	3
46	же как и	3	3
47	самом же деле	1	3
48	на самом же	1	3
49	и в том	1	3
50	в свою очередь	1	3
51	на то что	4	3
52	можно предположить что	1	3
53	с точки зрения	1	3
54	здесь мы имеем	3	3
55	все же не	1	3
56	тому как в	1	3
57	в лесу или	2	3
58	состоял в том	1	3
59	мы уже видели	3	3
60	с тем что	1	3
61	может быть и	1	3
62	когда мы рассмотрим	1	2
63	мы уже знаем	3	2
64	в других случаях	2	2
65	не будем останавливаться	1	2
66	будем останавливаться на	1	2
67	выше мы видели	5	2
68	в большинстве случаев	2	2
69	это конечно позднейшее	1	2
70	речь будет ниже	1	2
71	мы увидим ниже	3	2
72	дело не в	1	2
73	еще упомянуть что	1	2
74	друг с другом	2	2
75	ничего общего с	1	2
76	или в другие	1	2
77	мы должны будем	1	2
78	если предположить что	1	2
79	так как они	1	2
80	можно показать что	1	2
81	но все же	5	2
82	нам право на	1	2
83	то и дело	1	2
84	с другой стороны	10	2
85	в этой связи	1	2
86	к этому времени	1	2
87	в тех случаях	2	2
88	в лесу в	2	2
89	не только по	1	2
90	поле и т	1	2
91	и у нас	1	2
92	равно как и	1	2
93	сообщает также что	1	2
94	мы увидим что	2	2
95	каждый из этих	1	2
96	как и в	2	2
97	приведем несколько примеров	3	2
98	можно сказать что	2	2
99	есть и другие	1	2
100	эти представления и	1	2
101	на самом деле	1	2
102	иметь в виду	1	2
103	это еще не	2	2
104	мы имеем здесь	1	2
105	это не совсем	2	2
106	не только в	3	2
107	во всех этих	1	2
108	но тем не	2	2
109	лесу или в	1	2
110	так как в	1	2
111	т е как	1	2
112	тех случаях когда	2	2
113	в женщин и	1	2
114	не будем здесь	2	2
115	встречаются и в	1	2
116	с одной стороны	2	2
117	не только как	1	2
118	мы имеем не	2	2
119	из леса и	1	2
120	с этого момента	1	2
121	можно найти в	1	1
122	он должен был	1	1
123	д к зеленина	1	1
124	время от времени	1	1
125	далеко не единственный	2	1
126	в русском фольклоре	2	1
127	установить что в	1	1
128	что в сказке	6	1
129	мы должны были	1	1
130	не все еще	2	1
131	в точности соответствует	2	1
132	несомненно более поздняя	1	1
133	объясняется не только	1	1
134	всего дома и	1	1
135	сделать себя неузнаваемым	1	1
136	но и по	1	1
137	с этим в	1	1
138	огромном большинстве случаев	1	1
139	как они не	1	1
140	дело не только	1	1
141	независимо от обряда	1	1
142	не можем входить	1	1
143	то же известно	1	1
144	но и другим	1	1
145	не в этом	1	1
146	они и не	1	1
147	такое предположение подтверждается	1	1
148	у нас в	1	1
149	наряду с этим	2	1
150	не все ясно	1	1
151	но далеко не	1	1
152	не совсем обычный	1	1
153	поисках своей дочери	1	1
154	из всех этих	1	1
155	что на поле	1	1
156	есть ли в	1	1
157	но есть и	1	1
158	буквальном смысле этого	1	1
159	перед тем как	1	1
160	приносили в жертву	1	1
161	и в античности	1	1
162	в таком случае	1	1
163	материале д к	1	1
164	богиня лесов и	1	1
165	имеется и в	1	1
166	вернее будет предположить	1	1
167	об этом так	1	1
168	и все что	1	1
169	мы проследили в	1	1
170	мы знаем что	8	1
171	на поле и	1	1
172	что делалось в	1	1
173	с одним из	2	1
174	в такой же	1	1
175	она не может	1	1
176	таком случае их	1	1
177	видеть в этом	1	1
178	можно указать на	1	1
179	можно наблюдать что	1	1
180	на всю жизнь	1	1
181	об этом обряде	1	1
182	к вопросу в	1	1
183	живут не только	1	1
184	они говорят что	1	1
185	точно так же	8	1
186	а в связи	1	1
187	во время которых	1	1
188	ничего не знает	1	1
189	могут быть прослежены	1	1
190	еще прибавить что	1	1
191	что в них	2	1
192	то же происходит	2	1
193	свете приведенных материалов	2	1
194	ставит себе целью	1	1
195	увидим ниже в	1	1
196	к тому же	4	1
197	на этот вопрос	1	1
198	в царство мертвых	2	1
199	можем предположить что	5	1
200	мы видим что	6	1
201	в них нет	1	1
202	т е с	1	1
203	из приведенных материалов	1	1
204	то же самое	1	1
205	что здесь не	1	1
206	значение так как	1	1
207	как это происходит	1	1
208	в другом месте	1	1
209	может быть поставлен	3	1
210	и получают от	1	1
211	старых на молодых	1	1
212	для нас важно	1	1
213	то что и	1	1
214	их и их	1	1
215	как будто совершенно	1	1
216	так же в	1	1
217	в земле в	1	1
218	о том чтобы	1	1
219	из них из	1	1
220	в дом где	1	1
221	некоторые относящиеся сюда	1	1
222	в исторической перспективе	1	1
223	в этом убеждает	1	1
224	в своем исследовании	1	1
225	начиная с момента	1	1
226	тому что в	1	1
227	в одном из	2	1
228	после чего они	1	1
229	это не что	1	1
230	некогда представлял собой	1	1
231	к заключению что	1	1
232	т е не	1	1
233	но он не	1	1
234	и могут быть	1	1
235	если верно что	1	1
236	говорит вот тебе	1	1
237	на тех же	1	1
238	материалов достаточно чтобы	1	1
239	иметь власть над	1	1
240	еще не все	4	1
241	есть один из	1	1
