N	3gram	Bakhtin_Fr	Freidism
1	с точки зрения	6	15
2	не может быть	5	14
3	по отношению к	2	11
4	в самом деле	1	10
5	в том что	6	9
6	как мы видели	2	8
7	во всяком случае	2	8
8	и прежде всего	4	7
9	в то же	5	6
10	мы знаем что	1	6
11	то же время	5	6
12	можем сказать что	1	5
13	в большинстве случаев	2	5
14	можно сказать что	3	5
15	как мы уже	8	5
16	мы можем сказать	1	5
17	это вовсе не	1	4
18	во внешнем мире	1	4
19	мы уже указывали	1	4
20	на самом деле	2	4
21	по ту сторону	1	4
22	и его ученики	1	4
23	не могут быть	2	4
24	на первый план	1	4
25	в этом отношении	5	4
26	все то что	1	3
27	только то что	1	3
28	для того чтобы	2	3
29	о том что	3	3
30	в собственном смысле	3	3
31	до сих пор	7	3
32	к тому чтобы	1	3
33	и той же	1	3
34	далеко не всегда	1	3
35	на этот вопрос	2	3
36	так и в	3	3
37	мы видели что	1	3
38	но в общем	1	3
39	одной и той	1	3
40	но в то	2	3
41	нет и не	1	3
42	и не может	2	3
43	на этом мы	2	3
44	в материнское лоно	1	3
45	это как бы	2	2
46	точка зрения на	1	2
47	в применении к	3	2
48	и может быть	1	2
49	в чем же	1	2
50	один из них	1	2
51	то или иное	1	2
52	и его формы	1	2
53	и не подозревает	1	2
54	вовсе не в	2	2
55	в конце концов	1	2
56	в заключение нужно	1	2
57	в какой степени	1	2
58	и пр и	1	2
59	что мы называем	1	2
60	в узком смысле	2	2
61	в этом утверждении	1	2
62	не чем иным	1	2
63	чем иным как	1	2
64	в отличие от	4	2
65	том что он	1	2
66	для него только	1	2
67	таким образом в	1	2
68	выходит за пределы	4	2
69	все что в	1	2
70	самом же деле	3	2
71	не укладывается в	1	2
72	в другом месте	2	2
73	тот же предмет	1	2
74	на самом же	3	2
75	с одной стороны	2	2
76	то что мы	1	2
77	пр и пр	1	2
78	нам важно лишь	1	2
79	в его целом	2	2
80	во всех областях	1	2
81	это прежде всего	1	2
82	как раз и	2	2
83	связанных с ними	1	2
84	нужно отметить что	2	2
85	смысл и значение	1	2
86	и т.п такова	1	1
87	из них как	1	1
88	в этом случае	1	1
89	мы нигде не	1	1
90	как и при	1	1
91	можно не только	1	1
92	же объясняется и	1	1
93	это как мы	1	1
94	в вопросе о	1	1
95	для него уже	1	1
96	а как бы	1	1
97	того или иного	1	1
98	успех и признание	1	1
99	и др в	2	1
100	той или иной	5	1
101	но прежде всего	3	1
102	он еще не	1	1
103	вполне понятно что	2	1
104	мы можем закончить	1	1
105	сводится к тому	1	1
106	первый план выдвигается	1	1
107	за пределы всего	1	1
108	прежде всего от	2	1
109	вовсе не является	3	1
110	человеческой души в	1	1
111	до известной степени	2	1
112	человек как бы	1	1
113	на них мы	1	1
114	и связанное с	1	1
115	этом мы можем	1	1
116	мы и должны	1	1
117	здесь в несколько	1	1
118	в пределах одной	2	1
119	но и в	5	1
120	и вот в	1	1
121	к себе самому	2	1
122	одно из наиболее	1	1
123	одна из основных	1	1
124	и в своеобразной	1	1
125	так и с	1	1
126	по сравнению с	2	1
127	в себя и	1	1
128	только в свете	1	1
129	для него не	1	1
130	сознание отдельного человека	1	1
131	во всех его	3	1
132	в нем еще	1	1
133	имеем в виду	2	1
134	итоги мы можем	1	1
135	из наиболее ярких	1	1
136	и без того	1	1
137	и вовсе не	2	1
138	можно определить как	1	1
139	рядом с ним	1	1
140	тело и телесную	1	1
141	в себе и	2	1
142	как бы в	1	1
143	в целом ряде	2	1
144	конечно с точки	1	1
145	и на всех	1	1
146	говорили выше в	1	1
147	в тех же	1	1
148	в этой борьбе	1	1
149	в г в	1	1
150	очень важных явлений	1	1
151	выражение в его	1	1
152	в свое время	5	1
153	и пр но	1	1
154	жизни остановимся на	1	1
155	только в пределах	1	1
156	с ним в	1	1
157	воли и сознания	1	1
158	для своего понимания	1	1
159	поэтому они и	1	1
160	но даже и	2	1
161	они близки к	1	1
162	мы должны еще	2	1
163	дополняют друг друга	1	1
164	во многих отношениях	1	1
165	помимо воли и	1	1
166	находит свое выражение	1	1
167	чистым и последовательным	1	1
168	но не только	2	1
169	образом он дает	1	1
170	друг с другом	2	1
171	но при этом	1	1
172	в одной из	1	1
173	все это только	1	1
174	мира в ней	1	1
175	очень далеки от	1	1
176	же мы должны	1	1
177	в особенности в	1	1
178	стадии своего развития	1	1
179	а между тем	1	1
180	о которой мы	1	1
181	дело в том	2	1
182	в эту эпоху	5	1
183	роль в этом	1	1
184	имея в виду	1	1
185	бросается в глаза	1	1
186	с ним связанное	1	1
187	нужно дать ему	1	1
188	может быть ничего	1	1
189	сказать где кончается	1	1
190	целом ряде других	1	1
191	связанное с ним	1	1
192	только потому что	1	1
193	это уже не	3	1
194	но как раз	1	1
195	так и его	2	1
196	подводя итоги мы	1	1
197	во всех этих	2	1
198	он связан с	1	1
199	ту сторону всего	1	1
200	как бы второе	1	1
201	можно говорить о	1	1
202	все эти три	1	1
203	переносит центр тяжести	1	1
204	и в то	2	1
205	продолжает жить и	2	1
206	на тот же	1	1
207	и как мы	1	1
208	из них не	1	1
209	не только не	1	1
210	именно в области	1	1
211	но в ослабленной	1	1
212	что при таком	1	1
213	всяком случае не	1	1
214	жизни в ее	1	1
215	и др и	1	1
216	нужно сказать что	7	1
217	здесь нам важно	1	1
218	сказать что вся	1	1
219	не может его	1	1
220	во второй половине	2	1
221	связанных как с	1	1
222	в наше время	1	1
223	в общем можно	1	1
224	на время в	1	1
225	находит его в	1	1
226	на всех этапах	2	1
227	большую роль играет	1	1
228	что с точки	1	1
229	не нуждается в	1	1
230	но все же	3	1
231	и в нем	1	1
232	только с помощью	1	1
233	как бы ни	2	1
234	оно все же	1	1
235	всех этих явлений	4	1
236	мы имеем в	1	1
237	из основных мотивов	1	1
238	точки зрения на	1	1
239	или во всяком	1	1
240	конечно и в	1	1
241	таким образом и	1	1
242	таким образом он	1	1
243	а во время	1	1
244	даже и не	1	1
245	это означает что	1	1
246	до конца и	1	1
247	говорит об этом	1	1
248	во всех странах	1	1
249	теми же самыми	1	1
250	яркое выражение в	2	1
251	всех этих явлениях	1	1
252	или хотя бы	1	1
253	в основе своей	2	1
254	потому что по	1	1
255	прежде всего на	3	1
256	мы уже сказали	4	1
257	в настоящее время	1	1
258	несколько слов о	1	1
