N	2gram	Bakhtin_Fr	Hudozhes
1	в качестве	2	31
2	то есть	31	26
3	в мире	6	24
4	и в	68	23
5	не только	21	20
6	в том	12	20
7	при этом	5	19
8	может быть	10	19
9	в частности	4	18
10	и не	25	16
11	но и	17	14
12	литературного произведения	1	13
13	а не	6	13
14	но не	4	13
15	а в	3	13
16	в себе	5	13
17	в этом	28	12
18	то же	14	12
19	такого рода	5	12
20	так и	8	12
21	и его	26	12
22	представляет собой	1	11
23	как бы	7	11
24	точки зрения	8	11
25	в его	21	11
26	по отношению	3	10
27	но в	20	10
28	отношению к	2	10
29	своего рода	5	9
30	или иной	2	9
31	том что	6	9
32	с другой	8	9
33	не в	2	9
34	не может	5	9
35	себя в	2	8
36	в области	5	8
37	в то	14	8
38	что в	14	7
39	в самом	6	7
40	только в	9	7
41	в своей	11	7
42	в основе	7	7
43	и т.п	17	7
44	же время	13	7
45	в отличие	3	7
46	отличие от	3	7
47	как это	1	7
48	по своей	4	7
49	лишь в	3	7
50	отношение к	11	7
51	другой стороны	5	6
52	более или	1	6
53	уже не	2	6
54	можно сказать	2	6
55	с ее	1	6
56	художественного творчества	1	6
57	с его	6	6
58	мы имеем	2	6
59	в ее	5	6
60	а также	6	6
61	или менее	1	6
62	в нем	12	6
63	ни в	6	5
64	в виду	8	5
65	не на	2	5
66	мыслится как	1	5
67	конечном счете	1	5
68	что он	7	5
69	в художественном	3	5
70	не менее	2	5
71	того чтобы	6	5
72	для того	5	5
73	со стороны	2	5
74	как к	1	5
75	для него	7	5
76	того что	3	5
77	прежде всего	23	5
78	с другими	1	5
79	в их	6	5
80	в конечном	1	5
81	между ними	4	5
82	той или	2	5
83	и одновременно	3	5
84	тем самым	1	5
85	то что	11	5
86	во втором	1	4
87	без исключения	1	4
88	например в	2	4
89	отношения к	2	4
90	в слове	2	4
91	еще не	3	4
92	в данном	5	4
93	входит в	2	4
94	в другом	3	4
95	сознания в	1	4
96	сказать что	3	4
97	жизни как	2	4
98	к которому	2	4
99	в своем	11	4
100	на почве	1	4
101	и то	2	4
102	это не	5	4
103	в отношении	3	4
104	его в	7	4
105	не знает	1	4
106	и как	5	4
107	в этих	8	4
108	так в	4	4
109	в себя	2	4
110	между тем	3	4
111	речи и	2	4
112	он не	11	4
113	и тем	1	4
114	и что	2	4
115	в форме	3	4
116	далеко не	3	4
117	со своей	1	4
118	и о	5	4
119	художественного произведения	1	4
120	хотя и	2	4
121	в той	7	3
122	и к	4	3
123	к действительности	1	3
124	и на	16	3
125	и читателей	1	3
126	даже в	4	3
127	о чем	3	3
128	подобно тому	2	3
129	если бы	3	3
130	и сам	5	3
131	есть в	1	3
132	а именно	1	3
