N	4gram	Ircho_Kome	FransuaR
1	в то же время	5	55
2	в том числе и	1	17
3	на протяжении всего средневековья	1	5
4	в связи с этим	1	4
5	не что иное как	1	3
6	и те и другие	1	3
7	одна и та же	1	2
8	в то время когда	1	2
9	с другой стороны в	1	2
10	бы то ни было	4	2
11	в большинстве случаев не	1	2
12	до сих пор не	1	2
13	ни в коем случае	1	2
14	на площадях и улицах	1	2
15	как и во всех	1	2
16	и во всех других	1	2
17	то же время он	1	2
18	так же как и	1	2
19	до сих пор остается	1	2
20	из дошедших до нас	1	1
21	сущности одна и та	1	1
22	современников и ближайших потомков	1	1
23	жизни но и в	1	1
24	не в отрыве от	1	1
25	в том что в	1	1
26	ii веке нашей эры	1	1
27	нет никаких оснований предполагать	1	1
28	в тех случаях когда	1	1
29	в то время как	6	1
30	нашу задачу не входит	1	1
31	в основе его лежит	1	1
32	в одном из своих	1	1
33	в соответствии с этим	1	1
34	в это время и	1	1
35	в конце концов в	1	1
36	мы не находим в	1	1
37	тот же что и	1	1
38	повлек за собой и	1	1
39	в нашу задачу не	1	1
40	но это вовсе не	1	1
41	во всяком случае в	1	1
42	по отношению к людям	1	1
43	за то что он	2	1
44	с другой стороны он	1	1
45	в сущности одна и	1	1
46	состоит в том что	1	1
47	во ii веке нашей	1	1
48	в том случае если	1	1
49	которым он действует в	1	1
50	было бы сравнить с	1	1
51	выходит далеко за пределы	1	1
52	в котором каждый из	1	1
53	ни в чем не	1	1
54	сложнее обстоит дело с	1	1
55	но и в тех	1	1
56	можно было бы сравнить	1	1
57	в том что он	4	1
58	в том что они	1	1
59	в том же году	1	1
60	к тому же в	5	1
