N	2gram	Voloshinov	EvropaiE
1	и в	16	37
2	в пределах	2	25
3	точки зрения	8	23
4	что в	3	21
5	не только	7	18
6	с точки	6	17
7	то же	2	15
8	хотя бы	4	15
9	в качестве	1	14
10	и не	4	14
11	но и	4	14
12	но в	4	14
13	в этом	9	12
14	в том	3	11
15	в области	3	11
16	так и	4	10
17	прежде всего	9	9
18	только в	4	9
19	в смысле	1	9
20	так же	2	9
21	не может	8	9
22	отнюдь не	4	9
23	с одной	1	8
24	в своей	2	8
25	одной стороны	1	8
26	было бы	2	8
27	к тому	1	8
28	так как	4	7
29	как и	2	7
30	по своему	2	7
31	с другой	1	7
32	нам кажется	2	7
33	с этой	2	6
34	и даже	4	6
35	и на	4	6
36	том что	3	6
37	вовсе не	1	6
38	во всех	3	6
39	может быть	17	6
40	того чтобы	1	6
41	для того	1	6
42	то что	3	6
43	как бы	5	6
44	как нам	1	5
45	этой точки	1	5
46	но не	1	5
47	от этого	1	5
48	со стороны	1	5
49	и потому	3	5
50	в течение	1	5
51	же как	2	5
52	в частности	2	5
53	как мы	4	5
54	столь же	1	5
55	но если	1	5
56	и по	2	5
57	в самом	2	4
58	бы то	1	4
59	на путях	1	4
60	мы не	2	4
61	ни было	2	4
62	для нас	2	4
63	не на	2	4
64	и притом	3	4
65	не имеет	1	4
66	в каком	2	4
67	той или	1	4
68	вопрос о	1	4
69	но даже	1	4
70	то ни	1	4
71	как совокупность	1	4
72	как это	3	4
73	несмотря на	1	4
74	в ней	1	4
75	сказать что	7	4
76	можно сказать	4	4
77	во многих	1	4
78	или иной	1	4
79	и к	6	3
80	говорит о	1	3
81	применении к	1	3
82	и мы	2	3
83	можно ли	1	3
84	в применении	1	3
85	этом отношении	1	3
86	ее в	2	3
87	что и	2	3
88	мы можем	9	3
89	можно было	1	3
90	не более	1	3
91	дело в	1	3
92	вообще не	2	3
93	большинстве случаев	3	3
94	жизни в	1	3
95	мира и	3	3
96	и со	1	3
97	с другом	1	3
98	на своем	1	3
99	бы ни	1	3
100	в них	2	3
101	в психологии	1	3
102	во всяком	3	3
103	в данном	1	3
104	в свою	1	3
105	не дает	1	3
106	связано с	1	3
107	когда он	1	3
108	не будет	2	3
109	и для	2	3
110	этом смысле	3	3
111	уже и	1	3
112	отметить что	1	3
113	известной степени	1	3
114	к ним	2	3
115	как на	1	3
116	с тем	1	3
117	о том	2	3
118	в общем	3	3
119	и прежде	1	3
120	и только	9	3
121	друг с	1	3
122	всяком случае	3	3
123	того же	2	3
124	в культуре	1	3
125	в известной	1	3
126	никогда не	2	3
127	таким образом	9	2
128	и ту	1	2
129	и то	1	2
130	в другой	1	2
131	мы видим	2	2
132	и этот	2	2
133	только те	1	2
134	данном случае	1	2
135	на язык	3	2
136	и того	1	2
137	чем на	1	2
138	во власти	1	2
139	тогда когда	1	2
140	в его	4	2
141	одна и	1	2
142	еще более	1	2
143	что это	2	2
144	хотя и	1	2
145	с этим	2	2
146	в некоторых	1	2
147	из того	1	2
148	для них	1	2
149	с другими	3	2
150	в этих	3	2
151	не могут	2	2
152	одну и	1	2
153	в своих	1	2
154	если бы	1	2
155	в свои	1	2
156	и с	8	2
157	и можно	1	2
158	и все	4	2
159	и эта	1	2
160	рано или	1	2
161	вместе с	3	2
162	и как	3	2
163	как не	2	2
164	есть в	2	2
165	не есть	2	2
166	в порядке	1	2
167	в мире	1	2
168	между собой	2	2
169	между ними	3	2
170	сравнению с	3	2
171	в эту	1	2
172	и таким	2	2
173	культурного творчества	1	2
174	на них	2	2
175	что эти	1	2
176	ко всему	1	2
177	но как	2	2
178	и других	2	2
179	и что	1	2
180	известных пределах	1	2
181	она не	1	2
182	на основе	2	2
183	по сравнению	3	2
184	он не	2	2
185	мы должны	1	2
186	кажется что	2	2
187	в развитии	2	2
188	и теперь	3	2
189	что если	1	2
190	к такой	1	2
191	а не	1	2
192	и та	1	2
193	есть ли	1	2
194	в одном	3	2
195	отношений между	1	2
196	каких бы	1	2
197	в известных	1	2
198	а в	3	2
199	в большинстве	3	2
200	в этой	4	2
201	что же	1	2
202	и еще	1	2
203	заметить что	1	2
204	культуры и	1	2
205	главным образом	1	2
206	мог бы	1	2
207	могут быть	3	2
208	но именно	1	2
209	во всей	2	2
210	на этот	1	2
211	же в	1	2
212	жизни и	3	2
213	можем сказать	2	2
214	всего к	1	2
215	или поздно	1	2
216	не можем	2	2
217	и наконец	4	2
218	что на	2	2
219	к нему	1	2
220	как кажется	1	1
221	доступ в	2	1
222	жизни но	1	1
223	к сожалению	1	1
224	во всем	1	1
225	об их	1	1
226	мире и	1	1
227	дает нам	1	1
228	лучшим доказательством	1	1
229	одних и	1	1
230	в свое	2	1
231	все что	4	1
232	или к	1	1
233	а другие	1	1
234	для всех	4	1
235	в более	1	1
236	было связано	1	1
237	в центре	1	1
238	что оно	2	1
239	один из	2	1
240	та же	1	1
241	перевести на	1	1
242	мир в	1	1
243	аналогии с	2	1
244	мы принуждены	1	1
245	в свой	1	1
246	это значение	1	1
247	нельзя сказать	1	1
248	как с	2	1
249	образом к	1	1
250	различие между	1	1
251	же законы	1	1
252	на вопрос	1	1
253	они являются	1	1
254	которая в	1	1
255	от нее	1	1
256	уже в	1	1
257	в жизни	2	1
258	внимание на	1	1
259	в состоянии	1	1
260	мы знаем	3	1
261	дело с	1	1
262	при этом	6	1
263	для него	6	1
264	значение имеют	1	1
265	и философии	1	1
266	следует что	1	1
267	в разных	1	1
268	с ним	2	1
269	что при	1	1
270	через некоторое	1	1
271	нас в	1	1
272	не являются	1	1
273	у нас	1	1
274	и другими	1	1
275	другую и	1	1
276	быть может	2	1
277	с их	3	1
278	весь мир	1	1
279	в русском	1	1
280	что между	1	1
281	господствует в	1	1
282	власти и	1	1
283	реальности это	1	1
284	однако не	1	1
285	а на	2	1
286	творчества и	1	1
287	связь с	1	1
288	существует только	2	1
289	оно не	2	1
290	как они	1	1
291	связи с	1	1
292	психологии и	1	1
293	особого рода	1	1
294	сущность этого	1	1
295	именно и	1	1
296	и сам	1	1
297	имеет значение	1	1
298	с ней	1	1
299	что его	1	1
300	на такой	1	1
301	так называемый	2	1
302	это состояние	1	1
303	это мы	1	1
304	что не	2	1
305	как его	1	1
306	в глубине	1	1
307	есть то	1	1
308	значение так	1	1
309	из всего	1	1
310	бы сделать	1	1
311	сводится к	2	1
