N	3gram	Bakhtin_Pr	Problemy
1	то же время	3	26
2	в то же	3	26
3	с точки зрения	6	25
4	по отношению к	19	18
5	и т п	13	18
6	к себе самому	1	18
7	человека из подполья	1	16
8	в этом смысле	3	16
9	на самом деле	3	15
10	не может быть	11	14
11	с самим собою	1	14
12	в большинстве случаев	5	12
13	но в то	1	11
14	до сих пор	1	10
15	в самом деле	3	9
16	в творчестве достоевского	1	9
17	с другой стороны	4	9
18	в том что	3	8
19	в его целом	5	8
20	и не может	2	8
21	и в то	2	7
22	бы то ни	3	7
23	к нему и	2	7
24	и т д	1	7
25	и в этом	1	7
26	между тем как	5	6
27	в отличие от	5	6
28	не входит в	4	6
29	то ни было	2	6
30	хотя бы и	1	5
31	дело идет о	1	5
32	в высшей степени	5	5
33	той или иной	2	5
34	и в нем	3	5
35	подобно тому как	1	5
36	можно было бы	3	5
37	и не в	1	4
38	его отношение к	1	4
39	тем не менее	3	4
40	самим собою и	1	4
41	сами по себе	1	4
42	так и в	2	4
43	а между тем	1	4
44	смысле этого слова	1	4
45	и прежде всего	5	4
46	как и в	1	4
47	зрения на мир	1	4
48	в этом отношении	2	4
49	хотя и не	1	4
50	на протяжении всего	1	4
51	а вовсе не	1	4
52	может быть и	1	4
53	все то что	3	3
54	можно сказать что	2	3
55	к своему предмету	1	3
56	как мы уже	1	3
57	в настоящее время	1	3
58	в данном случае	4	3
59	и в других	1	3
60	выходит за пределы	1	3
61	в том и	1	3
62	на то что	1	3
63	как бы уже	1	3
64	и в самом	1	3
65	на этот вопрос	1	3
66	в узком смысле	1	3
67	резко отличается от	1	3
68	в то время	1	3
69	как мы увидим	3	3
70	то время как	1	3
71	в него как	1	2
72	точка зрения на	1	2
73	можем сказать что	1	2
74	в себе все	1	2
75	внутреннего и внешнего	1	2
76	и в другом	1	2
77	то есть я	1	2
78	в том же	2	2
79	может войти в	1	2
80	для того чтобы	2	2
81	никогда не может	2	2
82	в свою очередь	1	2
83	дело в том	1	2
84	протяжении всего романа	1	2
85	чего бы то	1	2
86	мы можем сказать	2	2
87	в чем не	2	2
88	в нем не	1	2
89	то же самое	2	2
90	к тому что	1	2
91	в другом направлении	1	2
92	раз и навсегда	1	2
93	вовсе не как	1	2
94	и в романе	1	2
95	человека и его	1	2
96	что дело идет	1	2
97	том и в	1	2
98	должно отметить что	5	2
99	и со всею	1	2
100	то что в	1	2
101	может быть лишь	1	2
102	а следовательно и	1	2
103	в нем и	1	2
104	конечно не в	1	2
105	в художественном творчестве	9	2
106	отношению к нему	1	2
107	в самом произведении	1	2
108	себе и не	1	2
109	в значительной степени	1	2
110	таким образом и	1	2
111	за их пределы	2	2
112	только в этой	1	2
113	в лучшем случае	2	2
114	в этом произведении	1	2
115	не только в	2	2
116	лишь там где	2	2
117	ибо в нем	1	2
118	они ни были	1	2
119	и в том	1	2
120	в этом последнем	1	2
121	о мире и	1	2
122	оно может быть	1	2
123	ни в чем	2	2
124	конечно отнюдь не	1	1
125	является таким образом	1	1
126	и есть та	1	1
127	а рядом с	1	1
128	с первого же	1	1
129	одной стороны и	1	1
130	не о том	1	1
131	а в этом	1	1
132	и как бы	1	1
133	и с которым	1	1
134	это как бы	1	1
135	в этом направлении	1	1
136	становится как бы	1	1
137	в целом в	1	1
138	их и в	1	1
139	о том как	1	1
140	во всем последующем	1	1
141	до известной степени	1	1
142	в известной степени	2	1
143	и нисколько не	1	1
144	действительно может иметь	1	1
145	ни одной из	1	1
146	по сравнению с	1	1
147	мы здесь не	2	1
148	становится в нем	1	1
149	то что не	1	1
150	во всех его	4	1
151	независимо от их	1	1
152	о которых мы	1	1
153	могут быть поняты	2	1
154	рядом с ним	1	1
155	во всех отношениях	1	1
156	не только его	1	1
157	и независимо от	1	1
158	в ней в	1	1
159	и во всех	2	1
160	мы еще не	1	1
161	не может но	1	1
162	здесь же мы	1	1
163	от него он	1	1
164	который был бы	1	1
165	бы не было	1	1
166	то есть не	1	1
167	не в том	1	1
168	во что бы	1	1
169	не совпадает с	2	1
170	она не может	1	1
171	в строгом смысле	2	1
172	то чем является	1	1
173	и его значение	1	1
174	нее она не	1	1
175	может быть только	3	1
176	но именно поэтому	1	1
177	их он может	1	1
178	и как можно	1	1
179	еще нет здесь	1	1
180	дело конечно не	1	1
181	мы уже указывали	1	1
182	на себя самого	1	1
183	в первом случае	1	1
184	не чем иным	1	1
185	иметь в виду	1	1
186	что все эти	1	1
187	но несмотря на	1	1
188	тем что оно	1	1
189	иной чем в	1	1
190	в нем нет	1	1
191	как мы это	1	1
192	момент художественного произведения	2	1
193	по себе не	1	1
194	а в том	1	1
195	чем иным как	1	1
196	выйти за их	1	1
197	и пр в	1	1
198	художественное произведение в	3	1
199	в связи с	1	1
200	к которому он	1	1
201	самом же деле	1	1
202	не довлеет себе	2	1
203	в своем стремлении	1	1
204	лицом к лицу	1	1
205	одна из важнейших	1	1
206	им и не	1	1
