N	3gram	Vygotskiy_	VerxiiNi
1	вместе с тем	3	8
2	с одной стороны	6	7
3	с точки зрения	11	6
4	во всяком случае	6	6
5	друг с другом	2	5
6	а с другой	1	5
7	до сих пор	6	5
8	для того чтобы	17	5
9	более или менее	1	5
10	и вместе с	3	4
11	с тем чтобы	1	4
12	но все же	1	4
13	о том что	8	4
14	к тому же	2	4
15	в том что	20	3
16	и таким образом	1	3
17	так же как	2	3
18	точно так же	3	3
19	так или иначе	1	3
20	ничего общего с	2	2
21	с тем и	1	2
22	между этими двумя	1	2
23	то что он	3	2
24	на то что	16	2
25	с самого начала	10	2
26	то или иное	1	2
27	есть как бы	1	2
28	этой точки зрения	2	2
29	заключает в себе	1	2
30	то же самое	12	2
31	по сравнению с	1	2
32	можно сказать что	1	2
33	в этом отношении	1	2
34	в том виде	2	2
35	с этой точки	2	2
36	таким образом если	1	2
37	и в этом	6	2
38	может быть и	1	2
39	когда мы читаем	2	1
40	мы видели что	2	1
41	но совершенно ясно	2	1
42	как бы бьет	1	1
43	сами по себе	3	1
44	на каждом шагу	1	1
45	но при этом	1	1
46	сих пор не	1	1
47	в первом случае	1	1
48	сих пор было	1	1
49	точки зрения а	1	1
50	оно превращается в	1	1
51	совершенно ясно что	10	1
52	потому что в	2	1
53	не потому что	1	1
54	все более и	4	1
55	есть не более	1	1
56	в свою очередь	3	1
57	в одном и	1	1
58	и тот же	1	1
59	а между тем	1	1
60	с этим и	1	1
61	не только не	3	1
62	видную роль в	1	1
63	смысле этого слова	5	1
64	может и не	1	1
65	что это есть	2	1
66	речь идет о	5	1
67	он как бы	1	1
68	о морали в	1	1
69	тем что в	2	1
70	мы видим что	7	1
71	отправной точкой для	1	1
72	все это мы	1	1
73	не может быть	3	1
74	что оно является	1	1
75	в данном случае	5	1
76	мы имеем в	1	1
77	в том или	1	1
78	что в таком	2	1
79	и все же	1	1
80	и в общем	1	1
81	в отличие от	1	1
82	и никогда не	2	1
83	что в этой	3	1
84	стоит неизмеримо выше	1	1
85	а в том	1	1
86	по своему значению	2	1
87	не имеет никакого	3	1
88	из них не	1	1
89	с ней и	1	1
90	в прямом смысле	2	1
91	что в этом	2	1
92	и того же	1	1
93	один и тот	1	1
94	не более как	1	1
95	имеем в виду	2	1
96	что все эти	2	1
97	том что они	2	1
98	с тем что	3	1
99	том или ином	1	1
100	так чтобы не	1	1
101	еще при жизни	1	1
102	которые могли бы	1	1
103	ясно что и	1	1
104	и в сущности	2	1
105	в самом деле	29	1
106	в таком случае	1	1
107	к этому что	1	1
108	тот факт что	3	1
109	так называемой новой	1	1
110	указывает на то	4	1
111	но параллельно с	1	1
112	так как эти	1	1
113	состоит в том	2	1
114	несмотря на все	1	1
115	и что он	1	1
116	только то что	3	1
117	и что она	2	1
118	как бы в	1	1
119	в котором они	1	1
120	с другой стороны	5	1
121	тем и другим	1	1
122	уже говорили о	1	1
123	из этих частей	1	1
124	такую видную роль	1	1
125	утверждать что в	1	1
126	мы уже говорили	4	1
127	все это было	1	1
128	о том как	3	1
129	не в том	2	1
130	свидетельствует о том	1	1
131	ее вместе с	1	1
132	не совпадает с	2	1
133	того что оно	1	1
134	в то время	4	1
135	самом деле если	2	1
136	это и есть	2	1
137	могло бы быть	1	1
138	более и более	4	1
139	но они не	1	1
140	но по существу	1	1
141	к которым они	1	1
142	не только как	1	1
143	действия в самом	1	1
144	одного и того	1	1
145	совпадает с тем	1	1
146	и здесь не	1	1
