N	2gram	Vygotskiy_	StatiiOP
1	и в	55	103
2	в том	50	89
3	том что	46	77
4	в этом	30	76
5	что в	43	74
6	не только	24	60
7	и т	12	51
8	о том	24	47
9	у пушкина	1	46
10	но и	16	46
11	то что	69	44
12	что он	30	42
13	в его	8	42
14	и не	19	41
15	может быть	34	38
16	было бы	15	32
17	т д	6	32
18	в этой	15	31
19	вовсе не	8	31
20	тем что	8	29
21	все это	8	29
22	таким образом	35	28
23	в г	1	28
24	а в	7	27
25	а не	16	27
26	но в	7	26
27	что это	15	25
28	так и	6	25
29	этом отношении	3	24
30	в трагедии	21	24
31	и его	10	24
32	все же	11	23
33	точки зрения	15	23
34	не в	12	23
35	так что	8	23
36	потому что	48	23
37	пушкин в	1	22
38	для того	45	22
39	пушкин не	1	22
40	в которой	4	22
41	как в	4	22
42	того что	12	22
43	прежде всего	6	22
44	у нас	7	22
45	в области	2	22
46	того чтобы	43	21
47	до сих	9	20
48	это не	9	20
49	в своей	8	19
50	сих пор	9	19
51	т п	5	19
52	в то	6	19
53	только в	12	19
54	в котором	5	18
55	с другой	12	18
56	он не	10	18
57	пушкин и	1	18
58	об этом	5	18
59	не может	15	18
60	в самом	18	17
61	как на	15	17
62	в русской	1	17
63	самом деле	17	17
64	в россии	1	17
65	как бы	33	17
66	в данном	4	17
67	своей трагедии	4	17
68	в этих	3	16
69	с этим	4	16
70	сказать что	14	16
71	можно было	6	16
72	если бы	21	16
73	в ней	5	16
74	другой стороны	8	15
75	с тем	10	15
76	как и	9	15
77	по поводу	6	15
78	из этих	4	15
79	у него	9	15
80	и на	12	15
81	например в	2	15
82	в отношении	2	15
83	как раз	19	15
84	для него	5	15
85	также и	1	15
86	свою трагедию	1	15
87	то же	16	14
88	но все	5	14
89	так например	5	14
90	к тому	12	14
91	с точки	5	14
92	между тем	4	14
93	и что	45	14
94	была бы	4	14
95	в течение	2	14
96	в сцене	1	14
97	в той	3	13
98	именно в	9	13
99	во всяком	2	13
100	в своем	12	13
101	из них	7	13
102	в качестве	2	13
103	а с	7	13
104	в конце	10	13
105	в нем	13	13
106	вместе с	16	13
107	со стороны	3	13
108	всяком случае	1	13
109	но это	2	13
110	дело в	4	13
111	что касается	4	13
112	жизни и	8	13
113	тому что	11	13
114	в своих	9	12
115	не менее	1	12
116	хотя бы	5	12
117	что у	7	12
118	обстоятельство что	2	12
119	в первой	1	12
120	ни в	5	12
121	как например	2	12
122	так как	20	12
123	что они	11	12
124	того времени	1	12
125	в них	7	11
126	в другом	3	11
127	никогда не	15	11
128	не было	2	11
129	ясно что	10	11
130	и с	3	11
131	из его	4	11
132	у шекспира	8	11
133	того как	4	11
134	вопрос о	6	11
135	все эти	5	11
136	это было	4	11
137	то обстоятельство	2	11
138	на то	27	11
139	кроме того	1	10
140	не столько	1	10
141	в виду	5	10
142	речь идет	1	10
143	так же	19	10
144	в целом	7	10
145	что такое	2	10
146	что и	11	10
147	но он	6	10
148	пушкин говорит	1	10
149	во всех	6	10
150	а как	3	10
151	в каком	7	10
152	в истории	1	10
153	же время	2	10
154	ничего не	4	10
155	ответ на	5	10
156	на самом	9	10
157	но не	9	10
158	в частности	6	10
159	в начале	1	10
160	и к	5	9
161	с этой	5	9
162	говорит о	5	9
163	мне кажется	3	9
164	можно сказать	4	9
165	он был	3	9
166	в одном	5	9
167	говорит что	13	9
168	внимание на	4	9
169	несмотря на	5	9
170	его жизни	1	9
171	письме к	1	9
172	и это	13	9
173	в чем	1	9
174	в каждом	2	9
175	и тем	6	9
176	что эта	8	9
177	во время	4	9
178	не является	3	9
179	сам пушкин	1	9
180	времени и	5	9
181	что же	1	9
182	и для	13	9
183	для нас	9	9
184	что мы	12	9
185	там где	6	9
186	по этому	5	9
187	но ведь	2	8
188	в результате	6	8
189	и даже	4	8
190	в речи	1	8
191	связано с	1	8
192	по его	5	8
193	еще более	2	8
194	что она	10	8
195	к этому	5	8
196	связи с	2	8
197	одним из	1	8
198	действующих лиц	9	8
199	и др	2	8
200	могут быть	8	8
201	к сожалению	2	8
