N	2gram	Ircho_Kome	Problema
1	и в	37	182
2	и не	28	152
3	вовсе не	6	145
4	то что	5	144
5	не только	13	104
6	потому что	19	89
7	в этом	18	88
8	может быть	14	82
9	в том	24	81
10	том что	22	81
11	не просто	1	80
12	только в	3	73
13	сказать что	4	72
14	но и	18	70
15	у нас	1	68
16	и даже	6	66
17	по себе	1	64
18	не менее	9	58
19	о том	21	57
20	тем не	3	56
21	а не	5	56
22	так и	4	56
23	но в	7	55
24	так что	7	52
25	ни в	14	51
26	для нас	7	50
27	в себе	4	48
28	отнюдь не	5	48
29	смысле слова	1	47
30	при помощи	1	47
31	было бы	7	46
32	прежде всего	7	45
33	в своей	6	45
34	что в	11	44
35	в его	12	44
36	не в	7	43
37	все эти	1	43
38	то же	14	42
39	а именно	1	42
40	как раз	9	42
41	таким образом	16	42
42	если мы	2	42
43	и что	8	40
44	что он	15	40
45	так как	16	40
46	что мы	4	40
47	во всяком	3	39
48	не может	9	39
49	такого рода	2	39
50	и тем	4	39
51	в этой	7	39
52	как бы	7	39
53	хотя бы	5	37
54	никак не	2	37
55	в нем	8	37
56	того что	1	37
57	точки зрения	8	36
58	еще не	10	36
59	и все	6	36
60	и т	5	35
61	в виду	3	34
62	и с	5	34
63	как и	10	34
64	указывает на	1	34
65	же самое	3	33
66	в таком	2	33
67	не является	5	33
68	т д	1	33
69	здесь не	2	32
70	в то	14	32
71	но не	9	32
72	едва ли	16	32
73	так же	8	31
74	в своем	9	31
75	связи с	5	31
76	в конце	14	31
77	все это	7	31
78	ясно что	12	30
79	и для	7	30
80	с другой	5	30
81	настоящее время	1	30
82	в настоящее	1	30
83	в связи	4	29
84	все же	9	29
85	можно сказать	1	29
86	перед нами	1	29
87	как мы	6	29
88	об этом	12	29
89	что же	2	28
90	мы не	6	28
91	а в	12	28
92	и о	3	28
93	и это	4	27
94	и как	3	27
95	хотя и	6	27
96	ничего общего	1	27
97	ничего не	6	27
98	в результате	2	26
99	другой стороны	2	26
100	крайней мере	1	26
101	да и	3	26
102	как будто	3	26
103	вместе с	16	26
104	по крайней	1	26
105	это не	3	26
106	и его	10	26
107	мы можем	7	25
108	и на	6	25
109	тем самым	1	25
110	с точки	6	25
111	всяком случае	3	25
112	с тем	6	24
113	тем более	9	24
114	в нашем	1	24
115	не имеет	6	24
116	по своему	3	23
117	на то	3	23
118	при этом	11	23
119	тут же	8	23
120	в качестве	4	23
121	и притом	1	23
122	конце концов	3	23
123	то и	1	23
124	мы находим	1	23
125	и к	4	22
126	только на	1	22
127	никогда не	5	22
128	и является	1	22
129	нет ничего	4	22
130	его в	9	22
131	и от	3	22
132	и есть	3	22
133	и если	3	22
134	что и	12	22
135	в самом	17	21
136	сама по	1	21
137	мы должны	1	21
138	и ее	3	21
139	говорить о	6	21
140	для себя	1	21
141	а также	3	21
142	и без	2	21
143	и только	1	21
144	для того	9	20
145	но как	1	20
146	можно было	3	20
147	и потому	2	20
148	о чем	11	20
149	тем что	12	20
150	несмотря на	7	20
151	как о	3	20
152	или в	1	20
153	кроме того	1	19
154	в них	6	19
155	с ним	10	19
156	самом деле	13	19
157	в каком	1	19
158	но если	3	19
159	то это	5	19
160	уже в	3	19
161	то в	1	19
162	в отношении	4	19
163	но только	1	19
164	он не	11	19
165	если не	7	19
166	если бы	18	19
167	как в	4	19
168	жизни и	1	19
169	в этих	2	18
170	того же	9	18
171	не было	6	18
172	не будет	2	18
173	н э	2	18
174	в ее	3	18
175	того чтобы	9	18
176	в ней	7	18
177	без всякого	2	17
178	что они	3	17
179	во всех	4	17
180	и здесь	11	17
181	мы уже	1	17
182	ни о	1	17
183	что здесь	2	17
184	совершенно не	2	17
185	точно так	1	16
186	что она	10	16
187	будто бы	1	16
188	как это	5	16
189	он и	5	16
190	же в	3	16
191	для этого	3	16
192	но все	5	16
193	к тому	11	16
194	но даже	1	16
195	далеко не	3	16
196	и сам	11	15
197	с этим	5	15
198	в чем	7	15
199	всякого рода	3	15
200	в той	2	15
201	у него	10	15
202	что не	5	15
203	общего с	2	15
204	и более	1	15
205	здесь в	2	15
206	в частности	4	15
207	людей и	2	14
208	что все	1	14
209	с другими	2	14
210	сих пор	12	14
211	не так	4	14
212	этом случае	2	14
213	все равно	3	14
214	в котором	6	14
215	говорит о	2	14
216	нас в	1	14
217	до сих	12	14
218	в дальнейшем	5	14
219	то ни	4	14
220	за пределы	3	14
221	в н	1	14
222	нет никакой	1	14
223	же и	2	13
224	из них	11	13
225	тому что	5	13
226	из этого	2	13
227	бы и	1	13
228	или другой	1	13
229	мы имеем	4	13
230	в их	5	13
231	или даже	1	13
232	в области	3	13
233	который в	3	13
234	в других	4	13
235	мы в	3	13
236	дело в	1	13
237	на земле	2	12
238	в другом	2	12
239	он сам	1	12
240	с одной	5	12
241	в которой	6	12
242	время как	3	12
243	в самой	1	12
244	для них	1	12
245	так или	3	12
246	то время	3	12
247	на первый	1	12
248	в начале	5	12
249	не являются	1	12
250	что этот	1	12
251	в смысле	2	12
252	не будем	1	12
253	или иначе	3	12
254	нисколько не	3	12
255	не говоря	2	12
256	в целом	4	12
257	бы то	3	11
258	могли бы	1	11
259	жизни в	1	11
260	свидетельствует о	1	11
261	тот же	11	11
262	одной стороны	4	11
263	по поводу	1	11
264	к нему	8	11
265	только не	1	11
266	не о	3	11
267	что его	10	11
268	не могут	2	11
269	и у	4	11
270	в истории	2	11
271	и во	3	11
272	и их	1	11
273	в нашей	1	11
274	по этому	3	11
275	более или	2	10
276	что у	2	10
277	но он	3	10
278	что для	7	10
279	даже если	2	10
280	один из	6	10
281	со всеми	2	10
282	бы не	3	10
283	и всякий	2	10
284	все еще	2	10
285	в одном	3	10
286	представление о	2	10
287	все время	3	10
288	и сама	1	10
289	быть только	1	10
290	он в	2	10
291	однако в	5	10
292	из которых	7	10
293	относится к	1	10
294	или менее	2	10
295	быть и	1	10
296	слова и	1	10
297	и другие	1	9
298	говоря уже	2	9
299	с собой	4	9
300	в своих	4	9
301	их в	3	9
302	действительности а	1	9
303	вопрос о	2	9
304	нет и	4	9
305	что даже	1	9
306	представить себе	2	9
307	именно как	1	9
308	не очень	1	9
309	имеет ничего	1	9
310	в тех	4	9
311	не мешает	3	9
312	в которых	7	9
313	о котором	1	9
314	в трагедии	1	9
315	того как	5	9
316	однако не	1	9
317	а его	2	9
318	она не	3	9
319	этому поводу	1	9
320	которые в	1	9
321	само собой	5	9
322	в жизни	1	9
323	только для	2	9
324	на себе	2	9
325	бы в	5	9
326	не был	2	9
327	был бы	4	9
328	здесь мы	1	9
329	с ней	1	9
330	чем же	2	9
331	а может	1	9
332	и до	2	9
333	это было	1	9
334	жизнь и	1	9
335	как же	2	9
336	идет речь	2	9
337	и наконец	1	9
338	во всем	2	8
339	заметим что	1	8
340	только что	11	8
341	с этой	5	8
342	он был	6	8
343	и весь	1	8
344	конечно не	4	8
345	тем же	3	8
346	что при	1	8
347	от этого	1	8
348	между собой	5	8
349	а потом	1	8
350	тот или	1	8
351	и по	3	8
352	к сожалению	2	8
353	и при	1	8
354	к его	4	8
355	никто не	2	8
356	из этих	2	8
357	у эсхила	1	8
358	только с	1	8
359	значение в	1	8
360	мы будем	1	8
361	на его	5	8
362	еще в	1	8
363	вплоть до	2	8
364	которые не	1	8
365	как только	2	8
366	если в	4	8
367	входит в	1	8
368	и он	5	8
369	здесь нет	4	8
370	ни было	3	8
371	себе и	1	8
372	если же	2	8
373	в силу	2	8
374	и особенно	2	8
375	том как	5	8
376	знак в	1	8
377	в сознании	1	8
378	для него	1	8
379	в г	3	8
380	а то	1	8
381	является не	1	8
382	с самого	5	8
383	как он	5	8
384	даже в	3	7
385	его от	5	7
386	из себя	3	7
387	не обязательно	1	7
388	себе в	6	7
389	что их	4	7
390	но никак	1	7
391	иным как	1	7
392	меньше всего	5	7
393	а с	2	7
394	но вот	1	7
395	в случае	2	7
396	прометей у	1	7
397	жизни а	1	7
398	своего собственного	1	7
399	быть даже	1	7
400	виде как	1	7
401	эта последняя	1	7
402	к другому	2	7
403	и поэтому	5	7
404	это только	1	7
405	чем не	2	7
406	одной из	4	7
407	на этот	6	7
408	находятся в	1	7
409	была бы	2	7
410	в такой	1	7
411	мере в	1	7
412	с полным	4	7
413	это в	2	7
414	не можем	1	7
415	что на	1	7
416	еще более	4	7
417	он является	1	7
418	в это	2	7
419	же автора	2	7
420	уже о	2	7
421	самого начала	5	7
422	и все-таки	1	7
423	тому же	11	7
424	же как	1	7
425	до нас	7	7
426	даже не	5	7
427	однако и	1	7
428	за это	1	7
429	не на	3	7
430	и так	1	7
431	все они	1	7
432	в основе	3	7
433	о своем	1	7
434	времени и	2	7
435	друг друга	7	7
436	этой области	1	7
437	единичного и	1	7
438	же не	3	7
439	в эпоху	2	7
440	понимать как	1	7
441	говорят о	1	7
442	в какой	4	7
443	что касается	5	7
444	с которыми	1	6
445	не как	2	6
446	первый взгляд	1	6
447	в действительности	1	6
448	только как	2	6
449	не всегда	2	6
450	имеем в	2	6
451	видно что	2	6
452	на него	6	6
453	до конца	4	6
454	после этого	2	6
455	или не	1	6
456	и речи	4	6
