N	2gram	Tiupa_Narr	OGranits
1	и в	19	13
2	и его	5	12
3	прежде всего	4	9
4	может быть	25	8
5	и не	20	8
6	не может	10	8
7	и пр	1	7
8	в его	9	7
9	и т.п	8	7
10	точки зрения	10	7
11	таким образом	1	6
12	не только	32	6
13	только в	4	6
14	то что	11	6
15	как бы	4	6
16	языка и	2	5
17	хотя бы	4	5
18	с точки	2	5
19	и т.д	7	5
20	в процессе	1	5
21	все же	7	5
22	и эта	1	5
23	и наконец	1	5
24	мы можем	1	4
25	не является	8	4
26	мы не	1	4
27	то же	4	4
28	было бы	4	4
29	слов и	1	4
30	лишь в	1	4
31	материала в	1	4
32	на фоне	1	4
33	в двух	2	4
34	но в	6	4
35	что в	3	3
36	к одному	1	3
37	и то	1	3
38	ни один	1	3
39	и уже	1	3
40	так и	9	3
41	не как	2	3
42	говорить о	2	3
43	есть прежде	1	3
44	не столько	4	3
45	отношению к	6	3
46	по отношению	7	3
47	в пределах	2	3
48	в их	1	3
49	при анализе	1	3
50	в ее	3	3
51	здесь мы	1	3
52	самом деле	2	3
53	не в	14	3
54	и все	2	3
55	в себе	8	3
56	поэтической речи	1	3
57	да и	4	3
58	но и	23	3
59	и для	2	3
60	как и	7	3
61	точку зрения	4	3
62	никогда не	3	3
63	в области	2	2
64	своего рода	12	2
65	описания и	2	2
66	в самом	1	2
67	нет ничего	1	2
68	и к	1	2
69	что они	3	2
70	того или	2	2
71	может иметь	1	2
72	иное как	2	2
73	в данном	5	2
74	мы уже	1	2
75	а как	1	2
76	в этом	17	2
77	этой проблемы	1	2
78	что иное	2	2
79	и лингвистики	1	2
80	в общем	1	2
81	данном случае	4	2
82	героя и	4	2
83	которое мы	1	2
84	с одной	7	2
85	в произведении	3	2
86	мог бы	3	2
87	входит в	1	2
88	для себя	1	2
89	наконец в	2	2
90	и при	1	2
91	одной стороны	7	2
92	роль в	2	2
93	в другом	1	2
94	при этом	9	2
95	несмотря на	2	2
96	между тем	3	2
97	в полном	2	2
98	для него	2	2
99	и тем	4	2
100	и может	1	2
101	те же	4	2
102	в том	18	2
103	с этой	1	2
104	и является	1	2
105	в тех	1	2
106	вслед за	4	2
107	другой стороны	4	2
108	во времени	8	2
109	не что	2	2
110	не на	2	2
111	отношений между	1	2
112	от этого	1	2
113	так же	2	2
114	в них	1	2
115	а в	11	2
116	в жизненной	1	2
117	если бы	1	2
118	от всех	2	2
119	в ряд	1	2
120	а также	7	2
121	в книге	1	2
122	соответствии с	1	2
123	на две	1	2
124	в ней	3	2
125	тем что	3	2
126	и др	2	2
127	могут быть	3	2
128	вовсе не	1	2
129	в действительности	1	2
130	в связи	2	2
131	имеет место	4	2
132	объект и	1	2
133	форм но	1	2
134	во всей	2	2
135	с ними	1	2
136	все эти	2	2
137	с другой	8	2
138	как в	7	2
139	и внутренняя	1	2
140	не менее	3	2
141	нуждается в	5	2
142	не имеет	2	2
143	с историей	1	2
144	к предмету	1	2
145	в структуре	2	2
146	том что	14	2
147	в нем	4	2
148	уже в	3	2
149	или иного	2	2
150	не мог	4	2
151	а не	12	2
152	всей своей	2	2
153	в чем	1	2
154	в целом	1	2
155	и ее	2	2
156	тот же	1	2
157	собственно говоря	1	2
158	к тому	7	2
159	есть не	1	2
