N	2gram	Voloshinov	Literetu
1	а не	2	50
2	и не	8	47
3	не только	6	46
4	и в	13	44
5	может быть	8	43
6	при этом	2	41
7	но и	3	41
8	в том	2	39
9	в этом	2	38
10	своего рода	2	37
11	хх века	1	32
12	том что	2	32
13	такого рода	1	30
14	то что	6	29
15	в мире	1	28
16	то же	4	26
17	состоит в	1	26
18	как и	3	23
19	в то	1	23
20	не в	3	22
21	так и	3	22
22	не может	8	22
23	же время	1	21
24	и т.п	7	20
25	в себе	3	20
26	прежде всего	9	19
27	как бы	6	18
28	с другой	2	17
29	точки зрения	7	17
30	в его	7	17
31	в этой	1	16
32	не менее	2	15
33	только в	6	15
34	в целом	2	15
35	по отношению	3	14
36	что он	1	14
37	эстетического объекта	5	13
38	в своем	1	13
39	с одной	2	13
40	как это	1	13
41	в хх	1	13
42	но не	1	13
43	и его	12	13
44	в своей	4	12
45	в данном	2	12
46	одной стороны	2	12
47	одним из	1	12
48	хх веке	1	12
49	еще не	1	12
50	отношению к	3	12
51	а также	2	12
52	не столько	3	11
53	в другом	2	11
54	никогда не	3	11
55	в конечном	1	11
56	столь же	1	11
57	еще в	2	11
58	вместе с	1	11
59	как в	2	11
60	в основе	1	11
61	в отличие	1	11
62	с его	1	11
63	данном случае	2	11
64	отличие от	1	11
65	а в	2	11
66	конечном счете	1	10
67	в ее	3	10
68	что в	3	10
69	для себя	2	10
70	потому что	1	10
71	этом отношении	1	10
72	отнюдь не	1	10
73	в области	2	10
74	с этой	2	9
75	к тому	2	9
76	связи с	1	9
77	один из	1	9
78	в поэзии	5	9
79	одно из	1	9
80	в начале	1	9
81	и т.д	5	9
82	лишь в	4	9
83	быть может	1	8
84	в своих	2	8
85	тем что	2	8
86	все же	5	8
87	одна из	1	8
88	того же	1	8
89	едва ли	1	8
90	ли не	1	8
91	с точки	5	8
92	на себя	1	8
93	в конце	1	8
94	художественного творчества	1	8
95	слова и	2	8
96	соответствии с	2	8
97	но в	4	8
98	уже в	2	8
99	для него	2	8
100	и как	1	8
101	в искусстве	3	8
102	вплоть до	1	8
103	в самом	2	7
104	в одном	3	7
105	другой стороны	2	7
106	для всех	1	7
107	на фоне	4	7
108	для этого	1	7
109	не как	3	7
110	говоря словами	1	7
111	и тем	2	7
112	в нем	2	7
113	из того	1	7
114	по своей	1	7
115	наконец в	2	7
116	до конца	1	7
117	и для	3	7
118	он и	1	7
119	в их	3	7
120	так в	1	7
121	и других	1	7
122	тому как	1	7
123	в виду	1	6
124	например в	1	6
125	и он	1	6
126	его в	1	6
127	не было	1	6
128	эстетический объект	7	6
129	в каждом	4	6
130	было бы	4	6
131	подобно тому	1	6
132	с ее	1	6
133	с миром	1	6
134	самом деле	3	6
135	как о	1	6
136	еще и	4	6
137	и др	2	6
138	и то	3	6
139	в ней	2	6
