N	3gram	Bakhtin_Fr	Komedia
1	в том что	8	29
2	к тому же	3	21
3	в то же	14	16
4	то же время	14	16
5	до сих пор	3	16
6	в самом деле	2	13
7	о том что	5	13
8	для того чтобы	8	11
9	в то время	3	11
10	в свою очередь	1	10
11	по отношению к	1	9
12	вместе с тем	2	9
13	с одной стороны	2	9
14	с другой стороны	2	8
15	и в самом	1	8
16	в конце концов	1	7
17	дошедших до нас	1	7
18	с самого начала	3	7
19	в отличие от	3	6
20	в том числе	6	6
21	в связи с	5	6
22	с точки зрения	5	6
23	после того как	1	6
24	что он не	1	5
25	о том как	2	5
26	к этому времени	1	5
27	то же самое	3	5
28	в этом отношении	7	5
29	у того же	1	5
30	тем не менее	1	5
31	и тот же	2	4
32	в самом начале	2	4
33	именно потому что	1	4
34	в обоих случаях	1	4
35	в этой области	1	4
36	в это время	1	4
37	так как он	1	4
38	независимо от того	1	4
39	можно было бы	2	4
40	что и в	2	4
41	мы можем судить	1	4
42	в том же	1	3
43	друг от друга	1	3
44	более или менее	2	3
45	друг с другом	2	3
46	в соответствии с	1	3
47	в чем не	1	3
48	хотя и не	1	3
49	сих пор не	1	3
50	но и в	3	3
51	в чем же	3	3
52	один и тот	1	3
53	и к тому	1	3
54	таким образом в	3	3
55	здесь нет и	1	3
56	внешней и внутренней	1	3
57	и речи о	1	3
58	если бы он	1	3
59	том числе и	3	3
60	ни в чем	1	3
61	одной стороны и	1	2
62	в конечном счете	1	2
63	в большинстве случаев	5	2
64	в каждом из	1	2
65	то что не	1	2
66	как он был	1	2
67	он и не	1	2
68	потому что в	1	2
69	как и в	1	2
70	так и в	1	2
71	о том насколько	1	2
72	в разговоре с	1	2
73	в первом случае	3	2
74	в зависимости от	1	2
75	и таким образом	1	2
76	и в то	3	2
77	том что в	1	2
78	в нем не	4	2
79	на первый план	3	2
80	знаешь ли ты	1	2
81	в основе своей	1	2
82	для этой цели	1	2
83	в течение всей	1	2
84	и в тех	1	2
85	в одной из	2	2
86	таким образом и	2	2
87	подобно тому как	2	2
88	так же как	4	2
89	и не менее	1	2
90	не только в	1	2
91	только для того	2	2
92	как мы видели	4	2
93	ни в одном	1	2
94	в этой же	2	2
95	в разной степени	1	2
96	пор не было	1	2
97	как и во	2	1
98	в своем доме	1	1
99	но и не	1	1
100	соответствии с этим	1	1
101	в год и	1	1
102	и если в	1	1
103	бы при этом	1	1
104	с тем он	1	1
105	то время когда	1	1
106	и с его	1	1
107	но вместе с	1	1
108	все проявления его	1	1
109	мы не находим	1	1
110	не дает нам	1	1
111	никак не может	2	1
112	можем сказать что	1	1
113	не может быть	4	1
114	в г в	1	1
115	едой и питьем	1	1
116	того чтобы не	1	1
117	времени потому что	1	1
118	как было сказано	1	1
119	это в известной	1	1
120	имеется в виду	2	1
121	можно сказать что	4	1
122	дошедшим до нас	1	1
123	его современников и	1	1
124	да и в	1	1
125	до наших дней	1	1
126	не представляется возможным	1	1
127	в течение всего	1	1
128	за пиршественным столом	1	1
129	если они не	1	1
130	в коем случае	1	1
131	и независимо от	1	1
132	и во всех	3	1
133	был одним из	1	1
134	потому что она	2	1
135	что в доме	1	1
136	в этой пьесе	1	1
137	как мы уже	6	1
138	но ни в	1	1
139	сказать несколько слов	1	1
140	одного и того	1	1
141	брань по адресу	1	1
142	по своему содержанию	1	1
143	на фоне этих	1	1
144	но он не	1	1
145	рассказывает о том	1	1
146	и если бы	1	1
147	и в конце	1	1
148	один из участников	1	1
149	в конце xv	1	1
150	ничего общего с	1	1
151	по своему характеру	1	1
152	мы можем сказать	1	1
153	ни в коем	1	1
154	ни о чем	1	1
155	сходить с ума	1	1
156	вместо того чтобы	1	1
157	большей или меньшей	1	1
158	а вслед за	1	1
159	в полной мере	1	1
160	и прежде всего	4	1
161	в данном случае	4	1
162	до нас дошли	1	1
163	и мы можем	1	1
164	можно говорить о	2	1
165	идет в этой	1	1
166	народ и его	1	1
167	так же точно	1	1
168	они принадлежат к	1	1
169	мы уже знаем	1	1
170	и того же	1	1
171	если бы и	1	1
172	по этому поводу	1	1
173	это вовсе не	1	1
174	до нас пьесам	1	1
175	не нуждается в	2	1
176	в системе образов	2	1
177	в стороне от	1	1
178	многие из этих	1	1
179	больше того на	1	1
180	в одном случае	1	1
181	на базарной площади	1	1
182	все это конечно	1	1
183	и здесь все	1	1
184	сих пор еще	2	1
185	в значительной степени	1	1
186	к участию в	1	1
187	его в своем	1	1
188	и не может	1	1
189	по тому же	2	1
190	описывает во всех	1	1
191	видели как бы	1	1
192	его ничем не	1	1
193	той или иной	1	1
194	не мог не	1	1
195	хотя он и	1	1
196	мы находим в	2	1
197	мы еще вернемся	1	1
198	и вот в	1	1
199	он не только	2	1
200	в ней и	2	1
201	же время он	1	1
202	не имеет значения	1	1
203	в нашем отрывке	1	1
204	с того что	1	1
205	потому что он	3	1
206	что у нее	1	1
207	в сущности одна	1	1
208	и без того	1	1
209	и вовсе не	3	1
210	как составная часть	1	1
211	как бы в	2	1
212	же самое что	1	1
213	концы с концами	1	1
214	то что в	1	1
215	во время своего	1	1
216	в так называемой	1	1
217	в любовных делах	2	1
218	он не может	1	1
219	образом и здесь	1	1
220	внешнее и внутреннее	2	1
221	связи с этим	3	1
222	дело доходит до	2	1
223	в его творчестве	1	1
224	так как все	1	1
225	на этот вопрос	1	1
226	того чтобы его	1	1
227	в сущности к	1	1
228	так и особенно	1	1
229	так как его	1	1
230	из самых замечательных	1	1
231	уже знакомые нам	1	1
232	во всех трех	1	1
233	почти во всех	1	1
234	другой стороны в	1	1
235	не что иное	1	1
236	и в частности	1	1
237	и та же	1	1
238	сущности одна и	1	1
239	жизни в г	1	1
240	в отрыве от	2	1
241	в лучшем случае	1	1
242	мы находим у	1	1
243	и в мыслях	1	1
244	нового времени в	2	1
245	и в своей	1	1
246	не упускает случая	1	1
247	и все остальные	1	1
248	у своего отца	1	1
249	том что эта	1	1
250	еще в одном	1	1
251	ему надо было	1	1
252	не находим в	1	1
253	он не мог	1	1
254	правда не о	1	1
255	хотя бы в	2	1
256	же как и	2	1
257	честь богини цереры	1	1
258	в нем только	1	1
259	сходство между ними	1	1
260	тем что она	1	1
261	достигается тем что	1	1
262	одна и та	1	1
263	можем судить о	1	1
264	достаточно сказать что	1	1
265	что иное как	1	1
266	дошедшие до нас	1	1
267	самым существенным образом	1	1
268	том что ему	1	1
269	во время этой	1	1
270	в честь богини	1	1
271	один из самых	1	1
272	взад и вперед	1	1
273	в виду что	1	1
274	этим объясняется что	1	1
275	и самый характер	1	1
276	мы не можем	1	1
277	в другом случае	1	1
278	потому что они	1	1
