N	2gram	Voloshinov	slovoVRo
1	и в	12	92
2	то есть	1	64
3	может быть	14	59
4	и его	13	59
5	в нем	6	59
6	и не	10	51
7	не только	4	44
8	не может	16	41
9	но и	3	39
10	до конца	2	37
11	в этом	4	36
12	а не	5	34
13	во всех	1	32
14	точки зрения	14	30
15	так и	4	30
16	могут быть	2	29
17	и др	5	29
18	в пределах	3	29
19	в его	2	27
20	языка в	1	25
21	все это	3	25
22	как бы	13	24
23	слова и	6	24
24	слово в	3	24
25	то же	5	23
26	и на	4	22
27	как в	5	21
28	не в	4	21
29	вовсе не	1	21
30	в процессе	6	20
31	в то	2	20
32	прежде всего	8	19
33	как мы	1	19
34	с ним	3	18
35	как и	5	18
36	же время	1	18
37	себя в	1	18
38	таким образом	12	17
39	оно не	2	17
40	все же	4	17
41	в основе	1	17
42	в истории	1	17
43	все эти	3	17
44	в большинстве	1	17
45	при этом	6	16
46	в них	3	16
47	но в	5	16
48	и с	3	15
49	человек и	1	15
50	с точки	2	15
51	там где	2	15
52	только в	6	14
53	в особенности	2	13
54	отношении к	3	13
55	в слове	1	13
56	это не	2	13
57	с другой	4	13
58	с его	2	13
59	точка зрения	3	13
60	рядом с	1	13
61	и следовательно	5	13
62	и для	3	13
63	и к	4	12
64	в отношении	2	12
65	еще не	3	12
66	во всяком	1	12
67	никогда не	5	12
68	и потому	2	12
69	словом и	2	12
70	точек зрения	3	12
71	отношение к	4	12
72	и наконец	3	12
73	в этих	2	11
74	для него	3	11
75	с одной	2	11
76	одной стороны	2	11
77	слова как	1	11
78	зрения на	1	10
79	и их	1	10
80	и все	2	10
81	уже не	4	10
82	все они	2	10
83	в своем	2	10
84	в том	6	10
85	с другими	2	10
86	она не	2	10
87	в себе	3	10
88	далеко не	1	10
89	в основном	2	9
90	более или	1	9
91	в своей	3	9
92	конечно не	3	9
93	сказать что	7	9
94	так как	9	9
95	его в	4	9
96	в смысле	1	9
97	или менее	1	9
98	героя и	5	9
99	и мир	1	9
100	он не	2	9
101	быть и	3	9
102	но не	2	9
103	с ее	1	9
104	к нему	4	9
105	более того	2	9
106	в самом	4	8
107	для нас	7	8
108	не на	1	8
109	не могут	1	8
110	может стать	2	8
111	зависимости от	4	8
112	в поэтическом	1	8
113	в значительной	1	8
114	все время	6	8
115	в зависимости	2	8
116	всяком случае	1	8
117	входит в	1	8
118	в одной	1	8
119	в ней	6	8
120	от него	1	7
121	еще более	1	7
122	кроме того	2	7
123	но все	2	7
124	например в	1	7
125	том что	5	7
126	перед нами	1	7
127	сливается с	2	7
128	автора и	2	7
129	и иных	1	7
130	известной степени	2	7
131	значительной степени	1	7
132	здесь не	3	7
133	друг друга	1	7
134	стиля и	1	7
135	по преимуществу	1	7
136	у него	1	7
137	не было	1	7
138	связи с	1	7
139	в таком	1	7
140	мы уже	1	7
141	ту же	1	7
142	за пределы	4	7
143	жизни и	4	7
144	в целом	1	7
145	что в	2	6
146	и здесь	2	6
147	дело с	2	6
148	в одном	1	6
149	ни в	3	6
150	другой стороны	2	6
151	по себе	3	6
152	именно в	1	6
153	подхода к	1	6
154	поэтического стиля	1	6
155	себя и	2	6
156	можно сказать	5	6
157	в свою	1	6
158	слов и	1	6
159	как к	3	6
