N	3gram	Losev_Dial	PoTuStor
1	с точки зрения	25	6
2	на самом деле	1	4
3	с самого начала	1	4
4	до сих пор	1	3
5	не может быть	12	3
6	в чем не	1	3
7	по крайней мере	10	3
8	в этом смысле	1	3
9	по сравнению с	1	3
10	во всяком случае	3	3
11	можно сказать что	1	3
12	ни в чем	2	3
13	и пр и	2	3
14	и к отцу	1	2
15	в конечном счете	1	2
16	так же как	2	2
17	в нем нет	2	2
18	и может быть	1	2
19	о том что	6	2
20	не могут быть	3	2
21	в самом деле	6	2
22	пр и пр	1	2
23	друг на друга	1	2
24	и в этом	4	2
25	со всех сторон	1	1
26	другими словами мы	1	1
27	одних и тех	2	1
28	и с ними	1	1
29	в том что	12	1
30	в глубине ее	1	1
31	даже тогда когда	1	1
32	нечто третье что	1	1
33	мы не можем	2	1
34	к отцу и	2	1
35	или что оно	1	1
36	не что иное	6	1
37	рано или поздно	1	1
38	и та же	3	1
39	полной самостоятельности и	1	1
40	что иное как	6	1
41	не чем иным	1	1
42	ни в коем	4	1
43	а в конце	1	1
44	той или иной	2	1
45	вместе с ним	1	1
46	и говорить о	1	1
47	sine qua non	1	1
48	подобно тому как	5	1
49	внешний мир в	1	1
50	ничего общего не	2	1
51	самом деле есть	1	1
52	в применении к	1	1
53	все что угодно	1	1
54	только одна из	1	1
55	а вместе с	1	1
56	и таким образом	1	1
57	и прежде всего	6	1
58	в данном случае	3	1
59	мы имеем в	1	1
60	как бы второе	1	1
61	в этот момент	1	1
62	что в них	1	1
63	в том смысле	1	1
64	как это было	1	1
65	есть прежде всего	4	1
66	и можно сказать	1	1
67	в себя и	1	1
68	ничего не говорит	5	1
69	несводимы одна на	1	1
70	может быть даже	1	1
71	чем иным как	1	1
72	же как и	1	1
73	и пр в	2	1
74	то ни было	1	1
75	имеем в виду	1	1
76	а иногда и	1	1
77	в философии и	1	1
78	этой точки зрения	4	1
79	и притом чисто	2	1
80	в свое время	1	1
81	одна и та	3	1
82	на своем месте	1	1
83	с этой точки	4	1
84	то же самое	1	1
85	конечно с точки	1	1
86	и к ним	1	1
87	в коем случае	4	1
88	для того чтобы	1	1
89	из этих трех	1	1
90	мы еще не	1	1
91	есть в сущности	2	1
92	и что он	1	1
93	и в чем	3	1
94	с одной стороны	3	1
95	на первый план	4	1
96	и пр это	2	1
97	даже не на	1	1
98	и об его	1	1
99	и ни в	1	1
100	и даже более	1	1
101	в этом отношении	2	1
102	указать только на	1	1
103	нет ничего удивительного	1	1
104	связи с этим	1	1
105	и тех же	2	1
106	одна на другую	1	1
107	это и есть	4	1
108	на наших глазах	1	1
109	бы то ни	2	1
110	в основе их	1	1
111	но даже и	3	1
112	зависит от того	1	1
113	свой смысл и	1	1
114	в связи с	3	1
115	случае не может	1	1
116	уже не может	1	1
117	может быть только	1	1
