N	3gram	Tiupa_Hudo	SlovoVZh
1	по отношению к	10	11
2	в нашем примере	1	7
3	не может быть	4	7
4	можно сказать что	3	5
5	в том что	8	4
6	и по отношению	1	3
7	в художественном произведении	1	3
8	то ни было	2	3
9	этой точки зрения	2	3
10	бы то ни	2	3
11	тем не менее	3	3
12	может быть и	2	3
13	имеем в виду	3	2
14	и для других	1	2
15	одной стороны и	1	2
16	то же самое	1	2
17	одно и то	3	2
18	в отношении к	2	2
19	в зависимости от	1	2
20	к автору и	1	2
21	с одной стороны	3	2
22	с другой стороны	6	2
23	до известной степени	2	2
24	и то же	3	2
25	с точки зрения	3	2
26	в настоящее время	1	2
27	должен занимать особую	1	1
28	отношению к герою	2	1
29	для него не	1	1
30	отношению к которому	1	1
31	лингвистической точки зрения	1	1
32	свое незаместимое место	1	1
33	о том что	1	1
34	включает в себя	2	1
35	в противном случае	2	1
36	бы они ни	1	1
37	автору и по	1	1
38	в самом деле	2	1
39	случае мы имеем	1	1
40	искусства и в	1	1
41	в том и	2	1
42	в свою очередь	2	1
43	искусства может быть	2	1
44	во внутренней речи	1	1
45	и в частности	1	1
46	к нему как	1	1
47	как и в	1	1
48	место в событии	1	1
49	какой бы то	1	1
50	сама по себе	2	1
51	занимать особую притом	1	1
52	ни в коем	2	1
53	двустороннюю позицию в	1	1
54	и для него	1	1
55	особую притом двустороннюю	1	1
56	между тем это	1	1
57	никогда не бывает	1	1
58	в коем случае	2	1
59	но в то	1	1
60	имеем дело с	1	1
61	в лучшем случае	1	1
62	внутренней речи с	1	1
63	только то что	1	1
64	и тем же	1	1
65	подобно тому как	3	1
66	и его носителя	1	1
67	в нем по	1	1
68	в конечном счете	5	1
69	и в пространстве	1	1
70	творчества он должен	1	1
71	притом двустороннюю позицию	1	1
72	внутренней и внешней	2	1
73	в основе своей	2	1
74	он еще не	1	1
75	нем по отношению	1	1
76	так же как	1	1
77	то же время	7	1
78	тех или иных	2	1
79	не совпадает с	1	1
80	точки зрения не	1	1
81	в событии художественного	1	1
82	и прежде всего	2	1
83	позицию в нем	1	1
84	более или менее	6	1
85	в то же	7	1
86	мы имеем в	3	1
87	в значительной степени	2	1
88	отношению к автору	1	1
89	позицию по отношению	1	1
90	при этом особенно	1	1
91	незаместимое место в	1	1
92	мы имеем дело	2	1
93	они не входят	1	1
94	на второй план	1	1
95	по крайней мере	1	1
96	в частности в	1	1
97	в истории литературы	1	1
98	художественного творчества он	1	1
99	в то время	1	1
100	в этом смысле	3	1
101	в русской литературе	2	1
102	художественного произведения с	1	1
103	художественное произведение взятое	1	1
104	в виду не	3	1
105	он должен занимать	1	1
106	при таком понимании	1	1
107	жизни за пределами	1	1
108	внутренней речи а	1	1
109	одним и тем	1	1
110	к тому же	1	1
111	они ни были	1	1
112	событии художественного творчества	1	1
113	к вопросу о	1	1
