N	2gram	Losev_Dial	PoTuStor
1	может быть	30	17
2	и в	34	16
3	и пр	16	12
4	таким образом	14	9
5	в этом	14	9
6	прежде всего	20	9
7	мы можем	3	9
8	и проч	1	9
9	и только	6	9
10	совершенно не	6	8
11	точки зрения	43	8
12	и с	10	8
13	не может	29	8
14	и его	8	8
15	не только	35	7
16	сказать что	7	7
17	с его	7	7
18	и к	5	6
19	при этом	7	6
20	для него	4	6
21	самом деле	7	6
22	к отцу	2	6
23	я и	2	6
24	и это	12	6
25	конечно не	6	6
26	с точки	25	6
27	что такое	25	5
28	ни в	20	5
29	все эти	4	5
30	в чем	11	5
31	еще не	7	5
32	сознание и	4	5
33	как бы	19	5
34	отношение к	1	5
35	в него	2	5
36	а потому	1	4
37	все что	3	4
38	для всех	1	4
39	и на	6	4
40	так как	12	4
41	все это	13	4
42	в его	6	4
43	так и	11	4
44	на самом	2	4
45	его в	2	4
46	и даже	21	4
47	и все	17	4
48	с ними	3	4
49	только в	10	4
50	и не	50	4
51	можно сказать	5	4
52	с самого	1	4
53	но и	14	4
54	хотя бы	9	4
55	и может	2	4
56	и их	1	4
57	самого начала	1	4
58	в этой	3	4
59	как мы	4	4
60	отнюдь не	16	4
61	в нем	7	4
62	с ее	10	4
63	в один	2	4
64	и ее	8	4
65	и наконец	2	4
66	но в	3	4
67	и вот	13	3
68	до сих	1	3
69	к себе	1	3
70	в том	17	3
71	мы знаем	3	3
72	те же	1	3
73	с другими	1	3
74	с их	4	3
75	между ними	1	3
76	в конечном	1	3
77	их в	2	3
78	отношения к	4	3
79	этом смысле	1	3
80	учение о	11	3
81	и как	13	3
82	что в	12	3
83	и она	4	3
84	том что	18	3
85	вместе с	3	3
86	на этом	3	3
87	в этих	3	3
88	мира и	3	3
89	и художественного	1	3
90	сравнению с	1	3
91	и оно	1	3
92	во всех	2	3
93	но оно	2	3
94	принципом реальности	1	3
95	во всяком	5	3
96	и потому	6	3
97	в основе	6	3
98	и притом	10	3
99	тех же	2	3
100	принцип реальности	1	3
101	только как	7	3
102	по сравнению	1	3
103	сознательное и	1	3
104	по крайней	10	3
105	как это	8	3
106	только на	8	3
107	в одном	3	3
108	даже не	8	3
109	пр и	2	3
110	чем не	1	3
111	а в	3	3
112	то что	25	3
113	никаких оснований	1	3
114	могут быть	5	3
115	и есть	24	3
116	сих пор	1	3
