N	3gram	Tiupa_Anal	Problema
1	тем не менее	3	56
2	о том что	8	39
3	в том что	13	37
4	то же самое	3	30
5	в связи с	2	29
6	в данном случае	3	28
7	той или иной	8	26
8	по крайней мере	4	26
9	во всяком случае	1	25
10	с другой стороны	2	25
11	с точки зрения	6	25
12	в таком случае	5	23
13	содержит в себе	3	23
14	сам по себе	1	21
15	сама по себе	1	21
16	и то что	1	20
17	на то что	2	19
18	в этом смысле	3	19
19	как раз и	2	18
20	для того чтобы	3	17
21	то есть в	2	17
22	в то же	9	17
23	же самое время	2	16
24	то что мы	1	15
25	как будто бы	1	14
26	до сих пор	1	14
27	не что иное	5	14
28	что иное как	6	14
29	в этом случае	4	14
30	сами по себе	3	13
31	того или иного	3	13
32	можно было бы	1	13
33	не может быть	17	12
34	так или иначе	1	12
35	и в частности	1	12
36	и в этом	4	12
37	можно сказать что	1	12
38	тех или иных	3	11
39	есть не что	4	11
40	бы то ни	3	11
41	с одной стороны	6	11
42	в той или	3	10
43	по своему содержанию	1	10
44	и тем самым	2	10
45	не только не	2	10
46	вместе с тем	1	10
47	более или менее	2	10
48	не только в	3	10
49	что же касается	1	9
50	то и другое	1	9
51	не говоря уже	1	9
52	никак не может	1	8
53	самом же деле	1	8
54	на самом же	1	8
55	только в том	1	8
56	только тогда когда	1	8
57	заключается в том	1	8
58	о том как	1	7
59	говоря уже о	1	7
60	но в таком	1	7
61	к тому же	6	7
62	но и в	3	7
63	имеется в виду	1	7
64	то или иное	1	7
65	в том или	3	7
66	и как бы	1	6
67	а то что	1	6
68	в самом деле	3	6
69	и то же	2	6
70	но отнюдь не	2	6
71	крайней мере в	1	6
72	то ни было	3	6
73	в том смысле	1	6
74	на первый взгляд	1	6
75	в этом отношении	5	6
76	в собственном смысле	1	5
77	хотя бы и	1	5
78	свидетельствует о том	1	5
79	на этот раз	1	5
80	в первую очередь	1	5
81	имеем в виду	1	5
82	нам представляется что	1	5
83	в том виде	1	5
84	том смысле что	1	5
85	в том числе	3	5
86	сказать и о	1	5
87	до некоторой степени	1	5
88	в зависимости от	1	5
89	с той или	2	5
90	а вовсе не	1	5
91	также и на	1	5
92	том или ином	4	5
93	одно и то	2	5
94	не менее в	1	5
95	том что он	2	5
96	дело не в	2	4
97	в коем случае	2	4
98	том числе и	1	4
99	и вместе с	1	4
100	мы имеем дело	7	4
101	и тем же	1	4
102	в том чтобы	7	4
103	этой точки зрения	2	4
104	до тех пор	1	4
105	все же не	1	4
106	он не есть	1	4
107	также и в	1	4
108	в себе не	1	4
109	в себе все	1	4
110	собственном смысле слова	1	4
111	ни в коем	2	4
112	а с другой	1	4
113	в этих случаях	1	4
114	равно как и	1	4
115	и не в	4	4
116	одним и тем	1	4
117	подобно тому как	5	4
118	во всех этих	1	4
119	там и здесь	1	4
120	в таких случаях	1	4
121	бы мы ни	1	3
122	ставит перед собой	1	3
123	все еще не	1	3
124	нельзя сказать что	1	3
125	но если бы	1	3
126	в отличие от	8	3
127	и того же	2	3
128	к тому что	2	3
129	в тех случаях	1	3
130	далеко не всякий	1	3
131	как и в	2	3
132	здесь мы имеем	1	3
133	в результате чего	2	3
134	именно в этом	2	3
135	тех случаях когда	1	3
136	не сам по	1	3
137	как мы увидим	1	3
138	с этой точки	2	3
139	если бы он	1	3
140	который в своей	1	3
141	отнюдь не является	1	3
142	несмотря на то	1	3
143	одного и того	2	3
144	то что она	1	3
145	в известном смысле	2	3
146	того что мы	1	3
147	далеко не все	1	3
148	но в то	2	3
149	или лучше сказать	1	3
150	далеко не всегда	2	3
151	в сущности говоря	1	3
152	но то что	1	2
153	по отношению к	9	2
154	и т п	3	2
155	а не так	1	2
156	не говорит о	1	2
157	ничего не говорит	1	2
158	ю м лотмана	1	2
159	как и его	1	2
160	теории литературы и	1	2
161	из которых состоит	1	2
162	а в том	1	2
163	с ним в	1	2
164	не совпадает с	1	2
165	в частности в	2	2
166	сказать что в	1	2
167	между тем как	2	2
168	точки зрения в	1	2
169	не имеет никаких	1	2
170	в области гуманитарных	1	2
171	не только для	1	2
172	мысль о том	1	2
173	то есть на	1	2
174	что в конце	1	2
175	и особенно в	1	2
176	до такой степени	1	2
177	это не так	1	2
178	только в его	1	2
179	в последние десятилетия	1	2
180	один и тот	1	2
181	в виду не	1	2
182	но и не	5	2
183	с самим собою	1	2
184	того и другого	2	2
185	и тем что	1	2
186	выходит за пределы	1	2
187	и все же	2	2
188	сколько бы мы	1	2
189	на том или	1	2
190	все того же	2	2
191	как и во	1	2
192	и тот же	2	2
193	а не только	2	2
194	в себе в	1	2
195	мы имеем в	1	2
196	уже содержит в	1	2
197	в том же	1	2
198	чего бы то	1	2
199	к тому или	1	2
200	как мы это	1	2
201	не было и	1	2
202	а не в	3	2
203	вещи и не	1	2
204	в свою очередь	1	2
205	или хотя бы	1	2
206	и не может	4	2
207	тому или иному	2	2
208	внимание на то	1	2
209	случае не есть	1	2
210	в том и	2	2
211	а то и	1	2
212	а вместе с	1	2
213	в том случае	1	2
214	здесь как и	1	2
215	и той же	1	2
216	она есть нечто	1	2
217	мы встречаемся с	1	2
218	по себе в	1	2
219	и за пределы	1	2
220	что не есть	1	2
221	он может быть	1	2
222	одной и той	1	2
223	но о том	3	2
224	и в самом	3	2
225	времени и пространстве	5	2
226	и там и	1	2
227	в основе своей	2	2
228	речи то есть	1	1
229	то он не	1	1
230	а тем самым	1	1
231	этого слова как	1	1
232	говорится и о	1	1
233	каждый из которых	1	1
234	так что оно	1	1
235	но не сам	1	1
236	мере в какой	2	1
237	же не есть	1	1
238	в целом но	1	1
239	виду не только	1	1
240	то есть вне	1	1
241	путь выхода из	1	1
242	для того и	1	1
243	в новом свете	1	1
244	не говоря о	1	1
245	и не будет	1	1
246	и представляет собой	4	1
247	том что люди	1	1
248	вещь а не	1	1
249	как бы с	1	1
250	но и всего	1	1
251	возможно только в	1	1
252	которые уже не	1	1
253	я на дорогу	1	1
254	начало и конец	1	1
255	вновь и вновь	1	1
256	не только на	1	1
257	а между тем	1	1
258	того что в	2	1
259	том и заключается	1	1
260	может и должно	1	1
261	смысле этого слова	1	1
262	речь идет о	1	1
263	приводит нас к	1	1
264	они относятся к	1	1
265	отнюдь не всегда	1	1
266	по аналогии с	1	1
267	еще в году	1	1
268	и таким образом	1	1
269	человеческого я в	1	1
270	не сами по	1	1
271	на этот вопрос	1	1
272	тем самым и	1	1
273	это слово в	1	1
274	иметь место в	1	1
275	или иной эстетической	2	1
276	другого и не	1	1
277	вся его жизнь	1	1
278	и не требует	1	1
279	внутреннего смысла его	1	1
280	что даже в	1	1
281	как и от	1	1
282	бы оно ни	1	1
283	в той же	1	1
284	никоим образом не	1	1
285	такой же мере	1	1
286	коем случае не	2	1
287	в нашем случае	3	1
288	вслед за ним	1	1
289	они могут быть	1	1
290	не в его	1	1
291	и отличается от	1	1
292	дело не с	2	1
293	во всех языках	1	1
294	или другой вещи	1	1
295	как это было	1	1
296	семантики лингвистических единиц	1	1
297	не случайно и	1	1
298	не только такие	1	1
299	тому же и	1	1
300	как и сам	1	1
301	как один из	1	1
302	не все что	2	1
303	и даже в	1	1
304	и к тому	2	1
