N	2gram	Voloshinov	Myshleni
1	в том	13	195
2	внутренней речи	13	191
3	в этом	27	167
4	то что	12	166
5	и в	32	162
6	том что	12	161
7	таким образом	29	147
8	точки зрения	48	143
9	с помощью	11	131
10	что в	5	119
11	мышления и	2	117
12	не только	18	116
13	того что	5	109
14	в процессе	31	101
15	так же	10	100
16	речи и	6	99
17	и речи	4	96
18	потому что	2	95
19	того чтобы	9	91
20	может быть	50	89
21	с точки	31	89
22	что он	5	86
23	не может	40	81
24	как и	19	79
25	для того	8	78
26	так как	5	78
27	и не	42	78
28	только в	14	75
29	в целом	2	74
30	как мы	26	72
31	речи в	4	70
32	но и	17	70
33	в его	10	67
34	сказать что	7	65
35	мы могли	1	65
36	как бы	31	64
37	вместе с	2	62
38	и что	2	60
39	было бы	8	60
40	в качестве	4	60
41	то же	19	58
42	в основе	10	58
43	мышления в	1	56
44	в отношении	7	55
45	могли бы	2	54
46	между собой	3	53
47	в силу	1	53
48	что мы	1	53
49	в самом	14	52
50	по сравнению	1	51
51	в сущности	17	51
52	мы должны	4	50
53	к тому	8	49
54	что они	1	48
55	тем что	3	48
56	мы можем	6	48
57	тогда когда	2	47
58	на основе	4	47
59	мы не	6	47
60	внутренняя речь	9	47
61	сравнению с	1	46
62	если бы	12	46
63	по отношению	10	45
64	но не	2	45
65	с другой	6	45
66	с тем	1	43
67	внешней речи	1	43
68	же как	2	43
69	тем самым	1	43
70	тому что	6	42
71	как это	2	42
72	отношению к	9	42
73	не является	11	41
74	о том	4	40
75	по своей	1	40
76	одной стороны	2	40
77	никогда не	7	39
78	говорит он	2	39
79	с одной	2	39
80	так и	21	39
81	мы видели	5	38
82	в области	3	38
83	и к	3	37
84	вопрос о	6	37
85	если мы	17	37
86	мы видим	2	37
87	не в	13	37
88	в этой	3	37
89	значение слова	1	37
90	с самого	9	36
91	в своем	3	36
92	речи как	2	36
93	все эти	8	36
94	самого начала	9	36
95	как в	5	36
96	а не	15	36
97	и его	33	36
98	того же	11	35
99	с другом	2	35
100	можно было	2	35
101	в себе	5	35
102	в которой	4	35
103	и т.д	6	35
104	друг с	2	35
105	он не	5	35
106	для себя	4	35
107	связи с	22	34
108	во внутренней	3	34
109	и как	8	34
110	приводит к	3	34
111	прежде всего	19	33
112	при этом	13	33
113	по себе	5	33
114	мысли к	1	33
115	именно в	6	32
116	и на	8	32
117	той же	5	32
118	что оно	3	32
119	же самое	9	32
120	что и	5	32
121	и тем	4	32
122	но в	13	32
123	слова и	8	32
124	все же	13	31
125	из того	1	31
126	и то	4	31
127	мысли и	7	30
128	на то	4	30
129	этом отношении	4	30
130	этого слова	7	29
131	между тем	8	29
132	родного языка	3	29
133	и развития	1	29
134	могут быть	4	29
135	от того	4	29
136	с этим	6	28
137	что с	1	28
138	речи мы	1	28
139	самом деле	18	28
140	переход от	4	28
141	к слову	1	28
142	только что	2	27
143	с этой	2	27
144	в результате	9	27
145	другой стороны	7	27
146	этом случае	3	27
147	в то	7	27
148	и с	4	27
149	в своей	5	27
150	что все	3	27
151	в их	5	26
152	показали что	1	26
153	в собственном	2	26
154	собственном смысле	2	26
155	что это	3	26
156	для него	18	26
157	мысли в	3	26
158	в частности	2	26
159	значения слова	7	25
160	в чем	2	25
161	что она	1	25
162	еще не	7	25
163	уже в	3	25
164	все это	4	25
165	можно сказать	4	25
166	по мере	6	25
167	только не	1	25
168	мы уже	7	25
169	это не	5	25
170	в смысле	11	24
171	мы знаем	7	24
172	тот же	4	24
173	зависимости от	4	24
174	целый ряд	3	24
175	на этот	3	24
176	того как	1	24
177	в какой	5	24
178	так что	2	24
179	что эта	1	24
180	в нем	17	24
181	в слове	13	24
182	в высшей	5	24
183	друг друга	10	23
184	этот вопрос	5	23
185	речи к	1	23
186	бы в	4	23
187	ни в	7	23
188	как он	3	23
189	связи между	5	23
190	слова в	8	23
191	во всяком	8	22
192	не могут	4	22
193	смысле этого	7	22
194	столь же	2	22
195	в известном	1	22
196	и мышления	1	22
197	в зависимости	2	22
198	отношения между	1	22
199	в школе	1	22
200	высшей степени	5	22
201	между ними	6	21
202	человеческой речи	1	21
203	к этому	10	21
204	как говорит	1	21
205	и следовательно	8	21
206	и ее	4	21
207	на основании	1	21
208	в нашем	4	21
209	его в	7	21
210	все время	1	21
211	там где	4	21
212	и все	8	21
213	не имеет	6	21
214	в истории	5	21
215	в сознании	2	21
216	ее в	2	21
217	и более	6	21
218	мышлении и	1	21
219	отношение к	1	21
220	в виду	2	20
221	не менее	5	20
222	в котором	6	20
223	в другом	5	20
224	к которому	1	20
225	из них	3	20
226	речь и	2	20
227	из этих	3	20
228	и других	3	20
229	а в	5	20
230	как раз	5	20
231	к выводу	1	20
232	должно быть	4	20
233	по существу	1	20
234	и их	2	20
235	в речи	1	19
236	речь не	1	19
237	в связи	12	19
238	во всех	13	19
239	а с	1	19
240	и по	1	19
241	но если	2	19
242	независимо от	3	19
243	в данном	8	19
244	для других	5	19
245	в той	6	19
246	мы и	1	19
247	словом и	2	19
248	как на	2	19
249	с ним	1	19
250	внутреннюю речь	1	19
251	мы говорили	3	19
252	из которых	2	19
253	во всей	2	18
254	одного и	9	18
255	но это	1	18
256	в отличие	7	18
257	от речи	1	18
258	отличие от	7	18
259	этом смысле	2	18
260	слов и	3	18
261	всяком случае	4	18
262	в этих	2	17
263	в своих	2	17
264	к другим	1	17
265	их в	1	17
266	в одном	2	17
267	не есть	6	17
268	сих пор	10	17
269	и той	2	17
270	до сих	10	17
271	мысль не	1	17
272	это положение	2	17
273	в свою	6	17
274	в совершенно	2	17
275	тем же	4	17
276	до конца	6	17
277	и для	15	17
278	для этого	1	17
279	нами в	4	17
280	иначе как	1	17
281	и того	11	17
282	у него	2	17
283	этой точки	1	17
284	ту же	2	17
285	и от	6	17
286	и есть	3	17
287	совпадает с	3	17
288	и только	2	17
289	и другие	2	16
290	на каждой	1	16
291	одной и	2	16
292	функции и	1	16
293	языка и	28	16
294	слово и	4	16
295	из основных	3	16
296	значение в	5	16
297	вовсе не	15	16
298	к одному	5	16
299	и даже	4	16
300	на этой	6	16
301	между двумя	4	16
302	то в	3	16
303	видели что	1	16
304	перехода от	1	16
305	которые в	1	16
306	которую мы	1	16
307	тому как	1	16
308	является в	5	15
309	от этого	3	15
310	и это	6	15
311	и является	4	15
312	подобно тому	1	15
313	со всеми	1	15
314	и мышление	2	15
315	на все	2	15
316	тем более	3	15
317	хотя бы	8	15
318	в начале	7	15
319	те же	5	15
320	отличается от	1	15
321	между этими	2	15
322	но как	3	15
323	значит что	1	15
324	представить себе	1	15
325	мышления мы	1	15
326	ничего не	9	15
327	вообще не	2	15
328	как она	2	15
329	является не	9	15
330	когда он	1	15
331	уже говорили	1	14
332	это значит	1	14
333	но что	2	14
334	свою очередь	5	14
335	одно и	3	14
336	точка зрения	8	14
337	что для	1	14
338	точку зрения	4	14
339	из этого	2	14
340	первую очередь	1	14
341	и здесь	9	14
342	только тогда	1	14
343	одним из	4	14
344	между словом	1	14
345	одной из	5	14
346	в учении	2	14
347	один и	3	14
348	этих двух	1	14
349	от друга	1	14
350	о чем	1	14
351	в первую	1	14
352	друг от	1	14
353	и во	2	14
354	с его	6	14
355	значений слов	1	14
356	к которым	3	14
357	последнее время	1	14
358	что эти	1	14
359	и отношений	1	14
360	имеет место	2	13
361	в действительности	3	13
362	с другими	6	13
363	мышление в	2	13
364	и тот	4	13
365	его к	4	13
366	в основном	10	13
367	смысле слова	4	13
368	к его	4	13
369	они не	2	13
370	учении о	1	13
371	в виде	1	13
372	значения и	4	13
373	другом месте	1	13
374	отнюдь не	14	13
375	она не	2	13
376	человека и	1	13
377	для всех	2	13
378	как они	2	13
379	но все	4	13
380	этой проблемы	4	13
381	что между	1	13
382	слова как	9	13
383	с ней	1	13
384	связана с	4	13
385	в состоянии	1	13
386	лишь в	17	13
387	в меру	1	13
388	стороны и	2	13
389	благодаря этому	2	13
390	все более	2	13
391	совершается в	5	13
392	с которыми	1	12
393	на первый	2	12
394	только на	7	12
395	нашей работы	5	12
396	но он	1	12
397	ясно что	6	12
398	что слово	5	12
399	должны были	1	12
400	как осуществляется	1	12
401	за пределы	8	12
402	к другому	7	12
403	с их	2	12
404	в другую	1	12
405	в одной	4	12
406	и потому	7	12
407	свое выражение	2	12
408	звуковой стороны	1	12
409	еще более	1	12
410	ко всем	1	12
411	в первом	3	12
412	к нему	5	12
413	от его	2	12
414	несмотря на	1	12
415	в ее	9	12
416	тем не	3	12
417	тому же	2	12
418	выражение в	8	12
419	все основные	3	12
420	но только	1	12
421	были бы	2	12
422	которых мы	1	12
423	и между	5	12
424	мог бы	2	12
425	это и	3	12
426	первый план	2	12
427	в ней	5	12
428	входит в	5	12
429	они являются	3	11
430	в последнее	1	11
431	не столько	5	11
432	не могли	1	11
433	в других	1	11
434	находится в	1	11
435	и значением	6	11
436	на том	1	11
437	отношения к	2	11
438	от социальной	1	11
439	не означает	1	11
440	с ее	2	11
441	и при	3	11
442	в каком	6	11
443	этом вопросе	2	11
444	друг другу	2	11
445	ответ на	3	11
446	на самом	10	11
447	есть в	1	11
448	не по	1	11
449	идет о	1	11
450	эта проблема	3	11
451	одно из	1	11
452	например в	2	11
453	мы увидим	3	11
454	и другой	1	11
455	речи если	1	11
456	гораздо более	1	11
457	не знает	4	11
458	в конце	5	11
459	а только	2	11
460	в один	1	11
461	ничего общего	5	11
462	действия и	1	11
463	только по	1	11
464	слово в	5	11
465	лежит в	2	11
466	или менее	3	11
467	в пределах	7	11
468	к пониманию	4	11
469	нуждается в	4	11
470	и наконец	1	11
471	каким образом	1	10
472	мысли как	1	10
473	является для	3	10
474	в основу	1	10
475	что именно	1	10
476	внимание на	1	10
477	бы что	1	10
478	но для	4	10
479	развития как	1	10
480	о которых	1	10
481	что такое	3	10
482	одного из	3	10
483	опирается на	2	10
484	в другой	1	10
485	ключом к	1	10
486	этот процесс	4	10
487	не совпадает	2	10
488	на развитие	1	10
489	у нас	4	10
490	и может	1	10
491	числе и	3	10
492	или иной	8	10
493	из всех	1	10
494	речь идет	1	10
495	и т.п	17	10
496	и значение	6	10
497	но этот	1	10
498	мере развития	1	10
499	к жизни	2	10
500	что его	1	10
501	учение о	3	10
502	не иначе	1	10
503	вопроса о	1	10
504	мысль и	2	10
505	помощью которых	1	10
506	вместо того	1	10
507	здесь мы	7	10
508	речевой деятельности	1	10
509	как с	2	10
510	думается нам	1	10
511	если не	1	10
512	в конечном	1	10
513	связаны между	1	10
514	на каждом	1	10
515	относится к	4	10
516	не могло	3	10
517	том числе	3	10
518	и слова	1	10
519	с той	1	10
520	речью в	1	10
521	в нашей	1	10
522	по пути	1	9
523	и до	4	9
524	конечном счете	1	9
525	связано с	3	9
526	понятно что	4	9
527	к этим	3	9
528	под влиянием	1	9
529	той или	5	9
530	более или	3	9
531	должны быть	4	9
532	в тех	1	9
533	приводят к	1	9
534	та же	1	9
535	оно не	1	9
536	зависит от	2	9
537	и поэтому	1	9
538	оно является	2	9
539	что же	5	9
540	к предмету	1	9
541	сама по	2	9
542	этого вопроса	2	9
543	также и	1	9
544	а по	1	9
545	не с	2	9
546	что можно	1	9
547	в плане	1	9
548	место в	5	9
549	к этой	2	9
550	всех тех	1	9
551	только для	1	9
552	как только	1	9
553	говорить о	2	9
554	то как	2	9
555	как оно	2	9
556	в системе	3	9
557	и он	4	9
558	и притом	1	9
559	письменной речью	1	9
560	к частному	1	9
561	находит свое	1	9
562	в первой	2	9
563	мы в	1	9
564	еще в	2	9
565	совершенно не	6	9
566	такого рода	1	9
567	весь процесс	1	9
568	он может	3	9
569	хотя и	1	9
570	в самой	1	9
571	или в	4	9
572	речи ее	1	9
573	должен быть	2	9
574	и во-вторых	1	9
575	само по	2	9
576	не как	5	8
577	на которых	1	8
578	из двух	1	8
579	эти исследования	1	8
580	о котором	1	8
581	которая не	1	8
582	в этот	1	8
583	увидим что	1	8
584	и те	7	8
585	этого мы	1	8
586	не умеет	1	8
587	мы попытались	1	8
588	речи а	2	8
589	всех остальных	2	8
590	в деле	1	8
591	эти три	1	8
592	все остальные	3	8
593	в направлении	11	8
594	же самого	1	8
595	главным образом	2	8
596	от нее	2	8
597	поэтому в	2	8
598	отношении к	8	8
599	эти связи	1	8
600	все равно	1	8
601	образом в	1	8
602	только и	1	8
603	к анализу	1	8
604	мы наблюдаем	1	8
605	не являются	1	8
606	действительности и	3	8
607	связь с	4	8
608	на элементы	1	8
609	где они	2	8
610	к другой	3	8
611	к проблеме	4	8
612	и внутренней	1	8
613	убедиться в	1	8
614	какой степени	2	8
615	в заключение	1	8
616	собой и	1	8
617	значением слова	1	8
618	во внимание	1	8
619	себе и	2	8
620	остается в	2	8
621	и др	3	8
622	во время	2	8
623	и из	1	8
624	мы снова	1	8
625	не на	2	8
626	со стороны	2	8
627	одним и	2	8
628	бы с	1	8
629	и тогда	2	8
630	более и	2	8
631	что я	1	8
632	связан с	1	8
633	форм и	5	8
634	в более	3	8
635	различие между	5	8
636	на которой	1	8
637	в равной	1	8
638	нисколько не	1	8
639	мы его	2	8
640	только то	1	8
641	еще на	1	8
642	что не	4	8
643	в таком	8	7
644	в разных	2	7
645	для одного	2	7
646	слова с	1	7
647	как процесс	3	7
648	собой не	1	7
649	сознания в	1	7
650	этой речи	1	7
651	на него	1	7
652	он сам	1	7
653	из важнейших	4	7
654	в живом	2	7
655	для решения	2	7
656	больше и	1	7
657	в общем	1	7
