N	3gram	Tiupa_Anal	StatiiOP
1	в том что	13	47
2	о том что	8	29
3	в этом отношении	5	24
4	для того чтобы	3	19
5	до сих пор	1	19
6	и т п	3	19
7	с точки зрения	6	14
8	с другой стороны	2	13
9	во всяком случае	1	13
10	не может быть	17	11
11	в самом деле	3	9
12	то же время	7	9
13	вместе с тем	1	9
14	на то что	2	9
15	в то же	9	9
16	можно было бы	1	9
17	тем не менее	3	8
18	к тому что	2	8
19	не только в	3	8
20	не в том	3	7
21	в данном случае	3	7
22	заключается в том	1	7
23	и в этом	4	7
24	том что он	2	7
25	по отношению к	9	6
26	в этом смысле	3	6
27	не только не	2	6
28	речь идет о	1	6
29	по крайней мере	4	6
30	в том смысле	1	6
31	должна была бы	1	6
32	в том же	1	5
33	но и в	3	5
34	в том чтобы	7	5
35	в свое время	3	5
36	что же касается	1	5
37	мере в какой	2	4
38	в применении к	1	4
39	дело не в	2	4
40	обращает на себя	3	4
41	ставит себе целью	1	4
42	так или иначе	1	4
43	сами по себе	3	4
44	с одной стороны	6	4
45	в связи с	2	4
46	того или иного	3	4
47	и в самом	3	4
48	на вопрос о	1	4
49	на себя внимание	3	3
50	ответ на вопрос	1	3
51	о том как	1	3
52	том смысле что	1	3
53	в той мере	2	3
54	в той же	1	3
55	можно сказать что	1	3
56	то или иное	1	3
57	говоря уже о	1	3
58	в том числе	3	3
59	той мере в	2	3
60	более или менее	2	3
61	виде в каком	1	3
62	да и в	1	3
63	сказать что в	1	3
64	а с другой	1	3
65	к тому же	6	3
66	это слово в	1	3
67	на этот раз	1	3
68	бы то ни	3	3
69	и тем же	1	3
70	и не в	4	3
71	только в том	1	3
72	в известном смысле	2	3
73	состоит в том	6	3
74	не говоря уже	1	3
75	одним и тем	1	3
76	по меньшей мере	1	3
77	в значительной степени	1	3
78	во всех этих	1	3
79	в этом случае	4	3
80	в первую очередь	1	3
81	а вовсе не	1	3
82	прежде всего в	2	3
83	но то что	1	2
84	из того же	1	2
85	в сочетании с	7	2
86	и даже не	1	2
87	в той или	3	2
88	хотя бы и	1	2
89	а то что	1	2
90	во втором случае	1	2
91	а между тем	1	2
92	в обоих случаях	2	2
93	в зависимости от	1	2
94	между тем как	2	2
95	том числе и	1	2
96	и вместе с	1	2
97	нельзя сказать что	1	2
98	в отличие от	8	2
99	то ни было	3	2
100	а не в	3	2
101	то же самое	3	2
102	в самом тексте	1	2
103	по этому пути	1	2
104	только тогда когда	1	2
105	могло бы показаться	1	2
106	сам по себе	1	2
107	внимание на то	1	2
108	а как бы	1	2
109	в свою очередь	1	2
110	той или иной	8	2
111	не столько в	1	2
112	он не только	1	2
113	это не так	1	2
114	тех пор пока	1	2
115	в отдельных случаях	1	2
116	до тех пор	1	2
117	не хотелось бы	1	2
118	на этот вопрос	1	2
119	я не могу	1	2
120	далеко не все	1	2
121	на точку зрения	1	2
122	но в то	2	2
123	в равной мере	2	2
124	или лучше сказать	1	2
125	мы имеем в	1	2
126	вне всякого сомнения	1	2
127	в этом месте	1	2
128	и то что	1	2
129	между прочим и	1	2
130	имеем дело с	4	2
131	как и в	2	2
132	с другой и	1	1
133	о чем говорят	1	1
134	от которого он	1	1
135	этого слова в	1	1
136	как будто бы	1	1
137	по его собственному	1	1
138	произведения в том	1	1
139	и те же	2	1
140	и на все	1	1
141	он не должен	1	1
142	дело не только	1	1
143	в ответ на	2	1
144	его собственному признанию	1	1
145	в самом начале	3	1
146	самом деле в	1	1
147	как и во	1	1
148	та и другая	1	1
149	в собственном смысле	1	1
150	такое отношение к	1	1
151	одни и те	2	1
152	одной из своих	1	1
153	в том и	2	1
154	ровным счетом ничего	1	1
155	с этой точки	2	1
156	него ничего не	1	1
157	текста и его	1	1
158	а в том	1	1
159	свидетельствует о том	1	1
160	и то же	2	1
161	том виде в	1	1
162	уже потому что	1	1
163	в центре этой	1	1
164	и если бы	1	1
165	второго и третьего	1	1
166	в том случае	1	1
167	еще и до	1	1
168	того что в	2	1
169	его выражению не	1	1
170	в такой же	1	1
171	смысле этого слова	1	1
172	в отношении к	1	1
173	в то что	1	1
174	и таким образом	1	1
175	поставить под сомнение	1	1
176	в соответствии с	2	1
177	как она была	1	1
178	не было и	1	1
179	этого слова он	1	1
180	можно сказать не	1	1
181	и та и	1	1
182	литературное произведение в	1	1
183	например во всех	1	1
184	и в качестве	1	1
185	обращены уже не	1	1
186	и в тексте	1	1
187	и не может	4	1
188	мы имеем дело	7	1
189	быть не может	3	1
190	свой ответ на	1	1
191	и эти два	1	1
192	между тем в	1	1
193	той точки зрения	1	1
194	а то и	1	1
195	в наибольшей степени	1	1
196	то что она	1	1
197	вместе с ним	2	1
198	ведь и сам	1	1
199	а в начале	1	1
200	мысль о том	1	1
201	во всех прочих	1	1
202	что то что	1	1
203	сразу же после	1	1
204	приведенному выше определению	1	1
205	форма в которой	1	1
206	только в его	1	1
207	с жизнью и	1	1
208	конечно далеко не	1	1
209	в какой-то степени	1	1
210	а затем уже	1	1
211	сколько в том	1	1
212	в последние десятилетия	1	1
213	может быть ни	1	1
214	этой точки зрения	2	1
215	самом деле не	1	1
216	уже не к	1	1
217	но и не	5	1
218	представляют собой лишь	1	1
219	в этой борьбе	1	1
220	не все что	2	1
221	в стилистическом отношении	1	1
222	и той же	1	1
223	том же году	1	1
224	анализа состоит в	1	1
225	очень существенно что	1	1
226	той же мере	1	1
227	ни на что	1	1
228	с легкой руки	2	1
229	как к чему-то	1	1
230	не должен быть	2	1
231	не столько с	1	1
232	так и на	1	1
233	он может быть	1	1
234	и тем что	1	1
235	в сущности говоря	1	1
236	что же до	1	1
237	но и все	1	1
238	и в частности	1	1
239	приводит к тому	1	1
240	именно в этом	2	1
241	одно и то	2	1
242	по поводу того	1	1
243	содержит в себе	3	1
244	как могло бы	1	1
245	ответ на этот	1	1
246	одной и той	1	1
247	том что именно	1	1
248	еще не означает	1	1
249	при всей их	1	1
250	в результате которой	1	1
251	не менее в	1	1
252	в поле зрения	2	1
253	оно не является	1	1
254	же время оно	1	1
255	это не всегда	1	1
256	с ним и	1	1
257	по его выражению	1	1
258	не могут быть	2	1
259	и все же	2	1
260	во второй половине	1	1
261	произведение не только	1	1
262	в какой он	1	1
263	по возвращении в	1	1
264	от себя и	2	1
265	я никогда не	1	1
266	в таких случаях	1	1
267	ко всему этому	1	1
268	тому как мы	1	1
269	в том виде	1	1
270	также и в	1	1
271	все еще не	1	1
272	истинный смысл этого	1	1
273	упускать из виду	2	1
274	не следует однако	1	1
