N	3gram	Voloshinov	Istorich
1	с другой стороны	1	46
2	мы видим что	2	30
3	до сих пор	1	30
4	в этом случае	3	29
5	в том что	1	25
6	не может быть	2	24
7	вместе с тем	2	23
8	но все же	3	23
9	тем не менее	1	23
10	о том что	2	22
11	мы имеем в	1	19
12	не только в	3	19
13	в связи с	2	17
14	мы видели что	2	16
15	мы уже знаем	1	15
16	по отношению к	2	14
17	таким образом мы	1	13
18	мы уже видели	3	13
19	мы увидим ниже	1	13
20	мы увидим что	2	13
21	но и в	3	12
22	как мы видели	3	12
23	в тех случаях	2	11
24	не что иное	2	11
25	что иное как	2	11
26	как и в	1	10
27	можно было бы	1	10
28	тех случаях когда	2	10
29	как мы увидим	2	9
30	более или менее	1	9
31	то же самое	4	8
32	на этот вопрос	1	8
33	но вместе с	1	8
34	в зависимости от	7	8
35	в большинстве случаев	1	7
36	смысле этого слова	2	7
37	на первый взгляд	2	7
38	и здесь мы	1	6
39	так как в	1	6
40	мы должны будем	1	6
41	с самого начала	4	6
42	мы не можем	1	6
43	для того чтобы	7	5
44	для наших целей	2	5
45	должны были бы	2	5
46	это не совсем	1	5
47	в нем и	1	5
48	до наших дней	1	5
49	есть не что	2	5
50	в другом месте	1	5
51	на самом деле	3	5
52	происходит потому что	1	4
53	не только на	1	4
54	с точки зрения	5	4
55	независимо от того	1	4
56	это еще не	1	4
57	содержит в себе	1	4
58	тем что он	1	4
59	только одна сторона	1	4
60	вопрос о том	1	4
61	мы должны были	1	4
62	иметь в виду	1	4
63	по себе не	1	4
64	не совсем так	1	4
65	можно сказать что	2	4
66	и в особенности	1	4
67	это происходит потому	1	4
68	все то что	2	3
69	все еще не	1	3
70	и то же	5	3
71	не только не	1	3
72	остановимся только на	1	3
73	и тем самым	3	3
74	к тому что	2	3
75	в одном из	1	3
76	и тем что	1	3
77	с появлением собственности	1	3
78	по сравнению с	1	3
79	это только одна	1	3
80	мы должны поставить	1	3
81	уже видели что	1	3
82	само по себе	1	3
83	мы увидим дальше	1	3
84	только тогда когда	1	3
85	таким образом в	1	3
86	как только мы	1	3
87	именно так и	1	3
88	прежде всего мы	1	3
89	и не только	2	3
90	и в области	2	3
91	но то что	1	2
92	бы мы ни	3	2
93	все больше и	2	2
94	не забудем что	3	2
95	в самом деле	2	2
96	и тем более	1	2
97	всего мы должны	1	2
98	эту точку зрения	1	2
99	между этими двумя	1	2
100	должны помнить что	1	2
101	что эти три	1	2
102	только в том	1	2
103	об этом мы	1	2
