N	3gram	Vygotskiy_	Problemy
1	то же время	2	26
2	в то же	2	26
3	с точки зрения	34	25
4	по отношению к	11	18
5	в этом смысле	3	16
6	на самом деле	3	15
7	не может быть	8	14
8	в конце концов	1	11
9	до сих пор	4	10
10	в самом деле	5	9
11	с другой стороны	10	9
12	с самого начала	9	9
13	с самим собой	1	9
14	во всяком случае	5	9
15	в том что	30	8
16	и не может	1	8
17	друг с другом	6	8
18	сама по себе	3	7
19	и в то	1	7
20	как раз и	1	7
21	бы то ни	1	7
22	и т д	1	7
23	мы уже говорили	3	7
24	и в этом	1	7
25	же время не	1	6
26	в отличие от	3	6
27	не входит в	1	6
28	то ни было	1	6
29	как и все	2	6
30	том что он	2	6
31	в той или	1	5
32	хотя бы и	1	5
33	сам по себе	3	5
34	дело идет о	1	5
35	в зависимости от	8	5
36	по ту сторону	2	5
37	к тому же	1	5
38	в высшей степени	7	5
39	той или иной	2	5
40	по крайней мере	1	5
41	но все же	1	5
42	подобно тому как	2	5
43	можно было бы	6	5
44	но на самом	1	5
45	к тому чтобы	2	4
46	он не может	1	4
47	тем не менее	1	4
48	друг на друга	1	4
49	именно потому что	1	4
50	само по себе	3	4
51	смысле этого слова	6	4
52	как если бы	3	4
53	что может быть	2	4
54	о том что	10	4
55	как и в	2	4
56	в этом отношении	6	4
57	хотя и не	1	4
58	на протяжении всего	2	4
59	с ним и	1	4
60	друг к другу	2	4
61	все то что	1	3
62	точку зрения на	1	3
63	можно сказать что	5	3
64	и то же	2	3
65	как мы уже	4	3
66	то же что	2	3
67	с другими сознаниями	1	3
68	в данном случае	5	3
69	не только не	2	3
70	все без исключения	1	3
71	там где он	1	3
72	в том и	1	3
73	на то что	9	3
74	большей или меньшей	1	3
75	и в самом	2	3
76	того и другого	1	3
77	на этот вопрос	5	3
78	его внутренней речи	2	3
79	как мы видели	1	3
80	одно и то	2	3
81	в то время	5	3
82	как мы увидим	1	3
83	и до конца	1	3
84	мы увидим что	2	3
85	то что я	1	3
86	то время как	4	3
87	что он не	2	2
88	время от времени	1	2
89	рано или поздно	1	2
90	мы должны были	2	2
91	что же это	1	2
92	то что он	2	2
93	отношению к себе	1	2
94	я не хочу	1	2
95	в том же	3	2
96	для того чтобы	19	2
97	что все это	1	2
98	как впрочем и	1	2
99	никогда не может	1	2
100	в свою очередь	3	2
101	дело в том	2	2
