N	3gram	Vygotskiy_	Psycholo
1	в том что	41	78
2	для того чтобы	14	70
3	на то что	5	55
4	в самом деле	4	51
5	заключается в том	18	36
6	о том что	3	34
7	совершенно ясно что	1	33
8	то же самое	9	31
9	с точки зрения	11	29
10	с одной стороны	8	28
11	так же точно	3	24
12	не может быть	5	23
13	до сих пор	3	23
14	и в самом	1	22
15	с таким образом	3	21
16	к тому что	1	20
17	с другой стороны	5	20
18	в том чтобы	2	20
19	мы увидим что	1	19
20	мы видим что	2	16
21	не только не	1	16
22	с самого начала	6	16
23	в зависимости от	6	15
24	так же как	9	14
25	во всяком случае	10	14
26	само по себе	3	14
27	в то время	5	14
28	в этом отношении	9	14
29	заключает в себе	3	13
30	можно было бы	8	13
31	и в этом	2	13
32	то время как	5	13
33	указывает на то	2	12
34	сам по себе	2	12
35	что в этом	1	12
36	этой точки зрения	4	12
37	в конце концов	1	12
38	и той же	5	12
39	одной и той	5	12
40	тот факт что	7	11
41	мы никогда не	3	11
42	в конечном счете	1	11
43	то что в	3	11
44	по сравнению с	4	11
45	подобно тому как	1	11
46	к тому чтобы	1	10
47	с этой точки	4	10
48	вместе с тем	11	10
49	только в том	4	10
50	и то что	3	10
51	том что она	1	10
52	сами по себе	4	10
53	том что он	1	10
54	таким образом что	6	9
55	в отличие от	8	9
56	и что в	2	9
57	в том случае	2	9
58	точно так же	4	9
59	в данном случае	1	9
60	что он не	2	9
61	не в состоянии	1	9
62	мы могли бы	12	9
63	и как бы	2	8
64	и то же	6	8
65	друг с другом	10	8
66	смысле этого слова	10	8
67	речь идет о	2	8
68	и таким образом	1	8
69	по этому поводу	4	8
70	с тем что	4	8
71	мы знаем что	1	8
72	так как это	2	7
73	состоит в том	4	7
74	бы сказать что	5	7
75	все время в	1	7
76	на этот вопрос	2	7
77	том случае если	2	7
78	в этом смысле	7	7
79	если бы мы	2	7
80	а с другой	4	7
81	только то что	1	7
82	в свою очередь	3	7
83	можно сказать что	1	7
84	именно то что	1	7
85	одно и то	6	7
86	что и в	6	7
87	как и в	3	7
88	совершенно понятно что	1	6
89	потому что она	1	6
90	так как она	2	6
91	сама по себе	1	6
92	и та же	1	6
93	не что иное	2	6
94	мы не можем	2	6
95	и тот же	6	6
96	тем не менее	6	6
97	более или менее	3	6
98	по себе не	1	6
99	и в том	1	6
100	того или иного	2	6
101	в противоречие с	1	6
102	то что мы	2	6
103	и что следовательно	1	6
104	и только после	2	6
105	не только в	1	6
106	что иное как	2	6
107	друг к другу	1	6
108	все больше и	1	5
109	ни в каком	1	5
110	о том как	1	5
111	в собственном смысле	12	5
112	приходится иметь дело	1	5
113	сказать что в	1	5
114	и вместе с	2	5
115	что в основе	7	5
116	как если бы	2	5
117	больше и больше	1	5
118	мы видим в	2	5
119	ни в какой	5	5
120	один и тот	6	5
121	в целом ряде	1	5
122	в том виде	4	5
123	и в результате	3	5
124	и во всех	1	5
125	показывает что в	1	5
126	мы видели что	4	5
127	в силу того	2	5
128	в том смысле	3	5
129	как бы в	1	5
130	не имеет никакого	1	5
131	же как и	6	5
132	в русском языке	1	5
133	имеет в виду	2	4
134	вслед за этим	1	4
135	в применении к	1	4
136	самом деле если	1	4
137	и того же	5	4
138	шаг за шагом	1	4
139	имеет дело с	2	4
140	мы говорили выше	2	4
141	во всех остальных	1	4
142	из того что	3	4
143	но так как	2	4
144	это то что	1	4
145	собственном смысле слова	3	4
146	лежит в основе	3	4
147	за то что	1	4
148	и тем же	4	4
149	бы если бы	1	4
150	того и другого	2	4
151	с достаточной ясностью	1	4
152	что оно есть	1	4
153	мы уже говорили	6	4
154	тому же самому	1	4
155	это имеет место	1	4
156	благодаря тому что	1	4
157	в его основе	4	4
158	вовсе не в	1	4
159	здесь мы видим	1	4
160	одного и того	5	4
161	силу того что	2	4
162	в приложении к	1	4
163	том что мы	1	4
164	в этой области	2	4
165	том что в	3	4
166	мы должны будем	1	4
167	мы сейчас увидим	1	4
168	все более и	1	4
169	же самое что	1	4
170	более и более	1	4
171	одним и тем	4	4
172	так как они	2	4
173	только потому что	2	4
174	принять во внимание	2	4
175	одна и та	1	4
176	и что он	1	4
177	как это делает	1	4
178	по себе а	1	3
179	согласны в том	2	3
180	одни и те	3	3
181	том что на	1	3
182	друг от друга	2	3
183	как это мы	1	3
184	не потому что	1	3
185	нечто такое что	1	3
186	по аналогии с	1	3
187	в последнее время	4	3
188	в малой степени	1	3
189	на наших глазах	1	3
190	так как в	2	3
191	могли бы сказать	5	3
192	совпадают с теми	1	3
193	по отношению к	3	3
194	со всеми остальными	2	3
195	другой стороны мы	1	3
196	ни в малой	1	3
197	во внимание что	2	3
198	как и на	1	3
199	не заключает в	1	3
200	ни одна из	1	3
201	не могут быть	1	3
202	того же самого	3	3
203	прежде всего тем	1	3
204	малой степени не	1	3
205	том смысле что	2	3
206	нам думается что	1	3
207	заключается только в	2	3
208	которые не могут	1	3
209	что все эти	1	3
210	легко заметить что	1	3
211	в высшей степени	11	3
212	при этом как	1	3
213	бы то ни	1	3
214	да и не	1	3
215	склонен думать что	1	3
216	по тому же	1	3
217	что если мы	1	3
218	и что именно	1	3
219	из которых складывается	1	3
220	является то что	4	3
221	том виде как	3	3
222	и те же	3	3
223	мы обратимся к	4	3
224	том или ином	1	3
225	к выводу что	2	3
226	есть в сущности	1	3
227	ничего общего с	2	3
228	то и другое	5	3
229	может быть не	1	3
230	как раз обратным	1	3
231	он может быть	1	3
232	в ее основе	1	3
233	и здесь мы	1	3
234	мы будем иметь	3	3
235	оно может быть	1	3
236	всего тем что	1	3
237	во всех этих	1	3
238	в этом случае	4	3
239	то обстоятельство что	4	3
240	с тем и	4	3
241	из которых каждая	2	3
242	приводит к тому	1	3
243	обратить внимание на	1	3
244	после того как	1	3
245	на целый ряд	1	2
246	одной стороны и	1	2
247	что мы не	2	2
248	на всем протяжении	1	2
249	не только то	1	2
250	том что это	1	2
251	не могло бы	1	2
252	во всей ее	1	2
253	такой же мере	1	2
254	никогда не можем	1	2
255	что при такой	1	2
256	как в основе	1	2
257	к одному и	5	2
258	когда мы говорим	1	2
259	с ним в	1	2
260	с целым рядом	1	2
261	она не может	1	2
262	которая не может	1	2
263	идет не о	1	2
264	так или иначе	1	2
265	кроме того что	1	2
266	так и в	2	2
267	именно в этой	1	2
268	видим таким образом	5	2
269	в каком случае	1	2
270	раз обратным образом	1	2
271	что она не	1	2
272	время в виду	1	2
273	между тем как	4	2
274	одной и другой	1	2
275	что в самом	1	2
276	тому или иному	4	2
277	и тем самым	3	2
278	во многих случаях	1	2
279	при этом он	1	2
280	и других психологов	1	2
281	совершенно ясно говорит	1	2
282	в своих исследованиях	1	2
283	имеет место в	2	2
284	было бы назвать	1	2
285	что с точки	1	2
286	к вопросу о	1	2
287	все же не	2	2
288	это значит что	6	2
289	в связи с	8	2
290	того чтобы с	1	2
291	той или иной	2	2
292	и только в	1	2
293	если мы рассмотрим	1	2
294	но и в	1	2
295	то мы увидим	1	2
296	на деле и	1	2
297	которые могли бы	1	2
298	но столь же	1	2
299	или во всяком	1	2
300	потому что мы	1	2
301	при этом не	1	2
302	здесь мы имеем	2	2
303	в основе его	1	2
304	же самую мысль	1	2
305	иначе как в	1	2
306	виде как она	1	2
307	справедливо указывает что	1	2
308	и тем что	1	2
309	до какой степени	3	2
310	как и все	1	2
311	и все его	1	2
312	одной стороны он	1	2
313	будем иметь случай	2	2
314	в окончательном виде	1	2
315	мы таким образом	1	2
316	выходит за пределы	1	2
317	том что они	2	2
318	тогда когда он	1	2
319	как мы увидим	2	2
320	и все же	1	2
321	во всем этом	1	2
322	и как это	1	2
323	как говорит сам	1	2
324	не могли бы	2	2
325	если мы обратимся	4	2
326	в одинаковой мере	2	2
327	на задний план	1	2
328	случае если бы	1	2
329	если обратиться к	1	2
330	о котором говорил	1	2
331	того что они	3	2
332	мы увидим ниже	1	2
333	увидим что они	1	2
334	то что с	2	2
335	есть необходимое условие	1	2
336	именно в силу	1	2
337	на все другие	2	2
338	и это же	1	2
339	в совершенно ином	1	2
340	так например в	1	2
341	который говорит что	1	2
342	говорит один из	1	2
343	перед нами в	2	2
344	в состоянии объяснить	1	2
345	тот же самый	1	2
346	все же в	2	2
347	в основу этого	1	2
348	совершенно совпадает с	1	2
349	может быть совершенно	1	2
350	мы имеем с	1	2
351	то же что	1	2
352	той и другой	2	2
353	в такой же	2	2
354	том же самом	1	2
355	и что эти	1	2
356	тех или иных	1	2
357	потому что оно	2	2
358	есть не что	1	2
359	то ни было	1	2
360	и что оно	2	2
361	мы не станем	5	2
362	мы остановились на	1	2
363	так как он	2	2
364	на первый план	5	2
365	не только у	2	2
366	для нас важно	1	2
367	так же и	1	2
368	не мог бы	3	2
369	что с одной	1	2
370	на каждом шагу	4	2
371	не могут иметь	1	2
372	в процессе восприятия	1	2
373	в котором все	1	2
374	всегда имеет дело	1	2
375	по своему значению	2	2
376	ту же мысль	1	2
377	как и для	1	2
378	мы знаем о	4	2
379	к которым она	1	2
380	не больше чем	2	2
381	совершенно другой смысл	1	2
382	если бы оно	1	2
383	с каждой новой	1	2
384	мы встречаемся с	1	2
385	если принять во	2	2
386	того что она	1	2
387	того чтобы открыть	1	2
388	как мы видели	4	2
389	таким образом как	1	2
390	по себе как	1	2
