N	2gram	Tiupa_Anal	Vladivir
1	и в	36	116
2	то что	5	71
3	и не	14	67
4	в году	5	65
5	у него	2	65
6	не только	40	65
7	в этом	19	53
8	в том	16	52
9	том что	19	51
10	что в	15	48
11	но и	26	47
12	в конце	6	41
13	в его	12	40
14	и с	1	39
15	то есть	15	37
16	и даже	12	36
17	сказать что	2	36
18	учение о	1	35
19	так что	2	35
20	потому что	1	33
21	что он	5	32
22	еще и	4	32
23	не может	3	31
24	о том	9	30
25	только в	9	30
26	как мы	4	29
27	никогда не	7	29
28	для него	8	29
29	вовсе не	2	27
30	а в	17	27
31	не было	3	26
32	в себе	7	25
33	но в	8	25
34	в то	8	25
35	и то	2	25
36	и его	18	25
37	а также	5	24
38	точки зрения	3	23
39	между прочим	1	23
40	он не	9	23
41	может быть	19	23
42	что же	1	23
43	он был	3	22
44	об этом	3	22
45	в своей	12	21
46	вместе с	3	21
47	а именно	1	20
48	и что	2	20
49	в своем	7	20
50	для нас	1	20
51	прежде всего	7	20
52	не менее	9	19
53	в дальнейшем	2	19
54	и вообще	1	19
55	по поводу	5	19
56	как раз	8	19
57	тем не	3	19
58	таким образом	4	19
59	в течение	1	19
60	так и	19	19
61	и потому	3	19
62	как и	27	18
63	не мог	4	18
64	не в	9	18
65	не был	1	18
66	хотя и	4	18
67	как это	7	18
68	с его	15	18
69	в письме	1	17
70	что и	10	17
71	в этой	10	17
72	едва ли	6	17
73	и если	2	17
74	а не	16	17
75	у нас	1	17
76	все же	6	16
77	уже не	9	16
78	к тому	10	16
79	не есть	6	16
80	совсем не	1	16
81	для себя	2	16
82	и все	3	16
83	было бы	6	16
84	того что	4	16
85	и к	7	15
86	то же	7	15
87	в своих	3	15
88	под названием	1	15
89	к этому	3	15
90	несмотря на	2	15
91	в связи	1	15
92	разного рода	1	15
93	но это	3	15
94	это было	2	15
95	того же	7	14
96	все эти	2	14
97	раз и	1	14
98	тут же	1	14
99	же касается	1	14
100	мы уже	2	14
101	в москве	1	14
102	и на	5	14
103	с а	1	14
104	уже в	5	14
105	и как	5	14
106	во всем	5	13
107	в результате	6	13
108	с тем	2	13
109	можно сказать	5	13
110	так же	1	13
111	на этот	1	13
112	и от	3	13
113	что это	1	13
114	то время	1	13
115	да и	3	13
116	дело в	3	13
117	жизни и	2	13
118	по себе	6	12
119	только на	1	12
120	и у	1	12
121	и по	3	12
122	в нем	3	12
123	то в	4	12
124	если не	1	12
125	всяком случае	6	12
126	ничего не	3	12
127	во всяком	6	12
128	связи с	1	12
129	при этом	19	11
130	всякого рода	1	11
131	в данном	12	11
132	хотя бы	1	11
133	тому же	7	11
134	в которой	1	11
135	я не	3	11
136	на то	1	11
137	и здесь	4	11
138	в основном	1	11
139	никак не	1	11
140	в отношении	2	11
141	все это	5	11
142	мы должны	1	11
143	и о	1	11
144	конце концов	1	11
145	в самом	7	10
146	даже в	6	10
147	что все	1	10
148	такого рода	11	10
149	с точки	2	10
150	в качестве	22	10
151	можно было	2	10
152	отнюдь не	7	10
153	с ним	2	10
154	еще не	7	10
155	собственно говоря	1	10
156	в истории	1	10
157	здесь не	8	10
158	он и	4	10
159	в ней	2	10
160	но не	13	10
161	и был	2	9
162	о чем	5	9
163	и сам	8	9
164	именно в	4	9
165	с этим	4	9
166	с другой	10	9
167	мы знаем	1	9
168	но он	1	9
169	а только	1	9
170	но как	4	9
171	а с	2	9
172	не будет	3	9
173	этом смысле	1	9
174	мы будем	1	9
175	из этого	1	9
176	в начале	10	9
177	оно есть	1	9
178	отношения к	6	9
179	своей жизни	2	9
180	что мы	2	9
181	что если	1	9
182	для меня	1	9
183	в университете	1	9
184	это не	4	9
185	же время	7	9
186	по существу	1	9
187	что касается	5	9
188	можно судить	1	9
189	в целом	8	9
190	с этой	1	8
191	не столько	4	8
192	в этих	2	8
193	тем что	3	8
194	в это	1	8
195	которой он	1	8
196	в этот	1	8
197	себя в	6	8
198	и он	4	8
199	в чем	2	8
200	и особенно	1	8
201	как в	9	8
202	со стороны	12	8
203	свое время	4	8
204	должно быть	1	8
205	как бы	14	8
206	и для	4	8
207	тот же	3	8
208	и я	3	8
209	когда он	2	8
210	из этих	4	8
211	отношение к	2	8
212	мы и	1	7
213	к этой	2	7
214	в одном	4	7
215	в них	4	7
216	к ней	1	7
217	а а	5	7
218	нам представляется	2	7
219	что этот	1	7
220	но даже	1	7
221	на первом	2	7
222	июня года	1	7
223	точно так	1	7
224	в нашем	4	7
225	мы читаем	1	7
226	м и	1	7
227	за пределы	3	7
228	о его	3	7
229	в доме	2	7
230	был в	1	7
231	и есть	1	7
232	здесь мы	1	7
233	если бы	2	7
234	судить по	1	7
235	к его	2	7
236	не имеет	1	7
237	бы и	2	7
238	и вот	2	7
239	того чтобы	1	7
240	из его	1	7
241	но если	1	7
242	в свое	4	7
243	на его	3	7
244	в таком	2	7
245	или как	1	7
246	по этому	1	7
247	же в	5	7
248	был и	1	6
249	мысли и	1	6
250	те же	3	6
251	в виду	1	6
252	другой стороны	7	6
253	уже на	1	6
254	для того	1	6
255	в отличие	5	6
256	на него	1	6
257	он сам	2	6
258	если мы	1	6
259	той же	7	6
260	поскольку в	1	6
261	по мнению	1	6
262	его в	4	6
263	не говорит	1	6
264	что она	3	6
265	на себя	5	6
266	но только	1	6
267	по своей	5	6
268	не с	3	6
269	и из	1	6
270	и вполне	1	6
271	должен был	2	6
272	так или	5	6
273	в сравнении	2	6
274	и теперь	1	6
275	что здесь	1	6
276	данном случае	11	6
277	мы не	4	6
278	и тут	1	6
279	здесь в	2	6
280	или иначе	5	6
281	в общем	4	6
282	но я	1	6
283	к своему	1	6
284	по своему	3	6
285	по его	4	6
286	не говоря	1	6
287	жизнь и	3	6
288	ко всему	2	6
289	тем более	3	6
290	отличие от	5	6
291	в жизни	2	6
292	есть и	1	6
293	такой же	2	6
294	само по	1	6
295	и наконец	1	6
296	что на	3	6
297	есть не	2	6
298	говоря уже	1	5
299	еще более	1	5
300	а вот	3	5
301	говорит о	3	5
302	и до	2	5
303	на эту	2	5
304	вопрос о	1	5
305	говорит что	1	5
306	как на	1	5
307	и еще	1	5
308	быть в	1	5
309	года то	1	5
310	из них	4	5
311	что они	3	5
312	во всех	4	5
313	сравнении с	2	5
314	он именует	1	5
315	что у	3	5
316	а наоборот	1	5
317	а и	4	5
318	для своего	3	5
319	то ни	1	5
320	и тем	3	5
321	с которым	1	5
322	с с	1	5
323	во время	2	5
324	можно только	1	5
325	однако и	3	5
326	в частности	19	5
327	один из	6	5
328	сводится к	5	5
329	и так	1	5
330	жизни в	4	5
331	в свою	9	5
332	и больше	1	5
333	мы имеем	5	5
334	начиная с	1	5
335	по преимуществу	3	5
336	только при	1	5
337	он как	1	5
338	что с	1	5
339	ее в	2	5
340	где он	2	5
341	со своим	2	5
342	как нечто	1	5
343	место в	4	5
344	в их	7	5
345	и без	3	5
346	со своей	8	5
347	но уже	1	5
348	только к	2	5
349	она не	3	5
350	церкви и	2	5
351	но она	1	5
352	далеко не	8	5
353	только то	1	5
354	в россию	1	5
355	и прежде	2	5
356	и только	1	5
357	с которыми	1	4
358	и другие	1	4
359	нас в	1	4
360	на свою	3	4
361	их в	1	4
362	поскольку он	3	4
363	отца и	1	4
364	не могли	1	4
365	о которых	2	4
366	уже о	2	4
367	уже и	1	4
368	не что	1	4
369	в глаза	2	4
370	пока еще	3	4
371	том чтобы	2	4
372	с этими	1	4
373	этом же	1	4
374	крайней мере	5	4
375	сам по	2	4
376	и весь	1	4
377	только не	3	4
378	что иное	1	4
379	с одной	3	4
380	время в	2	4
381	мы можем	2	4
382	не о	2	4
383	дальнейшем мы	1	4
384	и всего	1	4
385	ноября года	1	4
386	уже давно	1	4
387	всех своих	1	4
388	на этом	2	4
389	но зато	2	4
390	в тех	2	4
391	когда мы	2	4
392	я в	15	4
393	оба они	1	4
394	любви к	2	4
395	независимо от	1	4
396	нам кажется	3	4
397	в статье	1	4
398	вплоть до	5	4
399	в особенности	4	4
400	не так	2	4
401	и против	1	4
402	и сейчас	1	4
403	н и	2	4
404	в сущности	5	4
405	истории в	2	4
406	о которой	2	4
407	не на	1	4
408	не могут	2	4
409	с ней	1	4
410	заключается в	1	4
411	в нас	2	4
412	и т	1	4
413	себя и	2	4
