N	3gram	Vygotskiy_	Komedia
1	в том что	30	29
2	к тому же	1	21
3	в то же	2	16
4	то же время	2	16
5	до сих пор	4	16
6	в самом деле	5	13
7	о том что	10	13
8	для того чтобы	19	11
9	в то время	5	11
10	в свою очередь	3	10
11	едва ли не	1	10
12	по отношению к	11	9
13	вместе с тем	5	9
14	с одной стороны	14	9
15	то время как	4	9
16	речь идет о	4	8
17	с другой стороны	10	8
18	и в самом	2	8
19	бы то ни	1	7
20	в конце концов	1	7
21	то ни было	1	7
22	на этот раз	1	7
23	с самого начала	9	7
24	в первую очередь	3	7
25	во всяком случае	5	7
26	в отличие от	3	6
27	в том числе	3	6
28	в связи с	3	6
29	с точки зрения	34	6
30	после того как	1	6
31	что он не	2	5
32	о том как	1	5
33	то же самое	4	5
34	и т д	1	5
35	в ответ на	1	5
36	за то что	1	5
37	в этом отношении	6	5
38	тем не менее	1	5
39	том что он	2	5
40	и тот же	1	4
41	в одном из	2	4
42	что у него	1	4
43	в силу этого	4	4
44	именно потому что	1	4
45	в этой области	1	4
46	к тому что	3	4
47	но все же	1	4
48	само собой разумеется	1	4
49	едва ли можно	1	4
50	так как он	3	4
51	не в состоянии	2	4
52	по сравнению с	9	4
53	независимо от того	2	4
54	можно было бы	6	4
55	было бы ожидать	1	3
56	то что он	2	3
57	в том же	3	3
58	друг от друга	4	3
59	и столь же	1	3
60	друг с другом	6	3
61	ответа на вопрос	2	3
62	в соответствии с	1	3
63	хотя и не	1	3
64	в высшей степени	7	3
65	речь шла о	1	3
66	вместе с ним	3	3
67	на протяжении всего	2	3
68	в какой мере	2	3
69	и в силу	1	3
70	на то что	9	3
71	но и в	1	3
72	в чем же	1	3
73	один и тот	1	3
74	и к тому	1	3
75	в этой связи	1	3
76	состоит в том	4	3
77	собой разумеется что	1	3
78	наряду с этим	2	3
79	ли можно сомневаться	1	3
80	сделать вывод что	1	3
81	то обстоятельство что	2	3
82	если бы он	3	3
83	том числе и	3	3
84	с полным основанием	1	2
85	одной стороны и	3	2
86	не иначе как	1	2
87	в конечном счете	4	2
88	небом и землей	1	2
89	между небом и	1	2
90	в этом смысле	3	2
91	у нас в	1	2
92	с этой точки	1	2
93	ни у кого	1	2
94	таким же образом	1	2
95	потому что в	1	2
96	как и в	2	2
97	в частности в	1	2
98	у него в	1	2
99	в зависимости от	8	2
100	точно так же	2	2
101	и таким образом	2	2
102	и в то	1	2
103	том что в	3	2
104	на первый план	3	2
105	в тех случаях	1	2
106	если говорить о	1	2
107	этой точки зрения	2	2
108	но об этом	1	2
109	и тем более	2	2
110	того как в	1	2
111	и тем что	1	2
112	таким образом и	3	2
113	подобно тому как	2	2
114	так же как	6	2
115	имеем в виду	1	2
116	не только в	1	2
117	только для того	2	2
118	мы имеем в	1	2
119	как мы видели	1	2
120	тех случаях когда	1	2
121	тем более что	1	2
122	представление о том	1	2
123	по его мнению	1	2
124	к этому же	1	2
125	первая из них	1	1
126	могут быть с	2	1
127	должны были бы	2	1
128	благодаря тому что	3	1
129	к этой линии	1	1
130	время от времени	1	1
131	точки зрения того	1	1
132	как и во	1	1
133	не может служить	1	1
134	независимо от его	1	1
135	между тем более	1	1
136	как на ее	1	1
137	но вместе с	5	1
138	на каждом шагу	2	1
139	мы не находим	1	1
140	с той только	1	1
141	в применении к	1	1
142	бы сравнить с	1	1
143	в которых в	1	1
144	которые их разделяют	1	1
145	том что его	1	1
146	не может быть	8	1
147	своим собственным законам	1	1
148	один ряд с	1	1
149	между детьми и	1	1
150	было бы сравнить	1	1
151	несмотря на то	1	1
152	можно сказать что	5	1
153	здесь не только	1	1
154	последнюю роль играет	1	1
155	в борьбе с	1	1
156	той только разницей	1	1
157	о которых мы	1	1
158	в собственном смысле	8	1
159	до наших дней	1	1
160	потому что как	1	1
161	в коем случае	1	1
162	что все это	1	1
163	в первые годы	2	1
164	только разницей что	1	1
165	на интересующие нас	1	1
166	в качестве примера	1	1
167	как мы уже	4	1
168	друг на друга	1	1
169	но ни в	1	1
170	в сознании человека	1	1
171	можем заключить что	1	1
172	сам по себе	3	1
173	в образах а	1	1
174	вопрос не имеет	1	1
175	на основании этого	2	1
176	остановимся на этом	1	1
177	нечто такое что	1	1
178	таким образом если	1	1
179	смысле этого слова	6	1
180	ни в коем	1	1
181	таким образом что	3	1
182	благоприятные условия для	1	1
183	с на основании	1	1
184	чтобы убедиться в	2	1
185	сравнению с тем	1	1
186	в общем по	1	1
187	вместо того чтобы	3	1
188	большей или меньшей	1	1
189	среди других человеческих	1	1
190	само по себе	3	1
191	и тем самым	4	1
192	в данном случае	5	1
193	вдвое по сравнению	1	1
194	и никогда не	1	1
195	по себе не	1	1
196	так же точно	9	1
197	мы уже знаем	1	1
198	представляет собой в	1	1
199	свой выбор на	1	1
200	что в действительности	1	1
201	же образом как	1	1
202	в сущности и	1	1
203	к сожалению не	1	1
204	к вопросу о	1	1
205	и по существу	1	1
206	действия но и	1	1
207	идет о совершенно	1	1
208	в значительной степени	2	1
209	в его поведении	1	1
210	или хотя бы	1	1
211	и не может	1	1
212	и в этом	1	1
213	того чтобы показать	3	1
214	то что у	2	1
215	гораздо раньше чем	2	1
216	может быть с	1	1
217	собственном смысле слова	4	1
218	вопрос о чем	1	1
219	в этих словах	1	1
220	той или иной	2	1
221	не мог не	1	1
222	сводится к тому	1	1
223	могла бы быть	1	1
224	мы находим в	1	1
225	ребенок вовсе не	1	1
226	то что и	1	1
227	и вплоть до	1	1
228	в общественной жизни	1	1
229	должен был бы	1	1
230	он должен быть	2	1
231	основных линий в	1	1
232	а вместе с	2	1
233	из современных авторов	1	1
234	и вот в	1	1
235	в том чтобы	6	1
236	по крайней мере	1	1
237	время как в	2	1
238	вытекает из того	1	1
239	как и вся	1	1
240	она стремится не	2	1
241	потому что он	3	1
242	согласии с этой	1	1
243	здесь мы не	1	1
244	и вовсе не	1	1
245	только один раз	1	1
246	и на его	1	1
247	в свое время	1	1
248	мы увидим что	2	1
249	других человеческих типов	1	1
250	втором году жизни	1	1
251	самом деле не	1	1
252	независимо друг от	2	1
253	есть все основания	2	1
254	в целом ряде	1	1
255	же самое что	1	1
256	то что в	2	1
257	к выводу что	5	1
258	он не может	1	1
259	линий в развитии	1	1
260	том что для	1	1
261	если бы у	1	1
262	как впрочем и	1	1
263	его речи так	1	1
264	трудно было бы	1	1
265	нечто подобное происходит	2	1
266	на этот вопрос	5	1
267	они говорят и	1	1
268	и это дает	1	1
269	первую из этих	1	1
270	предстает перед нами	1	1
271	на одном из	1	1
272	в нем своего	1	1
273	другой стороны в	1	1
274	и в частности	3	1
275	вперед по сравнению	1	1
276	невозможно представить себе	1	1
277	только на то	1	1
278	уже в самом	2	1
279	в отрыве от	1	1
280	в одной точке	1	1
281	мы находим у	1	1
282	зависимости от того	1	1
283	у кого не	1	1
284	которые могут быть	1	1
285	и все остальные	1	1
286	может привести к	1	1
287	как раз в	3	1
288	и в отношении	3	1
289	мы можем заключить	1	1
290	тому что он	1	1
291	хотя бы в	1	1
