N	3gram	Propp_Isto	KulturaY
1	и т д	36	42
2	для того чтобы	3	38
3	с точки зрения	1	36
4	в том что	4	33
5	в самом деле	1	29
6	тем не менее	6	19
7	во всяком случае	1	19
8	то обстоятельство что	1	19
9	с другой стороны	10	17
10	в зависимости от	1	16
11	до сих пор	7	14
12	в том чтобы	2	14
13	по отношению к	2	13
14	только потому что	1	13
15	в связи с	6	12
16	не может быть	6	11
17	о том что	5	10
18	вместе с тем	7	9
19	не в том	2	8
20	само по себе	1	8
21	на самом деле	1	8
22	не только в	2	8
23	в этом случае	13	8
24	в свою очередь	1	7
25	и тем не	2	7
26	только в том	1	7
27	с одной стороны	7	7
28	после того как	4	7
29	в отличие от	1	6
30	то же время	1	6
31	только тогда когда	2	6
32	этой точки зрения	2	6
33	в то же	1	6
34	то или иное	1	5
35	дело не в	1	5
36	с этой точки	2	5
37	так и в	2	5
38	потому что он	5	5
39	речь идет о	1	5
40	в соответствии с	1	5
41	в данном случае	2	5
42	т е в	6	5
43	но все же	6	5
44	не потому что	2	5
45	на этот вопрос	2	5
46	как мы видели	2	5
47	хотя бы в	1	5
48	постановка вопроса о	1	4
49	т е на	2	4
50	то же в	2	4
51	д и т	1	4
52	сам по себе	1	4
53	в иных случаях	1	4
54	смысле этого слова	1	4
55	все же и	1	4
56	состоит в том	1	4
57	того что сказано	1	4
58	т д и	1	4
59	и потому что	1	4
60	на то что	3	4
61	только то что	1	4
62	точно так же	3	4
63	так же как	10	4
64	о том как	4	3
65	в таком случае	1	3
66	в его распоряжении	1	3
67	и вместе с	3	3
68	тех случаях когда	1	3
69	с тем что	1	3
70	в тех случаях	1	3
71	не только для	1	3
72	т е к	1	3
73	хотя бы на	1	3
74	мере того как	3	3
75	от того что	1	3
76	в том смысле	2	3
77	мы увидим что	1	3
78	по мере того	3	3
79	что сказано выше	1	3
80	в то время	3	3
81	широком смысле этого	1	3
82	состоит не в	1	3
83	что и в	3	3
84	только для того	1	3
85	не могут быть	1	3
86	в таких случаях	2	3
87	что он не	1	2
88	что в числе	1	2
89	в тех же	1	2
90	том смысле что	1	2
91	что в ней	1	2
92	и в таком	1	2
93	внимание на то	1	2
94	по себе не	1	2
95	вовсе не в	1	2
