N	3gram	Nazirov_Vr	Vladivir
1	в том что	2	29
2	о том что	1	22
3	тем не менее	1	18
4	и то что	1	14
5	в письме к	2	13
6	в то время	1	13
7	во всяком случае	1	12
8	в связи с	3	12
9	в конце концов	1	11
10	не может быть	2	10
11	в то же	4	10
12	с точки зрения	2	10
13	в этом смысле	1	9
14	у него в	1	9
15	того же года	1	9
16	на этот раз	1	9
17	то же время	4	9
18	в конце жизни	1	8
19	на то что	1	8
20	в эти годы	2	7
21	точно так же	1	7
22	на первый план	1	7
23	в это время	1	7
24	с другой стороны	1	6
25	и в этом	1	6
26	в году в	2	6
27	и в то	1	5
28	он не только	2	5
29	в те годы	2	5
30	в том же	1	4
31	м м стасюлевичу	1	4
32	в этом отношении	1	4
33	по крайней мере	1	4
34	заключается в том	1	4
35	в котором он	1	3
36	а с другой	1	3
37	не только не	1	3
38	но это не	1	3
39	в свою очередь	1	3
40	в вестнике европы	4	3
41	тем более что	1	3
42	между прочим и	1	3
43	так же как	1	2
44	в этот период	1	2
45	в марте года	1	2
46	что у него	1	2
47	только при помощи	1	2
48	до сих пор	1	2
49	в июле года	1	2
50	и во многом	1	2
51	с н трубецкой	1	2
52	или по крайней	1	2
53	имел в виду	3	2
54	н к михайловского	1	2
55	в январе года	3	2
56	что для нас	1	2
57	в ответ на	1	2
58	в году и	2	2
59	да и в	1	2
60	а следовательно и	1	2
61	ответ на это	1	2
62	связи с этим	1	2
63	в петербурге и	1	2
64	независимо от того	1	2
65	вышла в году	1	2
66	но в то	2	2
67	одно и то	1	2
68	и то же	1	2
69	в ноябре года	2	2
70	что в нем	1	2
71	и что в	2	2
72	эти годы он	1	2
73	и все же	5	2
74	это и есть	1	2
75	может быть и	1	2
76	в полной уверенности	1	1
77	он был очень	1	1
78	общего ни с	1	1
79	в этот момент	2	1
80	но в этот	1	1
81	он писал я	1	1
82	в письмах и	1	1
83	о нем в	1	1
84	в той же	1	1
85	что уже в	1	1
86	в россию его	1	1
87	мы бы назвали	1	1
88	и это было	1	1
89	в году когда	1	1
90	же время с	1	1
91	жизнь и что	1	1
92	же письме к	1	1
93	влюбился в него	1	1
94	все равно не	1	1
95	его отношение к	1	1
96	через год в	1	1
97	но об этом	1	1
98	это время он	1	1
99	кто верит в	1	1
100	никто из них	1	1
101	а также в	1	1
102	что он сам	1	1
103	полной уверенности что	1	1
104	то он оказался	1	1
105	письме к в	1	1
106	не забудем что	1	1
107	и никогда не	1	1
108	что в этой	1	1
109	вот в чем	1	1
110	же возникает вопрос	1	1
111	первое заграничное путешествие	1	1
112	том же письме	1	1
113	с тех пор	1	1
114	и и с	1	1
115	в высшей степени	1	1
116	и стал на	1	1
117	в известном смысле	1	1
118	о том как	1	1
119	года в париже	1	1
120	и о том	2	1
121	вестнике европы №	2	1
122	это то что	1	1
123	в бесах мы	1	1
124	а никольский и	1	1
125	равно как и	1	1
126	же в ней	1	1
127	года и в	1	1
128	не только от	1	1
129	никогда не переставал	1	1
130	не с точки	1	1
131	февраля года в	1	1
132	в мае года	2	1
133	от апреля года	1	1
134	хорошо знаю что	1	1
135	не хочет быть	1	1
136	что как раз	1	1
137	к себе на	1	1
138	и в ней	1	1
139	ничего общего ни	1	1
140	все же не	1	1
141	что никто из	1	1
142	не было бы	1	1
143	же время и	1	1
144	я вижу что	1	1
145	далеко не все	1	1
146	и никому не	1	1
147	и в котором	1	1
148	уже марта года	1	1
149	в свете этой	1	1
150	как раз в	2	1
151	лет от роду	1	1
152	уже в году	1	1
153	к нему с	1	1
154	то что я	1	1
155	года он пишет	1	1
156	и не может	1	1
157	что это за	1	1
158	что из всех	1	1
159	не только как	1	1
160	рассказ о том	1	1
161	в сентябре года	1	1
