N	4gram	Tiupa_Lite	TeoriaLi
1	в то же время	12	8
2	присутствия я в мире	1	6
3	состоит в том что	6	5
4	одного и того же	1	4
5	в виду не только	1	3
6	произведение искусства более не	1	2
7	более не сводится к	1	2
8	то чему нельзя научиться	1	2
9	с этой точки зрения	3	2
10	совокупность факторов художественного впечатления	2	2
11	во всех подобных случаях	1	2
12	тот или иной строй	1	2
13	или иной строй эстетической	1	2
14	в том что он	1	2
15	одно и то же	1	2
16	бы то ни было	1	2
17	как совокупность факторов художественного	2	2
18	текст как совокупность факторов	1	2
19	искусства более не сводится	1	2
20	но в то же	1	2
21	приводит к тому что	1	2
22	в войне и мире	1	2
23	автор относится как к	1	2
24	и в то же	1	2
25	историк реконструирует скрытые причины	1	1
26	подобно тому как формирование	1	1
27	а иной раз и	1	1
28	в различные периоды его	1	1
29	и позволяет толковать о	1	1
30	сознание глубже проникает в	1	1
31	эстетическая цель изображать красоту	1	1
32	страдивариус великий мастер по	1	1
33	в отдельных достижениях когда	1	1
34	этих субпарадигм статус художественного	1	1
35	парадигм подобно развитию биологического	1	1
36	причине в рамках новой	1	1
37	сознании адресата именно так	1	1
38	господином пены среди его	1	1
39	таких парадигм подобно развитию	1	1
40	и на реального адресата	1	1
41	стороны эстетического выражаемой законом	1	1
42	новой такой парадигмы совершается	1	1
43	оно мыслится субъективной новой	1	1
44	рассмотрение парадигм художественности по	1	1
45	художественного сознания доминировавшего в	1	1
46	смену мастерству вкусу оригинальности	1	1
47	деятельность мыслится отныне деятельностью	1	1
48	тексте необходима еще и	1	1
49	человек в душе своей	1	1
50	биологического мира представляет собой	1	1
51	отождествляемая с мастерством его	1	1
52	но в силу своей	1	1
53	становится для читателя предлогом	1	1
54	достижениях когда они используются	1	1
55	обработке сырого прозаического речевого	1	1
56	продолжением и развитием креативистской	1	1
57	я избывал свое одиночество	1	1
58	и самоутверждающаяся в этом	1	1
59	неклассичности известной незавершенности открытости	1	1
60	водяным бесом паном господином	1	1
61	карамзин средоточием художественной деятельности	1	1
62	вкусу оригинальности в качестве	1	1
63	в роли ценностного центра	1	1
64	а в сознании адресата	1	1
65	когда адресат может по-своему	1	1
66	включая частные человеческие документы	1	1
67	периоды его бытования несмотря	1	1
