N	3gram	Voloshinov	Problemy
1	то же время	1	26
2	в то же	1	26
3	с точки зрения	2	25
4	по отношению к	11	18
5	в этом смысле	1	16
6	на самом деле	2	15
7	не может быть	7	14
8	но в то	1	11
9	до сих пор	3	10
10	в отношении к	2	10
11	в самом деле	1	9
12	в творчестве достоевского	1	9
13	с другой стороны	2	9
14	с самого начала	1	9
15	во всяком случае	1	9
16	в том что	4	8
17	и не может	3	8
18	сама по себе	1	7
19	бы то ни	3	7
20	и в этом	1	7
21	же время не	1	6
22	между тем как	1	6
23	то ни было	3	6
24	сам по себе	1	5
25	в зависимости от	2	5
26	записок из подполья	1	5
27	к тому же	1	5
28	в высшей степени	1	5
29	по крайней мере	1	5
30	но все же	1	5
31	и в нем	1	5
32	подобно тому как	1	5
33	можно было бы	1	5
34	и не в	3	4
35	тем не менее	3	4
36	сами по себе	1	4
37	а между тем	1	4
38	более или менее	1	4
39	и прежде всего	1	4
40	как если бы	4	4
41	о том что	1	4
42	как и в	1	4
43	в этом отношении	1	4
44	слова и его	1	4
45	может быть и	3	4
46	друг к другу	1	4
47	в одном голосе	1	3
48	можно сказать что	5	3
49	и то же	2	3
50	как мы уже	1	3
51	точек зрения и	1	3
52	в настоящее время	2	3
53	в данном случае	2	3
54	в том и	1	3
55	никогда не бывает	1	3
56	все же не	1	3
57	его внутренней речи	1	3
58	одно и то	2	3
59	к герою и	1	3
60	в то время	1	3
61	мы увидим что	1	3
62	то что я	1	3
63	то время как	1	3
64	нам кажется что	1	3
65	но конечно эта	1	2
66	для него не	1	2
67	в том же	1	2
68	в свою очередь	1	2
69	дело в том	4	2
70	но тем не	2	2
71	такой же степени	1	2
72	в такой же	2	2
73	мы можем сказать	2	2
74	в чем не	1	2
75	может быть более	1	2
76	и по отношению	3	2
77	то же самое	2	2
78	только то что	1	2
79	быть более или	1	2
80	этой точки зрения	3	2
81	какой бы то	1	2
82	в нем и	1	2
83	но все это	1	2
84	в значительной степени	1	2
85	и та же	1	2
86	в лучшем случае	1	2
87	они ни были	1	2
88	же как и	1	2
89	одна и та	1	2
90	ни в чем	1	2
91	так же как	1	1
92	слушателю и к	2	1
93	является таким образом	1	1
94	с первого же	1	1
95	искусства и в	1	1
96	была бы разрешена	1	1
97	одной стороны и	2	1
98	от того кто	1	1
99	можно найти только	1	1
100	определяет не только	1	1
101	так и к	1	1
102	так именно и	1	1
103	это как бы	3	1
104	те определения которые	1	1
105	социальной атмосферы вокруг	1	1
106	в этом направлении	1	1
107	от того в	1	1
108	до известной степени	2	1
109	свое непосредственное выражение	1	1
110	социальной группы к	1	1
111	сих пор не	1	1
112	этом смысле она	1	1
113	самом деле в	1	1
114	развитие этой точки	1	1
115	не только его	1	1
116	характер и становится	1	1
117	те оценки которые	1	1
118	и независимо от	1	1
119	здесь же мы	1	1
120	как существенный момент	1	1
121	то что оно	1	1
122	идеологические оценки которые	1	1
123	бы не было	1	1
124	и тот же	1	1
125	не совпадает с	1	1
126	она не может	1	1
127	он думает и	1	1
128	или может быть	1	1
129	героя никогда не	1	1
130	к слушателю и	2	1
131	форма сама по	1	1
132	может быть только	1	1
133	если бы оно	1	1
134	важно не то	1	1
135	и самое слово	1	1
136	все более и	1	1
137	один миг не	1	1
138	остается конечно в	1	1
139	и для него	1	1
140	но несмотря на	1	1
141	становятся все более	1	1
142	том что все	1	1
143	и на события	1	1
144	тех или иных	1	1
145	того в каком	1	1
146	что до сих	1	1
147	по себе не	1	1
148	того кто является	1	1
149	и различные степени	1	1
150	они как бы	1	1
151	отношению к герою	1	1
152	в пределах настоящей	1	1
153	оно не довлеет	1	1
154	зависит от того	2	1
155	только в нем	1	1
156	отношению к слушателю	1	1
157	и уже не	2	1
158	деле это не	1	1
159	в процессе этого	1	1
160	самом же деле	1	1
161	не довлеет себе	2	1
162	в виду и	1	1
163	внутренне определяет его	1	1
164	так как в	1	1
165	берет на себя	1	1
166	художественного творчества он	1	1
167	и потому не	1	1
168	все зависит от	1	1
169	в художественном произведении	3	1
170	при этом слово	1	1
171	и в интонации	1	1
172	стиль исповеди ставрогина	1	1
173	сливается с ним	1	1
174	но прежде всего	1	1
175	так как если	4	1
176	отношению к автору	1	1
177	наиболее яркое и	1	1
178	приходится признать что	1	1
179	на один миг	1	1
180	но и в	1	1
181	и в формах	1	1
182	оставаясь в пределах	1	1
183	как и слово	1	1
184	те идеологические оценки	1	1
185	это не так	2	1
186	прежде всего определяется	1	1
187	и для других	2	1
188	в стиле и	1	1
189	теперь когда мы	1	1
190	но в них	1	1
191	его структурой и	1	1
192	и менее всего	1	1
193	данной социальной группы	1	1
194	художественную форму его	1	1
195	оно ни было	1	1
196	нему как к	1	1
197	и в поэзии	1	1
198	отражает в себе	3	1
199	художественного произведения и	2	1
200	на самом же	1	1
201	может быть понято	1	1
202	точки зрения это	1	1
203	место в творчестве	1	1
204	более и более	1	1
205	здесь мы должны	1	1
206	с такою же	1	1
207	не может стать	1	1
208	самом деле это	1	1
209	уже не может	1	1
210	со всех сторон	1	1
211	в противном случае	1	1
212	друг о друге	1	1
213	к нему как	1	1
214	каких бы то	1	1
215	и в частности	1	1
216	и его идеологическая	1	1
217	бы оно ни	1	1
218	зависимости от того	1	1
219	бы даже и	1	1
220	имеем в виду	2	1
221	мы имеем в	1	1
222	один и тот	1	1
223	и он то	1	1
224	звучит так как	2	1
225	для историка литературы	1	1
226	то что для	1	1
227	чтобы убедиться в	1	1
228	может находиться в	1	1
229	одном голосе двух	1	1
230	или хотя бы	1	1
231	стиле и в	1	1
232	бы они ни	1	1
233	если бы действительно	1	1
234	мы не найдем	1	1
235	с одной стороны	2	1
236	все то в	1	1
237	определяется прежде всего	1	1
238	если же он	1	1
239	не должна быть	1	1
240	но для этого	1	1
241	здесь таким образом	1	1
242	это прежде всего	1	1
243	строгость и точность	1	1
244	и вообще по	1	1
245	если бы не	1	1
