N	4gram	Potebnia_M	Myshleni
1	заключается в том что	1	43
2	в то время как	3	20
3	одного и того же	2	17
4	состоит в том что	1	17
5	одной и той же	4	15
6	в собственном смысле этого	1	14
7	собственном смысле этого слова	1	14
8	один и тот же	2	12
9	одно и то же	7	12
10	с одной стороны и	1	10
11	в силу того что	2	9
12	но вместе с тем	1	9
13	все более и более	1	8
14	только в том что	3	8
15	в том что он	2	8
16	вместе с тем и	3	7
17	по самой своей природе	1	6
18	не что иное как	1	6
19	одним и тем же	4	6
20	то время как в	1	5
21	в том смысле что	2	5
22	между тем и другим	2	4
23	и то же слово	2	4
24	есть не что иное	1	4
25	как мы видели выше	1	3
26	и тем же словом	2	3
27	в том виде в	1	3
28	в том что оно	2	3
29	в том что она	1	3
30	дело в том что	1	3
31	том виде в каком	1	3
32	бы то ни было	1	3
33	одна и та же	2	3
34	что мы не знаем	1	2
35	но тем не менее	4	2
36	друг к другу и	1	2
37	в то же время	8	2
38	вместе с тем мы	1	2
39	если бы мы могли	1	2
40	смысле этого слова а	1	2
41	нет и не может	1	2
42	именно в силу того	1	2
43	в том что это	1	2
44	состоящее в том что	1	2
45	сливаются друг с другом	1	2
46	к одной и той	2	2
47	в том случае если	1	2
48	когда мы говорим что	1	2
49	и не может быть	1	2
50	на каждом шагу в	1	2
51	на то что в	1	2
52	прибавим к этому что	1	1
53	с которым оно связано	1	1
54	все это взятое вместе	1	1
55	и в том что	2	1
56	в этом смысле мы	1	1
57	заметить что в сущности	1	1
58	то же следует сказать	2	1
59	не подлежит сомнению и	1	1
60	не только не есть	1	1
61	потому что он не	2	1
62	есть прежде всего средство	1	1
63	как в приведенном выше	1	1
64	то и другое имеет	1	1
65	сам по себе способен	1	1
66	имеет ближайшее отношение к	1	1
67	в то время когда	2	1
68	в том что слово	1	1
69	между звуком и значением	1	1
70	том случае если бы	1	1
71	и к тому чтобы	1	1
72	таким образом значение слова	1	1
73	а вместе с тем	1	1
74	и в самом деле	1	1
75	не может быть выведено	1	1
76	или по крайней мере	2	1
77	со своей точки зрения	1	1
78	только о том что	1	1
79	возможно только после того	1	1
80	с другой стороны нет	1	1
81	самой своей природе они	1	1
82	уже в силу этого	1	1
83	вопрос о том что	1	1
84	средство понимать самого себя	2	1
85	в том что этот	1	1
86	и та и другая	2	1
87	от того что мы	1	1
88	что в каждой из	1	1
89	этого слова так же	1	1
90	друг с другом и	1	1
91	и все то что	1	1
92	зависит не только от	1	1
93	а для того чтобы	1	1
94	есть средство понимать самого	1	1
95	по отношению ко всем	1	1
96	в известной связи с	1	1
97	очевидно что не одна	1	1
98	мы старались показать что	1	1
99	в чем и состоит	1	1
100	с точки зрения той	1	1
101	как мы старались показать	1	1
102	что в первом случае	1	1
103	что как бы ни	1	1
104	но и то что	1	1
105	выше мы видели что	1	1
106	язык есть средство понимать	1	1
107	в живой речи в	1	1
108	в том смысле как	1	1
109	того что происходит в	1	1
110	связь между звуком и	1	1
111	не в состоянии объяснить	1	1
112	то это потому что	1	1
113	и то и другое	1	1
114	есть в сознании то	1	1
115	до тех пор пока	2	1
116	только после того как	1	1
117	подобно тому как слово	1	1
118	единство звука и значения	1	1
119	в том что его	1	1
120	такая же иллюзия как	1	1
121	потому что оно есть	1	1
122	в этом случае мы	1	1
123	в том что только	1	1
124	не говоря уже о	1	1
125	именно то что только	1	1
126	по отношению к ним	1	1
127	и потому должно быть	1	1
128	в приведенном выше примере	2	1
129	как бы он ни	1	1
130	и что только в	1	1
131	и во многих других	1	1
132	связь между тем и	1	1
133	более глубокое и верное	1	1
134	ребенка заключает в себе	1	1
135	только в силу того	1	1
136	по мере того как	8	1
137	не заключает в себе	3	1
138	в прямой зависимости от	1	1
139	от одного к другому	2	1
140	то же что сказать	1	1
141	смысле этого слова так	1	1
142	смысле этого слова и	1	1
143	тем не менее не	1	1
144	что с другой стороны	1	1
145	разница только в том	1	1
146	в том что одно	1	1
147	только потому что его	1	1
148	свойство именно то что	1	1
149	поэзии и прозы которые	1	1
150	есть такая же иллюзия	1	1
151	внешнее по отношению к	1	1
