N	2gram	Propp_Isto	EvropaiE
1	и в	44	37
2	в пределах	5	25
3	точки зрения	3	23
4	что в	18	21
5	не только	17	18
6	с точки	1	17
7	в то	5	16
8	то же	9	15
9	хотя бы	2	15
10	в качестве	13	14
11	и не	19	14
12	но и	16	14
13	же время	1	14
14	в своем	3	14
15	но в	7	14
16	северной америки	1	13
17	в этом	20	12
18	в том	13	11
19	в их	1	11
20	в области	1	11
21	так и	9	10
22	в себе	1	9
23	т е	27	9
24	прежде всего	7	9
25	только в	8	9
26	так же	14	9
27	не может	10	9
28	отнюдь не	1	9
29	с одной	7	8
30	в ее	4	8
31	в своей	3	8
32	одной стороны	7	8
33	между тем	1	8
34	европа и	1	8
35	было бы	2	8
36	думать что	2	8
37	к тому	1	8
38	так как	19	7
39	того что	3	7
40	а также	5	7
41	и выше	1	7
42	как и	12	7
43	между прочим	2	7
44	по своему	1	7
45	также и	2	7
46	с другой	11	7
47	с этой	4	6
48	и даже	4	6
49	вслед за	1	6
50	и на	11	6
51	том что	12	6
52	вовсе не	6	6
53	во всех	3	6
54	может быть	31	6
55	того чтобы	3	6
56	для того	3	6
57	стороны и	1	6
58	то что	16	6
59	как бы	4	6
60	на то	3	6
61	тем самым	2	5
62	в виде	13	5
63	этой точки	2	5
64	не в	11	5
65	древнего востока	1	5
66	но не	8	5
67	к которым	4	5
68	от этого	6	5
69	со стороны	6	5
70	и потому	2	5
71	в течение	2	5
72	же как	12	5
73	от берега	2	5
74	в частности	9	5
75	как мы	9	5
76	одной из	3	5
77	но если	2	5
78	и по	3	5
79	в самом	1	4
80	то в	2	4
81	мы не	6	4
82	хозяйственной жизни	2	4
83	в предыдущем	1	4
84	даже в	4	4
85	того или	1	4
86	для нас	6	4
87	не на	1	4
88	чем в	1	4
89	само по	1	4
90	в некотором	2	4
91	из числа	1	4
92	в процессе	1	4
93	по себе	2	4
94	не имеет	4	4
95	в каком	1	4
96	тем более	1	4
97	вопрос о	5	4
98	но даже	2	4
99	как это	5	4
100	несмотря на	3	4
101	к ней	2	4
102	в ней	8	4
103	сказать что	2	4
104	можно сказать	2	4
105	во многих	1	4
106	или иной	1	4
107	независимо от	1	4
108	этих народов	2	3
109	и к	3	3
110	говорит о	4	3
111	но на	1	3
112	северной америке	3	3
113	и мы	3	3
114	приближается к	2	3
115	тех народов	1	3
116	страны и	2	3
117	она в	2	3
118	можно считать	1	3
119	с более	1	3
120	ее в	8	3
121	что и	11	3
122	в результате	1	3
